
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 17, 2005 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,217	3,388	1,641	1,613	622	556	5,481	5,486	179	282											
NEW ENGLAND	122	229	84	103	46	76	147	142	1	4											
Maine	9	10	N	N	-	4	1	2	-	-											
N.H.	13	16	-	-	4	N	12	3	-	3											
Vt.	9	8	10	6	4	1	1	-	-	-											
Mass.	83	104	61	28	38	42	95	87	-	-											
R.I.	8	17	13	14	-	6	8	19	-	1											
Conn.	-	74	U	55	U	23	30	31	1	-											
MID. ATLANTIC	709	577	156	115	108	80	715	706	21	27											
Upstate N.Y.	208	188	61	48	48	55	61	68	5	1											
N.Y. City	127	93	U	U	19	U	443	426	5	12											
N.J.	159	122	N	N	19	7	98	116	11	13											
Pa.	215	174	95	67	22	18	113	96	-	1											
E.N. CENTRAL	633	782	444	361	160	129	562	641	27	38											
Ohio	158	183	277	254	62	60	158	168	2	2											
Ind.	81	79	156	107	43	26	45	45	1	2											
Ill.	116	211	11	-	48	1	274	268	10	11											
Mich.	249	238	-	N	-	N	62	134	12	23											
Wis.	29	71	N	N	7	42	23	26	2	-											
W.N. CENTRAL	207	240	34	17	66	76	174	123	2	4											
Minn.	79	119	-	-	40	50	48	18	1	1											
Iowa	N	N	N	N	-	N	2	5	-	-											
Mo.	52	52	28	12	7	11	103	74	1	2											
N. Dak.	9	10	1	-	2	2	-	-	-	-											
S. Dak.	19	12	3	5	-	-	1	-	-	-											
Nebr.	14	16	2	-	6	6	4	6	-	-											
Kans.	34	31	N	N	11	7	16	20	-	1											
S. ATLANTIC	669	670	649	836	64	41	1,380	1,358	31	46											
Del.	1	3	1	4	-	N	8	6	-	1											
Md.	147	103	-	-	42	29	236	260	10	7											
D.C.	7	7	15	8	2	4	75	41	-	1											
Va.	62	59	N	N	-	N	88	70	3	2											
W. Va.	22	20	95	90	20	8	3	3	-	-											
N.C.	99	95	N	N	U	U	196	135	8	8											
S.C.	24	50	-	80	-	N	45	90	4	10											
Ga.	129	163	113	204	-	N	221	245	1	3											
Fla.	178	170	425	450	-	N	508	508	5	14											
E.S. CENTRAL	130	173	129	113	8	12	314	290	17	19											
Ky.	27	51	23	23	N	N	33	30	-	1											
Tenn.	103	122	106	88	-	N	150	93	12	7											
Ala.	-	-	-	-	-	N	102	127	4	9											
Miss.	-	-	-	2	8	12	29	40	1	2											
W.S. CENTRAL	200	267	94	46	123	111	885	858	51	56											
Ark.	14	16	12	6	13	7	38	39	-	3											
La.	6	2	82	40	22	24	176	212	6	3											
Okla.	87	52	N	N	19	33	30	19	1	2											
Tex.	93	197	N	N	69	47	641	588	44	48											
MOUNTAIN	473	369	51	21	38	31	278	289	15	36											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	8	N	N	-	N	20	15	1	2											
Wyo.	3	7	21	9	-	-	-	1	-	-											
Colo.	175	77	N	N	37	31	31	49	-	-											
N. Mex.	37	79	-	N	-	-	34	68	2	2											
Ariz.	195	165	N	N	-	N	110	121	12	31											
Utah	61	31	28	10	1	-	5	8	-	1											
Nev.	1	2	2	2	-	-	73	26	-	-											
PACIFIC	74	81	-	1	9	-	1,026	1,079	14	52											
Wash.	N	N	N	N	N	N	96	92	-	-											
Oreg.	N	N	N	N	6	N	19	23	-	-											
Calif.	-	-	N	N	N	N	901	959	14	52											
Alaska	-	-	-	-	-	N	6	-	-	-											
Hawaii	74	81	-	1	3	-	4	5	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	144	95	8	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


