
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending October 23, 2010 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	72	58	112	2,522	2,850	150	410	2,336	22,170	32,760	21	26	89	1,161	1,156						
NEW ENGLAND	6	3	13	172	173	16	121	423	6,181	11,296	-	1	4	57	53						
Conn.	6	0	4	38	48	-	41	200	2,218	3,797	-	0	1	1	5						
Maine	-	0	2	10	8	12	12	76	610	779	-	0	1	5	2						
Mass.	-	1	7	77	85	-	36	161	1,876	4,884	-	1	3	37	34						
N.H.	-	0	5	15	11	1	22	64	1,050	1,259	-	0	2	4	4						
R.I.	-	0	4	23	14	-	1	40	146	215	-	0	1	7	5						
Vt.	-	0	2	9	7	3	4	27	281	362	-	0	1	3	3						
MID. ATLANTIC	29	16	32	664	1,027	85	172	697	10,614	14,277	3	7	17	316	340						
N.J.	-	2	8	52	188	-	43	197	2,710	4,630	-	0	4	1	89						
N.Y. (Upstate)	19	5	19	236	306	61	54	577	2,522	3,466	1	1	6	64	41						
N.Y. City	-	2	9	113	205	-	2	17	67	945	-	4	14	203	164						
Pa.	10	6	16	263	328	24	74	374	5,315	5,236	2	1	3	48	46						
E.N. CENTRAL	9	11	41	586	612	2	17	171	1,696	2,772	-	2	9	124	150						
Ill.	-	1	15	118	108	-	1	16	107	134	-	1	7	44	64						
Ind.	3	2	6	90	53	-	1	7	63	79	-	0	2	7	20						
Mich.	1	3	20	143	138	-	1	14	83	94	-	0	4	27	25						
Ohio	5	4	12	189	244	1	0	5	22	46	-	0	5	37	32						
Wis.	-	1	11	46	69	1	14	148	1,421	2,419	-	0	1	9	9						
W.N. CENTRAL	1	2	19	101	98	-	3	1,395	108	204	1	1	11	62	57						
Iowa	-	0	2	13	20	-	1	10	75	104	1	0	2	11	10						
Kans.	1	0	2	9	7	-	0	1	6	18	-	0	2	10	6						
Minn.	-	0	16	27	8	-	0	1,380	-	74	-	0	11	3	23						
Mo.	-	0	4	31	50	-	0	1	1	3	-	0	3	20	10						
Nebr.	-	0	2	8	11	-	0	2	9	4	-	0	2	15	7						
N. Dak.	-	0	1	6	1	-	0	15	16	-	-	0	1	-	-						
S. Dak.	-	0	2	7	1	-	0	1	1	1	-	0	2	3	1						
S. ATLANTIC	14	10	26	437	466	38	62	171	3,236	3,814	5	6	35	302	304						
Del.	-	0	3	14	17	-	11	31	542	882	-	0	1	2	4						
D.C.	-	0	4	15	18	-	0	4	20	57	-	0	2	9	15						
Fla.	5	3	9	146	145	1	2	11	85	80	-	2	7	106	82						
Ga.	1	1	4	39	49	-	0	2	8	38	-	0	2	3	62						
Md.	3	2	8	98	121	18	26	96	1,418	1,814	2	1	18	72	61						
N.C.	1	0	7	48	51	1	1	9	77	89	-	0	13	45	25						
S.C.	-	0	2	9	9	-	0	3	27	32	-	0	1	4	4						
Va.	4	1	6	57	48	18	16	79	954	681	3	1	5	58	49						
W. Va.	-	0	3	11	8	-	0	32	105	141	-	0	2	3	2						
E.S. CENTRAL	3	2	10	107	118	-	1	4	39	32	-	0	3	26	29						
Ala.	1	0	2	15	15	-	0	1	2	2	-	0	1	6	8						
Ky.	-	0	4	23	44	-	0	1	4	1	-	0	3	6	9						
Miss.	-	0	3	9	4	-	0	0	-	-	-	0	2	2	3						
Tenn.	2	1	6	60	55	-	1	4	33	29	-	0	2	12	9						
W.S. CENTRAL	3	3	14	113	94	2	2	44	85	178	2	1	31	75	57						
