
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 26, 2011 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	122	279	447	1,084	1,998	-	3	10	8	6	1	27	91	31	40						
NEW ENGLAND	-	4	17	4	99	-	0	0	-	-	-	0	1	-	-						
Conn.	-	0	2	2	63	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	1	1	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	16	-	31	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	2	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	3	27	69	69	312	-	0	1	-	-	-	1	4	2	1						
N.J.	-	5	16	11	48	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	-	3	15	17	23	-	0	1	-	-	-	0	3	-	-						
N.Y. City	-	5	14	28	50	-	0	1	-	-	-	0	4	2	1						
Pa.	3	11	55	13	191	-	0	0	-	-	-	0	3	-	-						
E.N. CENTRAL	5	25	239	81	434	-	0	1	-	-	-	1	10	2	1						
Ill.	-	8	229	22	308	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	7	6	-	0	1	-	-	-	0	5	-	1						
Mich.	-	5	10	14	30	-	0	0	-	-	-	0	1	1	-						
Ohio	5	5	18	38	49	-	0	0	-	-	-	0	2	1	-						
