
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending January 29, 2011 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2011
5-year weekly average†
Total cases reported for year 2010
Total cases reported for year 2009
Total cases reported for year 2008
Total cases reported for year 2007
Total cases reported for year 2006
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	-	1	-	1	1		
Arboviral diseases §, ¶ :										
California serogroup virus disease	-	-	0	72	55	62	55	67		
Eastern equine encephalitis virus disease	-	-	-	10	4	4	4	8		
Powassan virus disease	-	-	-	6	6	2	7	1		
St. Louis encephalitis virus disease	-	-	0	8	12	13	9	10		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Babesiosis	-	-	-	NN	NN	NN	NN	NN		
Botulism, total	1	2	2	108	118	145	144	165		
foodborne	-	-	0	7	10	17	32	20		
infant	-	1	1	76	83	109	85	97		
other(wound & unspecified)	1	1	0	25	25	19	27	48	CA (1 )	
Brucellosis	-	3	1	126	115	80	131	121		
Chancroid	-	2	1	36	28	25	23	33		
Cholera	-	3	0	12	10	5	7	9		
Cyclosporiasis §	1	3	2	171	141	139	93	137	FL (1 )	
Diphtheria	-	-	-	-	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	-	-	1	17	35	30	22	29		
nonserotype b	-	2	5	154	236	244	199	175		
unknown serotype	2	17	4	266	178	163	180	179	MO (1 ), CO (1 )	
Hansen disease §	-	2	2	64	103	80	101	66		
Hantavirus pulmonary syndrome §	-	-	0	17	20	18	32	40		
Hemolytic uremic syndrome, post-diarrheal §	1	5	1	225	242	330	292	288	NY (1 )	
Influenza-associated pediatric mortality §, ††	6	15	3	61	358	90	77	43	NJ (2 ), GA (1 ), LA (1 ), TX (1 ), AZ (1 )	
Listeriosis	3	19	10	770	851	759	808	884	OH (1 ), FL (1 ), CA (1 )	
Measles §§	2	3	0	60	71	140	43	55	FL (1 ), CA (1 )	
Meningococcal disease, invasive ¶¶ :										
A,C,Y, and W-135	-	6	5	243	301	330	325	318		
serogroup B	2	3	3	110	174	188	167	193	NC (1 ), WA (1 )	
other serogroup	-	-	1	9	23	38	35	32		
unknown serogroup	3	27	12	418	482	616	550	651	NC (1 ), FL (1 ), CA (1 )	
Novel influenza A infection virus ***	-	1	-	4	43,774	2	4	NN		
Plague	-	-	0	2	8	3	7	17		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Polio virus infection, nonparalytic §	-	-	-	-	-	-	-	NN		
Psittacosis §	-	-	0	4	9	8	12	21		
Q fever total §:	2	5	2	121	113	120	171	169		
acute	1	4	1	92	93	106	-	-	MI (1 )	
chronic	1	1	0	29	20	14	-	-	CO (1 )	
Rabies, human	-	-	-	1	4	2	1	3		
Rubella †††	-	-	0	6	3	16	12	11		
Rubella, congenital syndrome	-	-	0	-	2	-	-	1		
SARS CoV §	-	-	-	-	-	-	-	-		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	1	8	3	163	161	157	132	125	OH (1 )	
Syphilis, congenital (age &lt;1 yr) §§§	-	4	8	239	423	431	430	349		
Tetanus	-	-	0	9	18	19	28	41		
Toxic-shock syndrome (staphylococcal) §	1	4	1	76	74	71	92	101	TN (1 )	
Trichinellosis	-	2	0	4	13	39	5	15		
Tularemia	-	-	0	110	93	123	137	95		
Typhoid fever	4	7	7	419	397	449	434	353	PA (1 ), GA (1 ), CA (2 )	
Vancomycin-intermediate Staphylococcus aureus §	2	4	1	91	78	63	37	6	OH (2 )	
Vancomycin-resistant Staphylococcus aureus §	-	-	-	1	1	-	2	1		
Vibriosis (non-cholera Vibrio species infections) §	2	7	2	775	789	588	549	NN	GA (1 ), FL (1 )	
Viral Hemorrhagic Fever ¶¶¶	-	-	0	1	NN	NN	NN	NN		
Yellow fever	-	-	-	-	-	-	-	-		

-: No reported cases
N: Not reportable
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  The total sum of incident cases is then 
divided by 25 weeks. Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not reportable in all states.   Data from states where the condition is not reportable are 
excluded from this table except starting in 2007 for the Arboviral diseases, STD data, 
TB data, and influenza-associated pediatric mortality, and in 2003 for SARS-CoV.   Reporting 
exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Data for meningococcal disease (all serogroups) are available in Table II.

*** Please refer to the http://www.cdc.gov/mmwr/mmwr_wk/wk_cvol.html for weekly updates to the footnote for this condition.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of STD Prevention, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention.

