
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2007 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	99	258	716	1,005	2,377	34	107	173	435	760	16	32	118	58	224						
NEW ENGLAND	-	20	53	27	259	6	12	26	68	69	-	0	1	-	-						
Conn.	-	1	9	-	16	4	4	14	33	18	-	0	0	-	-						
Maine	-	1	14	8	15	-	2	8	10	11	N	0	0	N	N						
Mass.	-	6	28	-	205	-	2	17	-	29	-	0	1	-	-						
N.H.	-	2	27	6	2	-	1	5	8	2	-	0	1	-	-						
R.I.	-	0	17	-	-	-	0	3	4	1	-	0	1	-	-						
Vt.	-	1	14	13	21	2	2	5	13	8	-	0	0	-	-						
MID. ATLANTIC	15	36	157	241	271	-	17	57	38	102	-	1	6	6	8						
N.J.	-	4	13	8	78	-	0	0	-	-	-	0	1	-	1						
N.Y. (Upstate)	15	21	151	174	52	-	0	0	-	-	-	0	2	-	-						
N.Y. City	-	0	8	-	16	-	1	5	8	-	-	0	3	1	2						
Pa.	-	11	26	59	125	-	16	56	30	102	-	1	4	5	5						
E.N. CENTRAL	12	41	77	216	421	-	2	18	-	3	-	1	6	1	3						
Ill.	-	9	18	2	110	-	0	7	-	1	-	0	4	-	1						
Ind.	-	3	33	1	21	-	0	2	-	-	-	0	1	-	-						
Mich.	-	11	39	57	85	-	0	5	-	2	-	0	1	1	-						
Ohio	12	12	56	156	143	-	0	9	-	-	-	0	4	-	2						
Wis.	-	2	8	-	62	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	2	18	84	73	311	-	6	20	23	21	-	2	14	8	3						
Iowa	-	5	12	20	89	-	1	7	2	3	-	0	1	-	-						
Kans.	1	4	13	38	84	-	2	5	15	6	-	0	1	-	-						
Minn.	-	0	76	-	-	-	0	6	2	1	-	0	2	-	-						
Mo.	1	5	12	8	99	-	1	6	1	1	-	2	12	8	3						
Nebr.	-	1	9	1	34	-	0	0	-	-	-	0	5	-	-						
N. Dak.	-	0	9	1	4	-	0	7	3	2	-	0	0	-	-						
S. Dak.	-	0	4	5	1	-	0	4	-	8	-	0	0	-	-						
S. ATLANTIC	24	17	136	118	170	21	40	62	245	415	16	11	68	30	202						
Del.	-	0	1	-	1	-	0	0	-	-	-	0	3	1	2						
D.C.	-	0	2	1	2	-	0	0	-	-	-	0	1	-	-						
Fla.	3	4	20	48	45	4	0	7	25	176	1	0	5	1	5						
Ga.	-	0	3	-	7	8	5	16	36	34	-	1	5	1	2						
Md.	1	2	6	20	45	-	6	13	18	49	-	1	7	6	9						
N.C.	20	0	94	20	23	9	10	22	64	38	15	3	61	18	183						
S.C.	-	3	11	13	23	-	3	11	14	21	-	0	5	1	1						
Va.	-	3	19	16	22	-	12	27	80	87	-	2	13	2	-						
W. Va.	-	0	9	-	2	-	2	7	8	10	-	0	2	-	-						
E.S. CENTRAL	2	6	28	43	56	3	4	13	19	32	-	6	31	11	6						
Ala.	-	2	19	16	14	-	1	8	-	11	-	2	11	5	1						
Ky.	-	0	5	-	11	1	0	4	5	1	-	0	1	-	-						
Miss.	-	0	4	2	9	-	0	2	-	-	-	0	1	-	-						
Tenn.	2	3	11	25	22	2	2	8	14	20	-	4	22	6	5						
W.S. CENTRAL	-	18	123	35	89	2	5	34	12	84	-	1	27	-	2						
Ark.	-	1	13	-	6	1	0	5	3	1	-	0	10	-	2						
La.	-	0	2	1	2	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	-	1	1	1	9	9	6	-	0	18	-	-						
Tex.	-	14	110	34	80	-	0	29	-	77	-	0	5	-	-						
MOUNTAIN	42	40	87	207	575	1	3	29	9	16	-	0	5	2	-						
Ariz.	17	6	28	40	102	1	2	10	8	16	-	0	2	-	-						
Colo.	9	9	26	69	273	-	0	0	-	-	-	0	1	1	-						
Idaho	-	1	7	9	18	-	0	25	-	-	-	0	3	1	-						
Mont.	2	1	8	9	25	-	0	2	-	-	-	0	2	-	-						
Nev.	-	0	6	-	6	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	2	8	5	9	-	0	2	-	-	-	0	2	-	-						
Utah	14	13	39	66	133	-	0	1	1	-	-	0	2	-	-						
Wyo.	-	1	8	9	9	-	0	2	-	-	-	0	1	-	-						
PACIFIC	2	28	226	45	225	1	4	12	21	18	-	0	1	-	-						
Alaska	-	1	8	8	20	-	0	6	14	7	N	0	0	N	N						
Calif.	-	21	223	-	110	1	3	11	7	11	-	0	1	-	-						
Hawaii	-	1	6	4	27	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	8	16	37	-	0	4	-	-	-	0	1	-	-						
Wash.	2	5	46	17	31	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	4	1	6	15	18	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


