
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending June 16, 2007 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	2	0	20	19	16	20	28		
infant	-	33	2	97	85	87	76	69		
other(wound & unspecified)	-	8	0	48	31	30	33	21		
Brucellosis	-	49	2	120	120	114	104	125		
Chancroid	-	11	1	33	17	30	54	67		
Cholera	-	-	0	9	8	5	2	2		
Cyclosporiasis §	5	35	11	136	543	171	75	156	KS (1 ), FL (4 )	
Diphtheria	-	-	0	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	-	1	67	80	112	108	164		
eastern equine	-	-	0	8	21	6	14	10		
Powassan	-	-	0	1	1	1	-	1		
St. Louis	-	-	0	11	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	12	51	15	646	786	537	362	511	ME (1 ), NY (4 ), MN (6 ), TN (1 )	
human monocytic	3	81	9	575	506	338	321	216	MD (1 ), TN (1 ), AR (1 )	
human (other & unspecified)	3	31	5	230	112	59	44	23	MD (2 ), TN (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	5	0	22	9	19	32	34		
nonserotype B	-	45	2	146	135	135	117	144		
unknown serotype	4	120	3	212	217	177	227	153	OH (1 ), IN (2 ), FL (1 )	
Hansen disease §	1	22	2	66	87	105	95	96	CA (1 )	
Hantavirus pulmonary syndrome §	-	7	1	38	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	4	47	5	284	221	200	178	216	NC (1 ), FL (1 ), CA (2 )	
Hepatitis C viral, acute	8	291	20	821	652	713	1,102	1,835	OH (1 ), MN (1 ), OK (6 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	5	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	-	66	0	41	45	-	N	N		
Listeriosis	5	216	13	871	896	753	696	665	NY (1 ), GA (1 ), FL (2 ), ID (1 )	
Measles ¶¶	-	15	1	56	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	2	128	5	308	297	-	-	-	NY (1 ), GA (1 )	
serogroup B	-	47	4	188	156	-	-	-		
other serogroup	-	9	0	30	27	-	-	-		
unknown serogroup	4	325	14	647	765	-	-	-	SC (1 ), FL (2 ), CA (1 )	
Mumps	-	431	28	6,575	314	258	231	270		
Novel influenza A infection virus	-	-	-	N	N	N	N	N		
Plague	-	1	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	3	0	21	16	12	12	18		
Q fever §	6	79	3	170	136	70	71	61	MN (3 ), NE (1 ), NC (1 ), AZ (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	9	0	10	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	53	3	125	129	132	161	118		
Syphilis, congenital (age &lt;1 yr)	-	106	8	380	329	353	413	412		
Tetanus	-	5	1	40	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	2	34	2	101	90	95	133	109	OH (1 ), KY (1 )	
Trichinellosis	1	2	0	15	16	5	6	14	NY (1 )	
Tularemia	4	19	4	94	154	134	129	90	OK (4 )	
Typhoid fever	3	110	6	343	324	322	356	321	PA (1 ), CA (2 )	
Vancomycin-intermediate Staphylococcus aureus §	-	4	0	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	-	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	2	74	1	N	N	N	N	N	FL (2 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of Viral and Rickettsial Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases.


