
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 17, 1996 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	4,357	9,266	19,371	81	16	33,302	52,063	338	507	82	136										
NEW ENGLAND	208	502	1,325	15	2	918	836	7	6	4	-										
Maine	7	15	-	2	-	3	8	-	-	1	-										
N.H.	3	5	84	1	1	15	16	-	-	-	-										
Vt.	-	-	-	3	1	14	3	3	-	-	-										
Mass.	135	285	930	6	-	336	462	4	6	2	-										
R.I.	9	28	311	2	-	73	70	-	-	1	-										
Conn.	54	169	-	1	-	477	277	-	-	N	N										
MID. ATLANTIC	1,235	2,496	885	8	3	862	5,825	24	41	11	15										
Upstate N.Y.	158	248	N	7	3	-	980	22	18	4	3										
N.Y. City	696	1,567	-	-	-	-	1,923	1	1	-	1										
N.J.	244	445	885	-	-	406	529	-	17	-	4										
Pa.	137	236	-	N	-	456	2,393	1	5	7	7										
E.N. CENTRAL	419	692	5,594	11	1	6,583	11,632	43	43	32	55										
Ohio	143	124	749	8	-	493	4,044	2	1	15	22										
Ind.	50	78	1,304	2	-	1,132	1,057	-	-	6	7										
Ill.	156	245	-	1	-	2,518	2,588	1	16	-	11										
Mich.	37	216	3,281	-	1	2,221	2,990	40	26	11	7										
Wis.	33	29	260	N	-	219	953	-	-	-	8										
W.N. CENTRAL	145	197	1,955	12	4	1,629	2,930	53	12	3	14										
Minn.	20	27	-	2	2	-	434	-	-	-	-										
Iowa	17	14	59	2	1	23	204	31	2	1	2										
Mo.	53	97	1,382	1	-	1,198	1,655	22	6	1	12										
N. Dak.	-	-	-	1	1	-	-	-	-	-	-										
S. Dak.	2	-	126	-	-	19	23	-	1	-	-										
Nebr.	15	20	388	1	-	57	158	-	1	1	-										
Kans.	38	39	-	5	-	332	456	-	2	-	-										
S. ATLANTIC	880	2,224	5,851	9	-	14,000	15,883	17	34	10	29										
Del.	32	32	-	-	-	227	295	-	-	-	-										
Md.	69	347	616	N	-	1,870	2,111	-	1	1	8										
D.C.	64	140	N	-	-	667	901	-	-	1	1										
Va.	36	233	1,631	N	-	1,192	1,632	1	-	2	-										
W. Va.	7	5	-	N	-	45	73	3	6	1	3										
N.C.	1	85	-	4	-	2,686	3,538	5	11	3	7										
S.C.	13	75	-	1	-	1,649	1,775	1	1	1	3										
Ga.	215	235	1,001	1	-	3,230	2,748	-	3	-	4										
Fla.	443	1,072	2,603	-	-	2,434	2,810	7	12	1	3										
E.S. CENTRAL	152	272	1,110	3	-	3,747	5,665	3	239	9	6										
Ky.	43	37	-	-	-	582	732	-	2	2	2										
Tenn.	56	127	1,101	N	-	1,201	1,393	3	236	3	2										
Ala.	35	35	-	1	-	1,876	2,298	-	1	-	1										
Miss.	18	73	9	2	-	88	1,242	-	-	4	1										
W.S. CENTRAL	495	904	684	3	1	2,123	3,938	44	7	-	1										
Ark.	19	45	-	2	-	438	439	-	-	-	-										
La.	113	168	-	N	1	1,173	1,737	7	-	-	-										
Okla.	1	57	684	1	-	512	58	30	5	-	1										
Tex.	362	634	-	-	-	-	1,704	7	2	-	-										
MOUNTAIN	120	209	523	7	1	846	1,254	94	46	4	12										
Mont.	2	7	-	-	-	2	17	3	2	-	1										
Idaho	1	5	190	2	-	9	19	33	7	-	1										
Wyo.	-	4	85	-	-	6	7	27	16	-	-										
Colo.	54	76	-	3	1	284	407	4	12	4	5										
N. Mex.	8	7	-	-	-	139	173	17	4	-	-										
Ariz.	37	38	-	N	-	329	390	6	2	-	1										
Utah	17	5	68	1	-	26	24	4	3	-	2										
Nev.	1	67	180	1	-	51	217	-	-	-	2										
PACIFIC	703	1,770	1,444	13	4	2,594	4,100	53	79	9	4										
Wash.	65	93	1,298	3	4	356	350	5	7	-	-										
Oreg.	48	59	-	4	-	9	42	2	4	-	-										
Calif.	580	1,539	-	4	-	2,125	3,487	26	60	9	2										
Alaska	3	18	N	-	-	63	136	1	-	-	-										
Hawaii	7	61	146	N	-	41	85	19	8	-	2										
Guam	-	-	-	N	-	-	12	-	-	-	-										
P.R.	255	494	N	N	U	33	75	8	7	-	-										
V.I.	1	-	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	4	-	-	-	-										
C.N.M.I.	-	-	N	N	U	-	4	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


