
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 3, 1997 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	20,222	21,817	116,994	136,114	325	147	77,127	102,017	981	1,086											
NEW ENGLAND	671	870	5,261	6,490	29	13	1,706	2,625	17	37											
Maine	25	15	331	U	1	-	14	15	-	-											
N.H.	8	25	233	234	-	-	45	43	3	3											
Vt.	16	8	136	168	2	1	17	22	-	11											
Mass.	282	487	2,466	2,270	22	12	791	743	12	20											
R.I.	55	61	723	742	1	-	182	192	2	3											
Conn.	285	274	1,372	3,076	3	-	657	1,610	-	-											
MID. ATLANTIC	6,683	5,709	7,510	20,097	21	4	5,742	11,163	108	87											
Upstate N.Y.	1,143	570	N	N	13	3	1,666	47	87	74											
N.Y. City	3,308	3,282	U	8,288	5	-	-	4,404	-	1											
N.J.	1,444	1,143	2,265	5,318	3	-	1,359	3,249	-	-											
Pa.	788	714	5,245	6,491	N	1	2,717	3,463	21	12											
E.N. CENTRAL	1,416	1,879	20,495	30,965	58	20	12,371	20,141	201	184											
Ohio	270	441	4,878	7,208	17	9	3,077	5,146	5	4											
Ind.	302	305	2,812	3,309	13	2	1,945	2,311	5	6											
Ill.	509	770	3,882	9,070	11	-	1,957	5,922	16	41											
Mich.	259	253	6,464	7,492	17	2	4,306	5,072	175	133											
Wis.	76	110	2,459	3,886	N	7	1,086	1,690	-	-											
W.N. CENTRAL	383	530	7,659	11,316	42	31	3,574	4,337	60	20											
Minn.	79	108	U	1,806	23	18	U	-	-	-											
Iowa	59	43	1,699	1,277	10	5	445	359	22	7											
Mo.	150	231	3,754	4,951	3	5	2,490	2,920	25	8											
N. Dak.	4	4	300	355	3	2	22	9	2	-											
S. Dak.	2	7	384	473	-	-	39	73	-	-											
Nebr.	35	39	258	780	2	-	89	157	1	2											
Kans.	54	98	1,264	1,674	1	1	489	819	10	3											
S. ATLANTIC	4,846	5,746	26,709	18,991	46	11	27,230	35,037	91	62											
Del.	69	113	-	-	1	1	377	499	-	-											
Md.	576	658	2,420	2,078	2	1	4,366	4,641	6	-											
D.C.	282	376	N	N	-	-	1,319	1,515	-	-											
Va.	421	316	3,848	4,136	N	4	2,824	3,315	7	5											
W. Va.	27	32	-	747	N	-	236	386	3	4											
N.C.	281	279	5,962	U	12	5	5,463	6,765	20	18											
S.C.	270	278	3,964	U	-	-	3,465	3,961	16	13											
Ga.	683	865	2,574	4,178	15	-	3,625	7,932	U	-											
Fla.	2,237	2,829	7,941	7,852	16	-	5,555	6,023	39	22											
E.S. CENTRAL	609	771	11,025	9,736	27	7	11,153	10,554	128	213											
Ky.	60	119	2,233	2,313	9	-	1,515	1,378	6	12											
Tenn.	285	281	4,024	4,170	13	7	3,425	3,629	67	176											
Ala.	151	243	2,578	2,982	2	-	3,588	4,652	5	1											
Miss.	113	128	2,190	271	3	-	2,625	895	50	24											
W.S. CENTRAL	2,040	2,090	11,757	7,824	13	1	8,365	7,490	88	112											
Ark.	83	97	443	533	1	-	875	1,366	-	2											
La.	385	554	2,304	2,388	3	1	2,228	2,732	66	57											
Okla.	116	67	2,563	2,470	-	-	1,639	1,564	4	26											
Tex.	1,456	1,372	6,447	2,433	9	-	3,623	1,828	18	27											
MOUNTAIN	601	638	7,262	4,983	31	22	2,528	2,681	122	234											
Mont.	16	8	311	463	3	-	14	10	4	8											
Idaho	18	10	520	571	4	-	39	32	15	62											
Wyo.	11	2	178	246	2	-	20	10	47	71											
Colo.	156	178	100	8	13	8	554	610	16	23											
N. Mex.	58	43	1,232	1,365	4	3	501	313	24	29											
Ariz.	158	192	3,348	812	N	8	1,051	1,297	11	26											
Utah	41	77	541	550	2	-	62	113	2	7											
Nev.	143	128	1,032	968	3	3	287	296	3	8											
PACIFIC	2,973	3,584	19,316	25,712	58	36	4,458	7,989	166	137											
Wash.	241	309	3,174	3,451	9	4	706	819	9	26											
Oreg.	128	188	1,154	1,863	14	12	178	143	4	3											
Calif.	2,570	3,024	13,968	19,457	32	17	3,267	6,663	103	47											
Alaska	12	10	489	297	3	-	162	177	-	2											
Hawaii	22	53	531	644	N	3	145	187	50	59											
Guam	2	3	-	134	N	-	-	26	-	3											
P.R.	520	418	N	N	22	U	227	91	37	13											
V.I.	29	6	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	11	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


