
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 3, 2006 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	63	285	2,153	2,142	2,972	9	25	125	399	481											
NEW ENGLAND	-	60	780	145	436	2	1	12	19	24											
Conn.	-	8	753	73	36	-	0	10	1	-											
Maine	-	3	26	28	27	-	0	1	2	2											
Mass.	-	13	205	11	339	2	0	3	12	17											
N.H.	-	5	21	25	28	-	0	1	3	3											
R.I.	-	0	12	-	3	-	0	8	-	2											
Vt.	-	1	5	8	3	-	0	1	1	-											
MID. ATLANTIC	49	156	1,177	1,467	1,613	-	5	15	67	135											
N.J.	-	22	311	260	629	-	1	7	13	33											
N.Y. (Upstate)	42	73	1,151	722	320	-	1	11	10	20											
N.Y. City	-	4	33	-	90	-	3	8	33	67											
Pa.	7	39	376	485	574	-	1	2	11	15											
E.N. CENTRAL	-	9	160	73	235	-	3	8	41	47											
Ill.	-	0	13	-	20	-	1	5	10	25											
Ind.	-	0	4	3	2	-	0	3	6	3											
Mich.	-	1	7	9	1	-	0	2	7	9											
Ohio	-	1	5	15	19	-	1	3	13	5											
Wis.	-	8	145	46	193	-	0	3	5	5											
W.N. CENTRAL	5	10	98	56	90	-	0	32	21	23											
Iowa	-	0	8	2	24	-	0	1	1	3											
Kans.	-	0	1	1	1	-	0	1	-	2											
Minn.	4	6	96	49	63	-	0	30	14	8											
Mo.	-	0	2	2	2	-	0	2	3	10											
Nebr.	1	0	2	2	-	-	0	2	1	-											
N. Dak.	-	0	3	-	-	-	0	1	1	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	1	26	124	303	521	2	6	16	120	94											
Del.	-	9	37	125	216	-	0	1	2	1											
D.C.	-	0	2	7	3	-	0	2	-	2											
Fla.	1	1	5	14	10	-	1	6	21	17											
Ga.	-	0	1	-	1	2	1	6	38	15											
Md.	-	15	87	130	227	-	1	9	26	31											
N.C.	-	0	5	9	18	-	0	8	11	13											
S.C.	-	0	3	3	8	-	0	2	4	3											
Va.	-	3	22	15	37	-	1	9	17	11											
W. Va.	-	0	44	-	1	-	0	2	1	1											
E.S. CENTRAL	-	0	4	1	9	-	0	3	10	9											
Ala.	-	0	1	-	-	-	0	2	5	3											
Ky.	-	0	2	-	1	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	1	2	-											
Tenn.	-	0	4	1	8	-	0	2	2	4											
W.S. CENTRAL	-	0	5	2	34	-	2	31	22	38											
Ark.	-	0	1	-	2	-	0	2	1	3											
La.	-	0	0	-	3	-	0	1	-	2											
Okla.	-	0	0	-	-	-	0	6	2	2											
Tex.	-	0	5	2	29	-	1	29	19	31											
MOUNTAIN	-	0	4	4	3	1	1	9	17	23											
Ariz.	-	0	4	2	-	-	0	9	4	5											
Colo.	-	0	0	-	-	1	0	2	5	12											
Idaho	-	0	1	-	1	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	1	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	2	1	-	0	2	7	4											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	8	3	18	91	31	4	4	12	82	88											
Alaska	-	0	1	-	1	-	0	2	8	2											
Calif.	8	2	18	91	24	2	3	10	57	72											
Hawaii	N	0	0	N	N	-	0	4	-	4											
Oreg.	-	0	3	-	6	1	0	2	6	3											
Wash.	-	0	3	-	-	1	0	5	11	7											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	1											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


