
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending July 5, 2003 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	3,398	3,340	176	214	4,859	6,263	122	159	7,157												
NEW ENGLAND	103	63	1	-	146	215	12	8	1,216												
Maine	4	1	1	-	5	9	-	-	626												
N.H.	9	-	-	-	7	7	1	-	-												
Vt.	-	1	-	-	3	4	-	-	483												
Mass.	70	47	-	-	90	102	4	6	104												
R.I.	10	1	-	-	19	31	2	-	3												
Conn.	10	13	-	-	22	62	5	2	-												
MID. ATLANTIC	390	381	35	29	977	1,079	17	44	13												
Upstate N.Y.	17	19	7	1	120	154	3	3	N												
N.Y. City	236	224	21	12	596	525	7	21	-												
N.J.	67	72	7	15	153	234	6	13	-												
Pa.	70	66	-	1	108	166	1	7	13												
E.N. CENTRAL	475	641	38	33	563	604	9	17	3,555												
Ohio	117	73	2	-	98	93	-	4	885												
Ind.	25	34	7	1	65	56	4	2	-												
Ill.	178	239	13	26	267	287	-	6	-												
Mich.	147	284	16	6	112	132	5	3	2,183												
Wis.	8	11	-	-	21	36	-	2	487												
W.N. CENTRAL	81	68	2	-	191	279	2	6	37												
Minn.	25	32	-	-	88	121	-	3	N												
Iowa	4	2	-	-	11	14	1	-	N												
Mo.	30	14	2	-	16	81	1	1	-												
N. Dak.	-	-	-	-	-	4	-	-	37												
S. Dak.	1	-	-	-	13	10	-	-	-												
Nebr.	1	5	-	-	9	9	-	2	-												
Kans.	20	15	-	-	54	40	-	-	-												
S. ATLANTIC	914	801	32	52	934	1,281	27	17	1,384												
Del.	4	8	-	-	-	7	-	-	15												
Md.	158	94	4	9	113	136	6	4	-												
D.C.	28	26	1	1	-	-	-	-	18												
Va.	43	38	1	1	78	128	10	-	349												
W. Va.	-	-	-	-	10	12	-	-	846												
N.C.	87	158	9	13	145	159	5	-	N												
S.C.	55	67	3	6	83	96	-	-	156												
Ga.	215	149	3	9	133	248	3	4	-												
Fla.	324	261	11	13	372	495	3	9	N												
E.S. CENTRAL	158	280	12	15	318	393	3	4	-												
Ky.	21	52	1	2	60	68	-	4	N												
Tenn.	70	108	6	5	97	145	1	-	N												
Ala.	57	89	4	5	117	116	2	-	-												
Miss.	10	31	1	3	44	64	-	-	-												
W.S. CENTRAL	420	421	28	48	595	976	-	17	605												
Ark.	23	17	-	3	49	70	-	-	-												
La.	56	65	-	-	-	-	-	-	3												
Okla.	26	32	1	1	70	82	-	-	N												
Tex.	315	307	27	44	476	824	-	17	602												
MOUNTAIN	147	166	15	8	162	198	3	6	347												
Mont.	-	-	-	-	-	6	-	-	N												
Idaho	6	1	-	-	3	10	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	35												
Colo.	12	33	3	1	42	37	3	3	-												
N. Mex.	28	19	-	-	6	22	-	-	-												
Ariz.	91	105	12	7	75	94	-	-	3												
Utah	4	2	-	-	15	14	-	2	309												
Nev.	6	6	-	-	19	13	-	1	-												
PACIFIC	710	519	13	29	973	1,238	49	40	-												
Wash.	38	24	-	1	102	119	2	3	-												
Oreg.	23	5	-	-	47	49	3	2	-												
Calif.	648	485	13	27	781	971	44	35	-												
Alaska	-	-	-	-	26	29	-	-	-												
Hawaii	1	5	-	1	17	70	-	-	-												
Guam	-	6	-	-	-	36	-	-	-												
P.R.	102	136	1	17	33	57	-	-	213												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


