
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 26, 2005 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	1,404	2,401	38	56	5,363	4,910	-	-	-												
NEW ENGLAND	56	64	1	7	95	201	-	-	-												
Maine	-	-	-	-	79	25	-	-	-												
N.H.	3	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	15	176	-	-	-												
Mass.	41	36	-	6	1	-	-	-	-												
R.I.	-	11	-	1	-	-	-	-	-												
Conn.	12	17	1	-	-	-	-	-	-												
MID. ATLANTIC	407	362	12	15	1,090	12	-	-	-												
Upstate N.Y.	41	41	2	-	-	-	-	-	-												
N.Y. City	222	204	1	6	-	-	-	-	-												
N.J.	85	67	3	6	-	-	-	-	-												
Pa.	59	50	6	3	1,090	12	-	-	-												
E.N. CENTRAL	265	216	1	3	1,916	1,872	-	-	-												
Ohio	50	41	-	1	387	466	-	-	-												
Ind.	25	35	1	-	N	N	-	-	-												
Ill.	139	99	-	-	3	-	-	-	-												
Mich.	36	25	-	2	1,404	1,222	-	-	-												
Wis.	15	16	-	-	122	184	-	-	-												
W.N. CENTRAL	75	67	1	1	40	87	-	-	-												
Minn.	25	25	1	1	-	-	-	-	-												
Iowa	7	7	-	-	N	N	-	-	-												
Mo.	26	23	-	-	2	2	-	-	-												
N. Dak.	1	2	-	-	9	63	-	-	-												
S. Dak.	4	2	-	-	29	22	-	-	-												
Nebr.	1	2	-	-	-	-	-	-	-												
Kans.	11	6	-	-	-	-	-	-	N												
S. ATLANTIC	267	486	7	8	485	508	-	-	-												
Del.	-	5	-	-	1	1	-	-	-												
Md.	47	39	1	2	-	-	-	-	-												
D.C.	21	6	-	-	5	7	-	-	-												
Va.	-	28	-	2	37	87	-	-	-												
W. Va.	7	5	-	-	371	337	-	-	N												
N.C.	30	29	1	2	-	N	-	-	-												
S.C.	32	23	-	-	71	76	-	-	-												
Ga.	5	152	2	-	-	-	-	-	-												
Fla.	125	199	3	2	-	-	-	-	-												
E.S. CENTRAL	96	104	1	-	-	-	-	-	-												
Ky.	24	10	1	-	N	N	-	-	-												
Tenn.	58	36	-	-	-	-	-	-	-												
Ala.	14	30	-	-	-	-	-	-	-												
Miss.	-	28	-	-	-	-	-	-	-												
W.S. CENTRAL	43	431	3	5	834	1,508	-	-	-												
Ark.	19	24	-	-	-	-	-	-	-												
La.	-	-	-	-	6	33	-	-	-												
Okla.	24	32	-	-	-	-	-	-	-												
Tex.	-	375	3	5	828	1,475	-	-	-												
MOUNTAIN	36	86	2	2	903	722	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	37	13	-	-	-												
Colo.	8	20	-	-	626	510	-	-	-												
N. Mex.	1	5	-	-	48	25	-	-	-												
Ariz.	24	42	1	1	-	-	-	-	-												
Utah	3	12	1	1	192	174	-	-	-												
Nev.	-	7	-	-	-	-	-	-	-												
PACIFIC	159	585	10	15	-	-	-	-	-												
Wash.	51	44	-	1	N	N	-	-	-												
Oreg.	21	16	1	1	-	-	-	-	-												
Calif.	50	490	5	8	-	-	-	-	-												
Alaska	9	7	-	-	-	-	-	-	-												
Hawaii	28	28	4	5	-	-	-	-	-												
Guam	-	13	-	-	-	17	-	-	-												
P.R.	-	12	-	-	47	88	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


