
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending August 15, 2009 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	28	101	239	3,661	3,864	4	36	122	1,103	1,163											
NEW ENGLAND	1	5	28	220	287	-	1	12	40	57											
Conn.	1	0	21	63	79	-	0	11	-	-											
Maine	-	0	2	13	20	-	0	1	3	1											
Mass.	-	3	10	91	136	-	1	4	28	42											
N.H.	-	1	4	31	19	-	0	2	7	7											
R.I.	-	0	2	9	21	-	0	2	-	7											
Vt.	-	0	3	13	12	-	0	1	2	-											
MID. ATLANTIC	4	19	43	748	799	1	4	33	169	152											
N.J.	-	3	6	98	145	-	1	4	31	45											
N.Y. (Upstate)	2	7	25	245	251	1	2	17	80	68											
N.Y. City	-	4	12	143	145	-	0	31	58	39											
Pa.	2	6	18	262	258	N	0	2	N	N											
E.N. CENTRAL	4	17	42	695	754	-	6	18	160	211											
Ill.	-	5	12	191	203	-	1	5	22	61											
Ind.	-	3	23	113	99	-	0	13	19	22											
Mich.	-	3	11	111	129	-	1	5	45	55											
Ohio	4	4	13	177	206	-	1	6	48	37											
Wis.	-	2	10	103	117	-	1	4	26	36											
W.N. CENTRAL	-	6	37	306	284	-	2	11	97	58											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	1	5	37	32	N	0	1	N	N											
Minn.	-	0	34	139	136	-	0	10	54	14											
Mo.	-	2	8	67	65	-	0	4	29	27											
Nebr.	-	1	3	32	27	-	0	1	5	6											
N. Dak.	-	0	4	11	8	-	0	3	4	5											
S. Dak.	-	0	3	20	16	-	0	2	5	6											
S. ATLANTIC	14	22	47	818	778	1	6	16	209	224											
Del.	-	0	1	9	6	-	0	0	-	-											
D.C.	-	0	2	-	8	N	0	0	N	N											
Fla.	9	6	12	199	176	-	1	6	48	42											
Ga.	2	5	13	191	176	1	2	6	52	59											
Md.	3	3	12	131	140	-	1	4	47	43											
N.C.	-	2	12	81	98	N	0	0	N	N											
S.C.	-	1	5	50	45	-	1	6	32	40											
Va.	-	3	9	123	100	-	0	4	18	35											
W. Va.	-	1	4	34	29	-	0	3	12	5											
E.S. CENTRAL	-	4	10	140	134	2	1	6	44	59											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	25	29	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	8											
Tenn.	-	3	9	115	105	2	1	6	44	51											
W.S. CENTRAL	2	9	79	303	329	-	6	46	187	179											
Ark.	-	0	2	14	7	-	0	4	19	10											
La.	-	0	3	9	13	-	0	3	13	10											
Okla.	-	3	20	103	75	-	1	7	36	49											
Tex.	2	6	59	177	234	-	4	34	119	110											
MOUNTAIN	3	10	22	324	405	-	4	16	162	188											
Ariz.	-	3	7	107	142	-	2	10	83	86											
Colo.	2	3	9	106	100	-	1	4	31	42											
Idaho	1	0	2	5	12	-	0	2	6	3											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	5	7	-	0	1	-	3											
N. Mex.	-	2	7	60	101	-	0	4	15	25											
Utah	-	1	6	40	37	-	0	5	27	28											
Wyo.	-	0	1	1	6	-	0	1	-	1											
PACIFIC	-	4	10	107	94	-	1	6	35	35											
Alaska	-	1	3	28	23	-	0	5	29	22											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	3	8	79	71	-	0	2	6	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	30	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


