
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 26, 2007 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	437	808	1,579	19,159	25,322	-	0	178	-	10	-	1	399	-	5						
NEW ENGLAND	1	31	215	310	2,183	-	0	3	-	-	-	0	2	-	-						
Conn.	-	10	76	1	865	-	0	3	-	-	-	0	1	-	-						
Maine	-	1	17	-	146	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	95	-	776	-	0	1	-	-	-	0	1	-	-						
N.H.	1	6	43	123	63	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	9	66	186	333	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	91	106	195	2,369	2,648	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	91	106	195	2,369	2,648	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	208	218	568	5,637	8,885	-	0	43	-	1	-	0	33	-	-						
Ill.	-	2	11	71	69	-	0	23	-	1	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	72	88	258	2,220	2,581	-	0	11	-	-	-	0	2	-	-						
Ohio	132	118	449	2,873	5,561	-	0	11	-	-	-	0	3	-	-						
Wis.	4	15	57	473	674	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	58	32	136	1,083	1,092	-	0	36	-	-	-	0	79	-	1						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	1						
Kans.	4	9	52	403	215	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	54	16	78	546	828	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	60	84	18	-	0	5	-	-	-	0	28	-	-						
S. Dak.	-	1	15	50	31	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	41	85	224	2,185	2,457	-	0	2	-	-	-	0	7	-	-						
Del.	-	0	6	12	40	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	8	8	18	-	0	0	-	-	-	0	1	-	-						
Fla.	19	0	89	655	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	-	18	72	572	710	-	0	1	-	-	-	0	0	-	-						
Va.	-	19	176	331	811	-	0	0	-	-	-	0	2	-	-						
