
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 15, 2000 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	667	660	5,955	8,840	3,591	3,630	2	32	-	11	43	61									
NEW ENGLAND	49	48	148	129	36	83	-	-	-	3	3	10									
Maine	1	5	10	4	5	1	-	-	-	-	-	-									
N.H.	9	9	16	8	11	8	-	-	-	-	-	1									
Vt.	3	4	4	1	5	1	-	-	-	3	3	-									
Mass.	23	19	59	52	6	28	-	-	-	-	-	7									
R.I.	1	1	7	10	9	22	-	-	-	-	-	-									
Conn.	12	10	52	54	-	23	-	-	-	-	-	2									
MID. ATLANTIC	105	120	547	635	487	485	2	8	-	1	9	5									
Upstate N.Y.	51	48	120	136	67	109	2	8	-	-	8	2									
N.Y. City	24	37	176	175	206	148	-	-	-	-	-	3									
N.J.	23	32	79	80	79	73	-	-	-	-	-	-									
Pa.	7	3	172	244	135	155	-	-	-	1	1	-									
E.N. CENTRAL	88	105	723	1,691	386	399	-	7	-	-	7	2									
Ohio	36	37	148	392	66	52	-	2	-	-	2	-									
Ind.	12	16	36	60	28	27	-	-	-	-	-	1									
Ill.	35	44	258	365	61	35	-	4	-	-	4	-									
Mich.	5	8	268	828	230	261	-	1	-	-	1	1									
Wis.	-	-	13	46	1	24	-	-	-	-	-	-									
W.N. CENTRAL	36	26	595	413	508	153	-	2	-	1	3	-									
Minn.	16	13	129	42	19	25	-	-	-	1	1	-									
Iowa	-	1	51	76	22	23	-	1	-	-	1	-									
Mo.	8	3	288	242	422	88	-	-	-	-	-	-									
N. Dak.	1	-	2	1	2	-	U	-	U	-	-	-									
S. Dak.	-	2	-	8	-	1	-	-	-	-	-	-									
Nebr.	4	3	18	34	18	12	-	-	-	-	-	-									
Kans.	7	4	107	10	25	4	U	1	U	-	1	-									
S. ATLANTIC	183	143	717	941	652	536	-	1	-	-	1	4									
Del.	-	-	-	2	-	1	-	-	-	-	-	-									
Md.	50	38	89	179	72	85	-	-	-	-	-	-									
D.C.	-	4	14	37	17	14	-	-	-	-	-	-									
Va.	28	12	82	88	80	53	-	-	-	-	-	3									
W. Va.	5	4	44	20	6	15	-	-	-	-	-	-									
N.C.	15	23	92	66	141	125	-	-	-	-	-	-									
S.C.	10	2	30	22	5	38	-	-	-	-	-	-									
Ga.	50	41	112	268	98	63	-	-	-	-	-	-									
Fla.	25	19	254	259	233	142	-	1	-	-	1	1									
E.S. CENTRAL	30	43	243	239	245	257	-	-	-	-	-	2									
Ky.	11	6	29	45	50	19	-	-	-	-	-	2									
Tenn.	14	21	93	101	110	123	-	-	-	-	-	-									
Ala.	4	14	35	36	27	54	-	-	-	-	-	-									
Miss.	1	2	86	57	58	61	-	-	-	-	-	-									
W.S. CENTRAL	37	44	964	1,741	367	604	-	1	-	-	1	4									
Ark.	-	2	93	26	58	44	-	1	-	-	1	-									
La.	7	11	28	105	50	116	-	-	-	-	-	-									
Okla.	28	28	160	318	75	74	-	-	-	-	-	-									
Tex.	2	3	683	1,292	184	370	-	-	-	-	-	4									
MOUNTAIN	69	60	485	764	259	337	-	11	-	1	12	1									
Mont.	-	1	2	12	3	16	-	-	-	-	-	-									
Idaho	3	1	18	29	5	20	-	-	-	-	-	-									
Wyo.	1	1	8	4	2	8	-	-	-	-	-	-									
Colo.	11	10	108	143	51	48	-	1	-	1	2	-									
N. Mex.	14	14	43	30	69	106	-	-	-	-	-	-									
Ariz.	33	28	239	443	93	86	-	-	-	-	-	1									
Utah	6	3	34	29	14	20	U	3	U	-	3	-									
Nev.	1	2	33	74	22	33	U	7	U	-	7	-									
PACIFIC	70	71	1,533	2,287	651	776	-	2	-	5	7	33									
Wash.	3	2	151	169	42	35	-	-	-	-	-	5									
Oreg.	18	25	116	148	51	62	-	-	-	-	-	11									
Calif.	26	36	1,258	1,953	547	658	-	1	-	3	4	16									
Alaska	4	5	8	4	6	13	-	1	-	-	1	-									
Hawaii	19	3	-	13	5	8	-	-	-	2	2	1									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	1	2	57	176	58	127	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


