
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 15, 2000 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Gonorrhea cummulative for 2000
Gonorrhea cummulative for 1999
Hepatitis C/NA,NB cummulative for 2000
Hepatitis C/NA,NB cummulative for 1999
Legionellosis cummulative for 2000
Legionellosis cummulative for 1999
Lyme Disease cummulative for 2000
Lyme Disease cummulative for 1999

tab delimited data:
test
UNITED STATES	78,599	100,227	668	1,053	193	257	866	1,290													
NEW ENGLAND	1,684	2,008	19	4	11	16	83	283													
Maine	22	15	-	-	2	2	-	1													
N.H.	26	22	-	-	2	2	18	-													
Vt.	14	16	1	2	-	3	-	-													
Mass.	742	791	18	1	4	5	25	126													
R.I.	167	162	-	1	-	1	-	8													
Conn.	713	1,002	-	-	3	3	40	148													
MID. ATLANTIC	5,149	12,145	13	38	37	75	616	709													
Upstate N.Y.	1,629	1,649	13	19	16	19	300	204													
N.Y. City	233	4,720	-	-	-	10	3	20													
N.J.	629	2,151	-	-	-	5	-	128													
Pa.	2,658	3,625	-	19	21	41	313	357													
E.N. CENTRAL	15,903	17,819	69	593	54	75	6	55													
Ohio	3,724	4,895	-	-	26	22	6	14													
Ind.	1,625	1,923	-	-	11	6	-	1													
Ill.	4,797	5,478	5	10	3	10	-	2													
Mich.	4,606	4,221	64	191	9	23	-	1													
Wis.	1,151	1,302	-	392	5	14	U	37													
W.N. CENTRAL	2,413	4,498	155	52	14	8	32	24													
Minn.	670	799	-	-	1	-	6	8													
Iowa	199	274	-	-	3	3	1	2													
Mo.	529	2,166	143	45	7	3	6	6													
N. Dak.	4	28	-	-	-	-	-	1													
S. Dak.	72	43	-	-	1	1	-	-													
Nebr.	241	502	1	1	-	1	-	-													
Kans.	698	686	11	6	2	-	19	7													
S. ATLANTIC	22,130	29,033	32	71	39	28	103	148													
Del.	464	512	-	-	3	2	9	7													
Md.	2,187	3,888	4	20	12	4	74	116													
D.C.	685	1,946	-	-	-	-	-	1													
Va.	2,904	2,725	1	6	3	6	8	3													
W. Va.	118	172	2	11	N	N	4	4													
N.C.	5,136	5,677	8	17	5	5	4	15													
S.C.	574	2,839	-	11	2	5	-	1													
Ga.	3,621	5,232	-	1	2	-	-	-													
Fla.	6,441	6,042	17	5	12	6	4	1													
E.S. CENTRAL	9,160	10,496	121	72	5	14	-	18													
Ky.	945	1,033	15	5	3	7	-	1													
Tenn.	2,725	3,176	26	30	1	5	-	6													
Ala.	3,676	3,233	4	1	1	2	-	6													
Miss.	1,814	3,054	76	36	-	-	-	5													
W.S. CENTRAL	13,411	14,278	133	111	2	1	-	-													
Ark.	741	779	3	5	-	-	-	-													
La.	3,526	3,416	44	85	-	1	-	-													
Okla.	939	1,179	-	3	1	-	-	-													
Tex.	8,205	8,904	86	18	1	-	-	-													
MOUNTAIN	2,970	2,729	73	72	13	17	-	3													
Mont.	4	12	1	4	-	-	-	-													
Idaho	26	27	-	4	1	-	-	-													
Wyo.	21	9	44	28	1	-	-	1													
Colo.	993	644	11	9	6	1	-	-													
N. Mex.	250	244	4	11	-	1	-	1													
Ariz.	1,252	1,366	10	13	2	1	-	-													
Utah	87	60	-	1	3	8	-	1													
Nev.	337	367	3	2	-	6	-	-													
PACIFIC	5,779	7,221	53	40	18	23	26	50													
Wash.	702	636	5	3	5	5	-	-													
Oreg.	152	264	12	4	N	N	2	2													
Calif.	4,760	6,070	36	33	13	17	24	48													
Alaska	82	114	-	-	-	1	-	-													
Hawaii	83	137	-	-	-	-	N	N													
Guam	-	18	-	-	-	-	-	-													
P.R.	86	117	1	-	-	-	N	N													
V.I.	-	U	-	U	-	U	-	U													
Amer. Samoa	-	U	-	U	-	U	-	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


