
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 11, 2009 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	12,097	22,758	25,700	559,244	604,484	88	145	469	4,697	3,461	69	109	482	2,378	2,276						
NEW ENGLAND	869	762	1,655	20,590	18,377	-	0	1	1	1	1	5	23	118	168						
Conn.	170	228	1,306	6,044	5,215	N	0	0	N	N	-	0	16	16	41						
Maine	49	48	72	1,307	1,280	N	0	0	N	N	-	0	6	14	13						
Mass.	580	323	947	10,233	8,795	N	0	0	N	N	-	2	13	35	50						
N.H.	-	32	63	663	1,031	-	0	1	1	1	1	1	4	19	35						
R.I.	52	58	244	1,740	1,464	-	0	0	-	-	-	0	3	4	4						
Vt.	18	22	53	603	592	N	0	0	N	N	-	1	7	30	25						
MID. ATLANTIC	1,648	2,852	6,734	77,441	76,678	-	0	0	-	-	12	13	35	283	276						
N.J.	-	422	879	10,184	11,682	N	0	0	N	N	-	0	4	1	18						
N.Y. (Upstate)	579	566	4,563	15,236	13,802	N	0	0	N	N	3	4	17	68	77						
N.Y. City	516	1,120	3,130	30,205	29,720	N	0	0	N	N	-	1	8	29	50						
Pa.	553	808	1,072	21,816	21,474	N	0	0	N	N	9	7	15	185	131						
E.N. CENTRAL	1,090	3,460	4,382	81,822	99,798	-	0	4	20	31	15	24	126	557	579						
Ill.	-	1,104	1,356	24,317	29,905	N	0	0	N	N	-	2	13	38	57						
Ind.	290	405	713	11,733	11,340	N	0	0	N	N	-	3	17	84	77						
Mich.	552	835	1,322	23,300	23,790	-	0	3	10	24	2	5	13	109	110						
Ohio	112	787	1,300	13,863	23,641	-	0	2	10	7	9	8	59	187	116						
Wis.	136	388	494	8,609	11,122	N	0	0	N	N	4	8	46	139	219						
W.N. CENTRAL	815	1,325	1,547	33,113	34,068	-	0	1	2	-	15	17	68	356	327						
Iowa	131	192	257	5,037	4,440	N	0	0	N	N	5	4	30	82	79						
Kans.	532	178	401	4,812	4,652	N	0	0	N	N	-	2	8	39	25						
Minn.	1	267	331	5,947	7,443	-	0	0	-	-	9	4	14	89	76						
Mo.	-	497	583	12,864	12,511	-	0	1	2	-	-	3	13	53	77						
Nebr.	71	98	219	2,364	2,653	N	0	0	N	N	1	2	8	37	45						
N. Dak.	12	26	60	524	948	N	0	0	N	N	-	0	10	6	1						
S. Dak.	68	58	85	1,565	1,421	N	0	0	N	N	-	2	9	50	24						
S. ATLANTIC	2,068	4,363	5,730	96,480	120,014	-	0	1	5	2	15	21	49	441	389						
Del.	78	76	180	2,495	1,913	-	0	1	1	-	-	0	1	1	7						
D.C.	-	126	227	3,479	3,589	-	0	0	-	-	-	0	2	-	7						
Fla.	586	1,386	1,597	36,282	37,158	N	0	0	N	N	13	8	35	148	160						
Ga.	1	748	1,909	13,168	20,547	N	0	0	N	N	2	6	20	178	113						
Md.	494	436	772	11,023	11,864	-	0	1	4	2	-	1	5	19	15						
N.C.	-	167	1,309	-	14,072	N	0	0	N	N	-	1	16	47	15						
S.C.	536	534	1,448	12,306	13,721	N	0	0	N	N	-	1	6	20	26						
