
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending April 6, 2013 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	14	63	155	481	556	50	474	1,549	1,591	3,911	12	22	70	180	223						
NEW ENGLAND	2	5	19	30	31	1	137	680	194	1,238	-	1	6	7	20						
Conn.	-	1	7	3	5	1	38	182	46	406	-	0	2	-	3						
Maine	-	0	3	4	2	-	16	69	35	105	-	0	1	-	-						
Mass.	1	3	11	16	16	-	56	363	66	524	-	0	4	5	16						
N.H.	-	0	2	1	4	-	16	96	22	160	-	0	2	2	-						
R.I.	-	0	6	3	4	-	0	43	2	8	-	0	5	-	-						
Vt.	1	0	2	3	-	-	8	29	23	35	-	0	1	-	1						
MID. ATLANTIC	2	14	45	107	131	39	197	664	944	1,855	1	5	13	39	46						
N.J.	-	2	12	14	21	-	50	166	265	646	-	0	4	6	-						
N.Y. (Upstate)	-	6	15	24	38	21	41	264	148	248	-	1	4	12	5						
N.Y. City	-	2	13	24	28	-	1	12	1	4	-	3	11	15	32						
Pa.	2	4	19	45	44	18	97	412	530	957	1	1	4	6	9						
E.N. CENTRAL	6	13	54	101	130	2	20	173	45	244	-	2	8	17	24						
Ill.	-	2	23	13	28	-	1	18	3	13	-	0	6	4	5						
Ind.	1	2	6	32	25	-	1	6	1	6	-	0	2	3	5						
Mich.	-	2	9	4	17	-	1	9	3	11	-	0	5	3	3						
Ohio	5	4	17	49	53	2	1	6	15	7	-	1	3	6	8						
Wis.	-	1	7	3	7	-	15	143	23	207	-	0	2	1	3						
W.N. CENTRAL	-	3	10	17	30	1	2	18	5	14	-	1	5	8	9						
Iowa	-	0	2	1	1	-	1	16	1	8	-	0	2	3	1						
Kans.	-	0	2	1	1	-	0	2	2	4	-	0	1	2	3						
Minn.	-	1	4	5	11	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	14	1	0	2	2	1	-	0	2	1	4						
Nebr.	-	0	2	6	1	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	2	1	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	2	11	27	100	117	6	64	224	370	499	10	6	15	82	67						
Del.	-	0	2	-	6	1	10	30	66	118	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Fla.	2	4	11	44	48	-	2	6	15	29	-	1	3	17	18						
Ga.	-	1	4	8	12	-	0	4	7	5	-	1	6	12	5						
Md.	-	2	6	15	18	-	28	97	202	207	3	2	8	35	15						
N.C.	-	1	8	15	7	3	0	29	12	7	6	0	8	8	7						
S.C.	-	0	3	3	4	-	0	3	-	7	-	0	2	-	3						
Va.	-	2	4	14	14	2	17	176	59	119	1	1	4	10	16						
W. Va.	-	0	3	1	8	-	1	10	9	7	-	0	1	-	-						
E.S. CENTRAL	-	2	7	19	17	1	1	5	10	11	-	0	4	7	5						
Ala.	-	0	2	3	5	-	0	2	3	4	-	0	2	1	2						
Ky.	-	0	4	4	4	1	0	4	5	3	-	0	2	3	2						
Miss.	-	0	2	3	1	-	0	1	-	1	-	0	1	-	1						
Tenn.	-	1	3	9	7	-	0	4	2	3	-	0	2	3	-						
W.S. CENTRAL	2	4	28	34	28	-	1	14	4	5	1	2	35	6	14						
Ark.	-	0	3	2	1	-	0	0	-	-	-	0	1	-	1						
La.	-	0	3	8	3	-	0	1	-	1	-	0	2	2	1						
Okla.	-	0	9	-	-	-	0	0	-	-	1	0	4	2	4						
Tex.	2	3	25	24	24	-	1	14	4	4	-	1	35	2	8						
MOUNTAIN	-	2	7	24	23	-	0	5	5	6	-	1	6	4	12						
Ariz.	-	0	3	3	8	-	0	2	-	1	-	0	3	1	1						
Colo.	-	0	3	5	6	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	3	2	-	0	3	5	2	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	4	4	-	0	2	-	1	-	0	1	3	4						
N. Mex.	-	0	2	4	-	-	0	1	-	-	-	0	1	-	1						
Utah	-	0	5	4	2	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	-	3	14	49	49	-	2	8	14	39	-	2	7	10	26						
Alaska	-	0	0	-	-	-	0	1	-	3	-	0	1	-	2						
Calif.	-	2	10	33	36	-	1	4	5	20	-	1	5	6	22						
Hawaii	-	0	1	2	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	3	6	11	-	1	6	8	16	-	0	2	-	1						
Wash.	-	0	9	8	2	-	0	4	1	-	-	0	5	4	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


