
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 26, 2006 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	277	309	1,029	9,624	11,463	3,689	6,471	14,136	206,943	213,204	19	38	142	1,351	1,563						
NEW ENGLAND	25	24	75	748	1,008	57	101	288	3,481	3,913	4	3	19	114	117						
Conn.	-	0	37	160	213	-	40	241	1,315	1,707	2	0	9	34	36						
Maine	-	2	12	75	132	6	2	6	82	86	-	0	4	16	8						
Mass.	1	10	34	338	448	40	47	87	1,596	1,679	-	1	6	48	56						
N.H.	-	0	3	13	43	1	4	9	133	106	-	0	1	4	6						
R.I.	17	0	25	67	62	7	8	19	310	301	2	0	7	4	7						
Vt.	7	3	9	95	110	3	1	4	45	34	-	0	2	8	4						
MID. ATLANTIC	47	53	254	1,698	2,046	424	620	1,014	19,242	21,401	3	7	30	255	292						
N.J.	-	8	17	206	275	29	104	150	3,068	3,701	-	2	4	45	56						
N.Y. (Upstate)	39	24	227	706	676	156	123	455	3,967	4,189	2	2	27	92	80						
N.Y. City	1	12	32	340	567	47	161	402	5,217	6,408	-	1	4	18	55						
Pa.	7	15	29	446	528	192	210	393	6,990	7,103	1	3	8	100	101						
E.N. CENTRAL	30	48	110	1,444	2,050	601	1,281	7,047	40,407	41,866	2	5	14	194	280						
Ill.	-	10	25	263	502	212	378	708	12,428	12,789	-	1	6	46	93						
Ind.	N	0	0	N	N	128	165	234	5,666	5,223	-	1	7	50	51						
Mich.	2	12	29	393	503	112	234	5,880	8,257	6,597	-	0	3	17	15						
Ohio	28	16	34	490	446	89	371	661	9,899	13,590	2	1	6	58	90						
Wis.	-	10	40	298	599	60	129	172	4,157	3,667	-	0	4	23	31						
W.N. CENTRAL	14	29	260	1,109	1,282	33	363	436	11,647	12,150	8	2	15	89	77						
Iowa	4	5	14	159	165	-	33	54	1,043	1,013	-	0	1	1	-						
Kans.	2	4	9	119	126	-	47	124	1,422	1,701	-	0	3	12	8						
Minn.	-	2	238	416	557	-	62	105	1,795	2,261	8	0	9	46	33						
Mo.	-	10	32	299	283	-	188	251	6,225	6,091	-	0	6	21	25						
Nebr.	8	1	6	63	74	23	22	56	848	784	-	0	2	5	10						
N. Dak.	-	0	7	9	6	1	2	7	61	57	-	0	3	4	1						
S. Dak.	-	1	7	44	71	9	6	13	253	243	-	0	0	-	-						
S. ATLANTIC	45	49	95	1,453	1,708	1,124	1,487	2,334	50,259	50,460	2	10	26	364	373						
Del.	-	1	4	22	37	44	26	44	959	532	-	0	1	1	-						
D.C.	1	1	5	45	32	22	35	66	1,042	1,326	-	0	1	3	6						
Fla.	16	18	39	648	597	381	431	549	14,892	12,781	1	3	9	121	91						
Ga.	14	11	26	281	461	13	294	1,014	8,222	9,467	1	2	12	66	80						
Md.	10	4	10	125	122	100	129	231	4,342	4,523	-	1	5	44	49						
N.C.	N	0	0	N	N	283	283	766	10,815	10,298	-	0	9	44	60						
S.C.	-	1	7	59	77	118	128	748	5,306	5,545	-	1	3	25	23						
Va.	2	8	50	256	354	150	130	288	4,085	5,539	-	1	8	45	42						
W. Va.	2	0	5	17	28	13	17	42	596	449	-	0	4	15	22						
E.S. CENTRAL	3	8	33	256	254	248	561	802	19,065	17,951	-	2	7	71	88						
Ala.	-	4	22	122	110	-	180	308	5,939	5,830	-	0	5	16	17						
Ky.	N	0	1	N	N	49	55	132	2,171	2,072	-	0	1	3	10						
Miss.	-	0	0	-	-	-	141	443	4,665	4,648	-	0	1	3	-						
Tenn.	3	4	12	134	144	199	187	279	6,290	5,401	-	1	4	49	61						
W.S. CENTRAL	9	6	31	149	185	555	856	1,430	29,985	30,216	-	1	15	45	88						
Ark.	5	2	6	68	52	62	81	186	2,595	2,786	-	0	2	7	7						
La.	-	0	4	9	35	5	160	354	5,894	7,141	-	0	2	2	32						
Okla.	4	2	24	72	98	144	80	764	2,759	2,953	-	1	14	34	45						
Tex.	N	0	0	N	N	344	541	722	18,737	17,336	-	0	2	2	4						
MOUNTAIN	51	27	57	883	879	183	215	552	6,791	8,890	-	4	8	140	161						
Ariz.	4	3	36	92	93	143	86	201	2,880	3,232	-	1	7	67	82						
Colo.	18	8	33	275	303	38	40	90	1,196	2,095	-	1	4	37	35						
Idaho	2	3	11	108	88	-	2	10	100	69	-	0	1	3	4						
Mont.	11	2	9	59	34	2	3	20	135	91	-	0	0	-	-						
Nev.	-	1	6	36	66	-	23	194	783	1,879	-	0	1	-	13						
N. Mex.	-	1	6	32	50	-	29	64	1,092	1,038	-	0	4	17	16						
Utah	16	7	19	263	230	-	17	24	531	438	-	0	4	14	7						
Wyo.	-	1	3	18	15	-	2	6	74	48	-	0	2	2	4						
PACIFIC	53	59	202	1,884	2,051	464	809	962	26,066	26,357	-	2	20	79	87						
Alaska	5	1	7	35	70	7	11	23	359	378	-	0	19	8	5						
Calif.	41	43	105	1,365	1,458	343	660	829	21,470	21,947	-	0	9	18	39						
Hawaii	1	1	3	33	43	-	19	32	560	660	-	0	1	13	8						
Oreg.	6	7	16	247	263	25	28	58	863	999	-	1	6	38	35						
Wash.	-	7	90	204	217	89	74	142	2,814	2,373	-	0	4	2	-						
Amer. Samoa	U	0	0	U	U	U	0	2	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	1	-	11	-	1	15	-	68	-	0	2	-	4						
P.R.	-	1	20	21	155	-	6	16	188	247	-	0	1	-	3						
V.I.	-	0	0	-	-	-	0	5	30	45	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
