
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 1996 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	16,791	23,010	70,142	231	102	83,770	111,738	1,002	1,236	212	355										
NEW ENGLAND	657	1,249	2,890	26	16	2,346	1,725	27	31	9	4										
Maine	10	23	-	3	-	13	20	-	-	1	-										
N.H.	23	37	218	1	1	39	32	1	4	-	-										
Vt.	7	12	-	5	5	19	15	15	3	-	-										
Mass.	392	581	2,015	11	10	679	937	8	23	3	3										
R.I.	38	87	657	2	-	173	174	3	1	5	1										
Conn.	187	509	-	4	-	1,423	547	-	-	N	N										
MID. ATLANTIC	4,440	5,914	9,919	34	20	8,287	13,267	101	113	47	47										
Upstate N.Y.	538	641	N	17	10	1,606	2,783	91	53	9	11										
N.Y. City	2,443	3,053	2,288	-	-	1,785	4,857	1	1	-	1										
N.J.	928	1,373	1,633	10	5	1,722	1,181	-	49	7	10										
Pa.	531	847	5,998	N	5	3,174	4,446	9	10	31	25										
E.N. CENTRAL	1,395	1,858	11,807	36	22	12,948	18,624	135	99	70	126										
Ohio	300	436	2,955	19	8	1,581	7,642	4	4	34	50										
Ind.	269	164	2,943	11	5	2,209	2,550	4	-	18	33										
Ill.	518	735	-	2	2	5,301	6,400	9	36	2	14										
Mich.	228	421	4,101	4	7	2,911	-	118	59	15	14										
Wis.	80	102	1,808	N	-	946	2,032	-	-	1	15										
W.N. CENTRAL	413	529	7,635	24	16	4,772	6,277	110	24	13	22										
Minn.	84	118	-	3	10	U	881	-	1	-	-										
Iowa	31	32	1,091	5	3	325	468	71	3	3	8										
Mo.	175	215	4,369	5	-	2,572	3,692	34	10	1	7										
N. Dak.	1	1	2	1	1	1	10	-	-	-	2										
S. Dak.	5	7	421	1	-	66	65	-	1	2	-										
Nebr.	32	43	388	4	-	57	324	1	6	6	3										
Kans.	85	113	1,364	5	2	752	837	4	3	1	2										
S. ATLANTIC	4,590	6,055	16,866	15	2	31,439	34,897	51	82	27	57										
Del.	93	114	-	-	-	439	636	1	-	-	-										
Md.	444	987	1,825	N	1	4,121	4,344	-	2	5	12										
D.C.	225	407	N	-	-	1,339	1,788	-	-	1	3										
Va.	224	441	3,688	N	1	3,006	3,553	4	2	9	3										
W. Va.	24	31	-	N	-	99	223	4	20	1	3										
N.C.	191	309	-	4	-	5,622	7,707	14	22	3	10										
S.C.	229	315	-	1	-	3,526	3,637	11	2	1	11										
Ga.	685	729	4,078	3	-	7,447	6,399	-	10	-	8										
Fla.	2,475	2,722	7,275	4	-	5,840	6,610	17	24	7	7										
E.S. CENTRAL	540	689	8,570	9	4	9,025	13,895	173	465	19	9										
Ky.	86	63	2,150	-	-	1,252	1,463	7	11	2	2										
Tenn.	201	310	3,519	N	4	3,076	3,842	165	452	9	4										
Ala.	157	159	2,754	2	-	4,241	5,598	1	2	-	2										
Miss.	96	157	147	3	-	456	2,992	-	-	8	1										
W.S. CENTRAL	1,480	2,030	3,945	11	4	6,278	10,662	96	55	1	5										
Ark.	70	86	-	5	2	853	1,357	1	-	-	1										
La.	435	327	2,076	N	2	2,428	3,709	33	26	-	1										
Okla.	54	100	1,869	1	-	1,169	1,425	35	21	1	3										
Tex.	921	1,517	-	1	-	1,828	4,171	27	8	-	-										
MOUNTAIN	469	774	5,137	30	9	2,277	2,761	176	141	7	42										
Mont.	4	8	-	-	-	10	30	8	7	-	2										
Idaho	7	17	507	11	4	29	41	41	18	-	1										
Wyo.	2	4	213	-	-	10	17	63	56	1	1										
Colo.	152	268	-	10	5	567	941	4	27	4	19										
N. Mex.	25	69	-	2	-	285	326	27	18	-	3										
Ariz.	136	200	3,500	N	-	1,144	910	23	6	1	5										
Utah	64	52	254	5	-	49	62	7	4	-	2										
Nev.	79	156	663	2	-	183	434	3	5	1	9										
PACIFIC	2,807	3,912	3,373	46	9	6,398	9,630	133	226	19	43										
Wash.	220	357	2,826	8	5	723	793	24	66	1	3										
Oreg.	153	132	-	12	-	143	163	3	15	-	-										
Calif.	2,394	3,282	-	21	-	5,281	8,183	63	136	18	35										
Alaska	3	39	N	1	-	141	281	2	1	-	-										
Hawaii	37	102	389	N	4	110	210	41	8	-	5										
Guam	3	-	59	N	-	17	29	-	-	-	-										
P.R.	420	853	N	N	U	59	167	17	52	-	-										
V.I.	3	19	N	N	U	-	11	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	7	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


