
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending May 28, 2011 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	23	61	128	673	853	177	334	1,829	3,338	6,550	12	29	114	376	495						
NEW ENGLAND	-	4	16	34	49	1	89	503	523	2,388	-	1	20	14	32						
Conn.	-	1	6	8	11	-	34	213	256	936	-	0	20	-	2						
Maine	-	0	3	3	3	1	9	62	65	139	-	0	1	1	2						
Mass.	-	2	10	17	26	-	23	223	94	832	-	0	4	9	23						
N.H.	-	0	5	2	3	-	14	69	85	416	-	0	2	2	1						
R.I.	-	0	4	1	5	-	1	40	4	23	-	0	4	-	3						
Vt.	-	0	2	3	1	-	3	28	19	42	-	0	1	2	1						
MID. ATLANTIC	8	15	53	147	205	145	137	662	1,864	2,274	2	9	22	90	156						
N.J.	-	1	18	1	34	3	38	234	492	993	-	1	6	8	32						
N.Y. (Upstate)	7	5	19	66	54	42	35	159	313	432	2	1	6	14	26						
N.Y. City	-	2	17	28	39	-	9	31	2	193	-	4	13	49	74						
Pa.	1	5	19	52	78	100	57	279	1,057	656	-	1	4	19	24						
E.N. CENTRAL	2	11	44	127	156	2	23	374	223	585	-	3	9	46	45						
Ill.	-	2	15	13	26	-	1	18	6	19	-	1	6	18	19						
Ind.	-	1	6	25	13	-	0	8	4	20	-	0	2	4	6						
Mich.	-	2	20	24	30	1	1	14	7	6	-	0	4	7	5						
Ohio	2	4	15	65	66	-	0	9	6	6	-	1	5	16	13						
Wis.	-	0	5	-	21	1	19	345	200	534	-	0	2	1	2						
W.N. CENTRAL	-	2	9	14	30	-	12	188	4	261	-	1	45	3	23						
Iowa	-	0	2	2	2	-	0	10	2	15	-	0	2	-	6						
Kans.	-	0	2	2	4	-	0	1	1	5	-	0	2	2	3						
Minn.	-	0	8	-	9	-	10	181	-	238	-	0	45	-	3						
Mo.	-	1	4	9	8	-	0	1	-	-	-	0	3	-	3						
Nebr.	-	0	2	-	2	-	0	2	1	3	-	0	1	1	6						
N. Dak.	-	0	1	-	2	-	0	10	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	3	-	0	1	-	-	-	0	2	-	2						
S. ATLANTIC	7	10	27	136	167	29	57	178	638	934	6	7	41	116	138						
Del.	-	0	3	2	5	5	10	33	186	236	-	0	1	2	2						
