
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 16, 2011 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	113	274	530	2,158	3,703	-	2	10	15	13	2	28	192	73	106						
NEW ENGLAND	-	4	17	50	134	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	8	8	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	3	16	36	54	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	4	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	8	23	70	141	524	-	0	1	1	-	-	1	4	3	7						
N.J.	-	4	16	20	88	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	6	3	15	33	46	-	0	1	-	-	-	0	3	-	1						
N.Y. City	1	5	14	63	94	-	0	1	-	-	-	0	4	2	6						
Pa.	1	9	55	25	296	-	0	1	1	-	-	0	3	1	-						
E.N. CENTRAL	3	22	45	142	748	-	0	1	-	-	-	1	10	4	2						
Ill.	-	7	20	43	512	-	0	1	-	-	-	0	5	1	1						
Ind.	-	1	4	15	12	-	0	1	-	-	-	0	5	-	1						
Mich.	1	5	10	33	59	-	0	0	-	-	-	0	1	1	-						
Ohio	2	5	18	51	72	-	0	0	-	-	-	0	2	2	-						
Wis.	-	1	21	-	93	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	4	19	81	99	784	-	0	4	2	-	-	4	21	12	11						
Iowa	-	1	4	4	14	-	0	0	-	-	-	0	1	1	-						
Kans.	1	4	13	21	58	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	0	-	14	-	0	0	-	-	-	0	0	-	-						
Mo.	3	11	66	70	690	-	0	4	2	-	-	4	20	11	11						
Nebr.	-	1	10	3	5	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	3	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	45	59	122	762	476	-	1	7	6	9	1	6	60	23	64						
Del.	-	0	2	-	27	-	0	0	-	1	-	0	3	2	5						
D.C.	-	0	3	6	8	-	0	1	-	-	-	0	0	-	-						
Fla.	36	28	55	516	167	-	0	1	1	-	-	0	2	1	1						
Ga.	1	16	27	117	164	-	0	6	2	4	-	0	0	-	-						
Md.	4	2	8	25	28	-	0	1	1	1	-	0	5	1	6						
N.C.	1	3	36	62	37	-	0	3	1	3	-	2	48	12	48						
S.C.	-	1	5	11	24	-	0	1	1	-	-	0	2	1	2						
Va.	1	2	8	23	21	-	0	2	-	-	1	2	12	6	2						
W. Va.	2	0	66	2	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	5	14	40	119	138	-	0	3	-	2	1	5	29	11	12						
Ala.	2	5	14	48	20	-	0	1	-	-	-	1	8	5	2						
Ky.	3	2	28	15	44	-	0	2	-	1	-	0	0	-	-						
Miss.	-	1	6	23	10	-	0	0	-	-	-	0	3	-	-						
Tenn.	-	4	14	33	64	-	0	2	-	1	1	4	20	6	10						
W.S. CENTRAL	24	54	290	378	500	-	0	7	-	1	-	2	184	3	8						
Ark.	2	1	6	11	11	-	0	2	-	-	-	1	29	1	3						
La.	-	5	13	30	50	-	0	0	-	-	-	0	1	-	-						
Okla.	1	3	46	27	76	-	0	4	-	-	-	0	152	1	1						
Tex.	21	44	240	310	363	-	0	1	-	1	-	0	3	1	4						
MOUNTAIN	9	16	32	199	160	-	0	5	6	-	-	0	7	16	1						
Ariz.	3	8	19	46	90	-	0	4	6	-	-	0	7	16	-						
Colo.	3	2	8	27	19	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	3	6	4	-	0	0	-	-	-	0	1	-	-						
Mont.	3	0	15	73	3	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	6	6	8	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	33	27	-	0	0	-	-	-	0	0	-	1						
Utah	-	1	4	8	9	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	15	22	73	268	239	-	0	2	-	1	-	0	1	-	-						
Alaska	-	0	1	1	-	N	0	0	N	N	N	0	0	N	N						
Calif.	7	19	58	210	194	-	0	2	-	1	-	0	0	-	-						
Hawaii	-	1	4	18	13	N	0	0	N	N	N	0	0	N	N						
Oreg.	2	1	4	21	21	-	0	0	-	-	-	0	1	-	-						
Wash.	6	1	17	18	11	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	1	1	1	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	1	-	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	1	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


