
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 2002 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	91	100	5	10	2,616	3,614	1,771	2,155	583	1,514											
NEW ENGLAND	5	5	-	-	123	133	63	37	9	20											
Maine	-	-	-	-	4	2	1	3	-	-											
N.H.	-	-	-	-	6	4	5	6	-	-											
Vt.	-	-	-	-	-	2	2	2	6	5											
Mass.	3	4	-	-	57	44	34	5	3	15											
R.I.	-	-	-	-	15	6	9	6	-	-											
Conn.	2	1	-	-	41	75	12	15	-	-											
MID. ATLANTIC	13	14	-	-	323	422	409	462	220	715											
Upstate N.Y.	7	2	-	-	55	73	40	36	17	10											
N.Y. City	4	4	-	-	142	122	226	200	-	-											
N.J.	2	4	-	-	38	171	76	137	197	682											
Pa.	-	4	-	-	88	56	67	89	6	23											
E.N. CENTRAL	11	16	-	-	323	749	266	205	31	85											
Ohio	5	3	-	-	107	81	30	36	4	5											
Ind.	5	4	-	-	17	29	9	5	-	-											
Ill.	-	7	-	-	90	493	21	20	4	20											
Mich.	-	-	-	-	78	117	206	144	23	60											
Wis.	1	2	-	-	31	29	-	-	-	-											
W.N. CENTRAL	1	1	2	2	115	143	62	67	158	410											
Minn.	1	1	1	-	14	9	2	6	-	-											
Iowa	-	-	-	-	29	13	9	6	1	-											
Mo.	-	-	1	2	25	44	41	39	157	406											
N. Dak.	-	-	-	-	1	-	1	-	-	-											
S. Dak.	-	-	-	-	3	1	-	1	-	-											
Nebr.	-	-	-	-	-	18	-	6	-	1											
Kans.	-	-	-	-	43	58	9	9	-	3											
S. ATLANTIC	21	30	-	4	827	627	468	526	45	34											
Del.	-	-	-	-	2	3	1	5	3	1											
Md.	1	4	-	-	102	74	39	47	7	8											
D.C.	-	-	-	-	31	15	9	3	-	-											
Va.	2	4	-	-	29	45	61	44	-	-											
W. Va.	-	-	-	-	9	2	10	6	-	4											
N.C.	1	1	-	4	100	34	46	83	6	7											
S.C.	1	2	-	-	17	20	22	5	3	2											
Ga.	10	12	-	-	200	272	174	222	9	1											
Fla.	6	7	-	-	337	162	106	111	17	11											
E.S. CENTRAL	4	4	-	1	51	94	52	119	59	29											
Ky.	-	-	-	-	23	15	13	18	1	3											
Tenn.	2	1	-	-	-	41	-	40	15	20											
Ala.	2	2	-	1	10	32	20	30	2	1											
Miss.	-	1	-	-	18	6	19	31	41	5											
W.S. CENTRAL	4	3	-	-	31	612	95	229	3	165											
Ark.	-	-	-	-	11	18	26	28	-	3											
La.	-	-	-	-	7	35	6	35	3	79											
Okla.	4	3	-	-	12	55	1	26	-	2											
Tex.	-	-	-	-	1	504	62	140	-	81											
MOUNTAIN	18	7	2	1	184	228	118	151	22	21											
Mont.	-	-	-	-	5	4	3	1	-	-											
Idaho	-	-	-	-	-	26	-	4	-	1											
Wyo.	-	-	-	-	3	1	6	-	4	3											
Colo.	2	-	-	-	32	25	31	34	13	4											
N. Mex.	4	4	-	1	5	8	14	36	-	9											
Ariz.	8	3	1	-	97	109	40	54	-	1											
Utah	3	-	-	-	19	22	11	7	-	-											
Nev.	1	-	1	-	23	33	13	15	5	3											
PACIFIC	14	20	1	2	639	606	238	359	36	35											
Wash.	1	-	-	1	49	24	15	28	4	9											
Oreg.	4	1	-	-	37	22	46	18	7	3											
Calif.	6	18	1	1	546	544	172	302	25	23											
Alaska	1	-	-	-	7	10	3	3	-	-											
Hawaii	2	1	-	-	-	6	2	8	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	25	37	15	59	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	22	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


