
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 2002 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2002
Legionellosis cummulative for 2001
Listeriosis cummulative for 2002
Listeriosis cummulative for 2001
Lyme Disease cummulative for 2002
Lyme Disease cummulative for 2001
Malaria cummulative for 2002
Malaria cummulative for 2001
Measles Total cummulative for 2002
Measles Total cummulative for 2001

tab delimited data:
test
UNITED STATES	119	157	63	82	445	911	187	243	1	40											
NEW ENGLAND	5	2	8	8	30	158	12	21	-	4											
Maine	-	-	1	-	-	-	1	-	-	-											
N.H.	1	-	2	-	10	2	4	1	-	-											
Vt.	-	1	-	-	1	1	-	-	-	1											
Mass.	2	1	3	6	16	47	2	10	-	3											
R.I.	-	-	-	-	3	-	-	-	-	-											
Conn.	2	-	2	2	-	108	5	10	-	-											
MID. ATLANTIC	12	33	6	13	294	613	31	59	-	3											
Upstate N.Y.	-	5	1	3	145	156	3	7	-	2											
N.Y. City	-	3	2	4	20	7	18	33	-	-											
N.J.	1	6	-	4	25	110	6	12	-	-											
Pa.	11	19	3	2	104	340	4	7	-	1											
E.N. CENTRAL	47	51	11	11	13	26	16	43	-	3											
Ohio	29	20	6	1	12	4	7	5	-	-											
Ind.	3	3	-	-	1	-	1	7	-	-											
Ill.	-	8	-	3	-	3	-	12	-	3											
Mich.	13	12	3	5	-	-	7	12	-	-											
Wis.	2	8	2	2	U	19	1	7	-	-											
W.N. CENTRAL	4	10	1	2	10	9	16	6	-	2											
Minn.	1	1	-	-	2	7	7	1	-	-											
Iowa	-	2	-	-	3	-	2	1	-	-											
Mo.	2	4	1	1	5	2	4	3	-	2											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	1	-	-	-	-	-	-	-	-	-											
Nebr.	-	2	-	-	-	-	-	-	-	-											
Kans.	-	1	-	1	-	-	3	1	-	-											
S. ATLANTIC	27	22	9	8	69	70	73	52	1	3											
Del.	3	-	-	-	5	5	1	1	-	-											
Md.	4	6	1	1	41	56	16	19	-	3											
D.C.	-	1	-	-	3	3	2	4	-	-											
Va.	2	3	1	1	-	3	4	8	-	-											
W. Va.	N	N	-	1	-	1	-	-	-	-											
N.C.	3	2	1	-	5	2	6	1	-	-											
S.C.	3	-	2	-	1	-	2	1	-	-											
Ga.	3	2	3	2	-	-	32	10	-	-											
Fla.	9	8	1	3	14	-	10	8	1	-											
E.S. CENTRAL	3	11	3	4	1	2	3	8	-	-											
Ky.	1	5	-	1	-	2	-	2	-	-											
Tenn.	-	2	2	2	1	-	1	3	-	-											
Ala.	2	2	1	1	-	-	1	3	-	-											
Miss.	-	2	-	-	-	-	1	-	-	-											
W.S. CENTRAL	-	2	2	9	2	19	2	3	-	1											
Ark.	-	-	-	1	-	-	-	-	-	-											
La.	-	1	-	-	1	1	2	1	-	-											
Okla.	-	-	2	-	-	-	-	1	-	-											
Tex.	-	1	-	8	1	18	-	1	-	1											
MOUNTAIN	12	7	8	5	5	1	7	13	-	1											
Mont.	1	-	-	-	-	-	-	1	-	-											
Idaho	2	-	-	-	-	-	-	1	-	1											
Wyo.	3	-	-	-	-	-	-	-	-	-											
Colo.	3	3	2	1	2	-	2	6	-	-											
N. Mex.	1	1	-	1	1	-	-	1	-	-											
Ariz.	-	2	4	1	2	-	2	1	-	-											
Utah	2	-	2	-	-	-	2	2	-	-											
Nev.	-	1	-	2	-	1	1	1	-	-											
PACIFIC	9	19	15	22	21	13	27	38	-	23											
Wash.	-	4	1	-	-	-	1	1	-	15											
Oreg.	N	N	1	2	1	1	-	2	-	2											
Calif.	9	15	13	20	20	12	23	32	-	4											
Alaska	-	-	-	-	-	-	1	1	-	-											
Hawaii	-	-	-	-	N	N	2	2	-	2											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	2	-	-	N	N	-	-	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


