
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 8, 2006 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	5	49	244	213	357	90	293	608	2,096	2,779	86	80	198	1,513	1,445						
NEW ENGLAND	-	4	13	14	32	1	5	17	60	54	2	3	8	51	57						
Conn.	-	0	4	-	12	-	1	7	7	12	U	0	0	U	U						
Maine	-	0	5	-	3	-	0	3	-	2	-	0	2	3	2						
Mass.	-	2	7	12	13	-	4	11	45	31	-	2	7	33	39						
N.H.	-	0	2	2	2	1	0	4	4	4	2	0	3	10	3						
R.I.	-	0	2	-	1	-	0	6	3	2	-	0	3	3	6						
Vt.	-	0	2	1	1	-	0	4	1	3	-	0	2	2	7						
MID. ATLANTIC	-	6	100	1	37	5	19	70	144	305	21	13	43	243	316						
N.J.	-	1	7	-	13	-	5	18	35	80	-	2	8	9	53						
N.Y. (Upstate)	4	2	97	13	14	3	4	58	59	77	19	4	33	108	109						
N.Y. City	-	0	2	1	1	-	6	22	25	131	-	3	9	15	61						
Pa.	-	2	8	-	9	2	2	48	25	17	2	6	13	111	93						
E.N. CENTRAL	4	9	34	60	80	8	17	79	188	219	18	14	39	292	316						
Ill.	-	1	7	-	19	-	6	25	32	56	-	3	9	56	91						
Ind.	-	1	7	9	7	2	1	56	33	27	-	2	12	43	33						
Mich.	-	1	8	16	13	-	4	10	54	84	5	4	10	78	78						
Ohio	4	2	14	22	25	6	3	11	49	15	13	4	19	99	75						
Wis.	-	2	15	13	16	-	3	9	20	37	-	1	8	16	39						
W.N. CENTRAL	-	7	39	40	47	3	39	64	200	182	2	5	57	121	90						
Iowa	-	1	10	11	9	1	1	7	8	35	N	0	0	N	N						
Kans.	-	0	4	-	7	1	4	20	21	7	2	1	5	30	13						
Minn.	-	3	23	28	8	-	2	6	20	12	-	0	52	52	31						
Mo.	-	2	7	16	12	1	22	45	117	98	-	1	5	22	30						
Nebr.	1	1	4	4	8	-	1	9	18	20	-	0	4	12	7						
N. Dak.	-	0	2	-	1	-	0	2	2	2	-	0	3	3	2						
S. Dak.	-	0	5	1	2	-	1	17	14	8	-	0	2	2	7						
S. ATLANTIC	-	7	41	32	72	43	47	116	590	417	26	19	39	370	273						
Del.	-	0	2	-	-	-	0	2	-	4	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	3	4	-	0	2	4	2						
Fla.	-	1	31	14	40	12	21	66	243	174	2	5	12	88	76						
Ga.	-	0	6	-	8	25	12	37	205	114	3	4	9	84	60						
Md.	-	1	5	-	7	-	2	8	33	17	-	3	12	78	63						
N.C.	-	1	11	13	9	6	2	22	62	50	21	1	13	55	35						
S.C.	-	0	2	2	1	-	2	9	33	34	-	0	6	24	16						
Va.	-	2	9	-	7	-	2	9	11	20	-	2	11	29	18						
W. Va.	-	0	2	-	-	-	0	1	-	-	-	0	5	7	3						
E.S. CENTRAL	-	2	12	11	15	3	17	50	128	358	2	4	10	76	62						
Ala.	-	0	3	-	3	1	3	20	32	71	N	0	0	N	N						
Ky.	-	1	9	8	4	1	6	31	52	26	1	1	6	20	16						
Miss.	-	0	2	-	-	-	2	7	20	28	-	0	0	-	-						
Tenn.	-	1	4	19	8	1	3	46	24	233	1	3	9	56	46						
W.S. CENTRAL	-	2	37	2	15	-	65	244	226	616	1	6	49	83	83						
Ark.	-	0	2	1	3	-	1	9	24	14	-	0	2	3	6						
La.	-	0	2	-	6	-	2	11	28	37	-	0	2	5	4						
Okla.	-	0	3	1	1	-	9	41	25	133	1	2	10	54	46						
Tex.	3	1	37	11	5	-	50	237	149	432	-	3	42	21	27						
MOUNTAIN	-	5	16	25	45	7	17	48	172	147	12	12	43	252	219						
Ariz.	-	0	4	10	4	2	9	29	90	63	4	4	28	130	85						
Colo.	-	1	6	11	12	4	3	18	32	24	4	3	10	67	79						
Idaho	-	1	8	4	7	-	0	4	4	-	-	0	2	3	1						
Mont.	-	0	2	-	1	1	0	1	1	1	-	0	0	-	-						
Nev.	-	0	3	-	9	-	1	6	12	24	-	0	6	-	-						
N. Mex.	-	0	3	2	2	-	2	9	19	24	-	1	6	22	24						
Utah	-	1	7	2	9	-	1	4	13	11	4	2	6	28	29						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	2	1						
PACIFIC	1	4	50	28	14	20	39	145	388	481	2	2	8	25	29						
Alaska	-	0	2	-	2	1	0	1	3	6	-	0	0	-	-						
Calif.	-	0	5	19	1	15	32	103	284	432	-	0	0	-	-						
Hawaii	1	0	4	3	3	-	1	4	10	8	2	2	8	25	29						
Oreg.	-	2	47	14	3	2	1	28	54	23	N	0	0	N	N						
Wash.	-	1	41	6	5	2	2	41	37	12	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	2	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	1	-	0	0	-	-						
P.R.	-	0	1	-	1	-	0	1	1	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


