
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 3, 2008 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	55	94	219	2,213	2,243	26	34	154	624	641											
NEW ENGLAND	3	5	24	133	181	-	1	5	39	53											
Conn.	-	0	22	13	36	-	0	4	-	9											
Maine	-	0	3	11	9	-	0	1	1	1											
Mass.	3	3	7	82	101	-	1	4	30	40											
N.H.	-	0	2	16	22	-	0	1	7	-											
R.I.	-	0	4	5	2	-	0	1	-	2											
Vt.	-	0	2	6	11	-	0	1	1	1											
MID. ATLANTIC	18	17	41	456	472	3	5	38	73	109											
N.J.	-	3	7	58	101	-	1	6	16	27											
N.Y. (Upstate)	14	6	20	161	134	3	2	14	38	45											
N.Y. City	-	4	10	81	114	-	1	35	19	37											
Pa.	4	5	16	156	123	N	0	0	N	N											
E.N. CENTRAL	12	16	59	470	423	10	5	22	140	110											
Ill.	-	4	15	118	140	-	2	6	32	26											
Ind.	-	2	11	63	47	-	0	14	19	7											
Mich.	4	3	10	72	99	-	1	5	33	40											
Ohio	7	5	15	138	114	4	1	5	26	31											
Wis.	1	0	38	79	23	6	0	9	30	6											
W.N. CENTRAL	-	5	39	192	160	3	2	23	51	39											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	6	31	21	2	0	2	10	1											
Minn.	-	0	35	83	76	-	0	21	15	21											
Mo.	-	2	10	45	41	1	1	2	18	13											
Nebr.	-	0	3	16	8	-	0	3	3	3											
N. Dak.	-	0	3	7	10	-	0	1	1	1											
S. Dak.	-	0	2	10	4	-	0	1	4	-											
S. ATLANTIC	11	22	51	436	485	1	5	10	87	94											
Del.	-	0	2	6	2	-	0	0	-	-											
D.C.	-	0	6	18	7	-	0	2	3	-											
Fla.	6	6	16	108	105	1	1	4	26	27											
Ga.	2	4	10	84	106	-	0	0	-	-											
Md.	-	4	9	77	87	-	1	5	30	33											
N.C.	3	2	22	57	50	N	0	0	N	N											
S.C.	-	1	6	24	49	-	1	4	18	10											
Va.	-	2	12	50	70	-	0	4	7	22											
W. Va.	-	0	3	12	9	-	0	1	3	2											
E.S. CENTRAL	1	4	13	69	83	-	2	11	37	36											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	1	1	3	16	22	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	12	2											
Tenn.	-	3	13	53	61	-	2	9	25	34											
W.S. CENTRAL	1	7	70	177	133	3	4	60	97	101											
Ark.	-	0	1	3	12	-	0	2	4	6											
La.	-	0	1	3	13	-	0	2	1	23											
Okla.	1	1	9	56	38	3	1	4	38	19											
Tex.	-	5	61	115	70	-	3	56	54	53											
MOUNTAIN	9	10	25	238	258	6	4	12	99	95											
Ariz.	4	3	9	87	89	2	2	8	59	50											
Colo.	5	2	9	55	69	4	1	4	23	22											
Idaho	-	0	2	8	6	-	0	1	2	2											
Mont.	N	0	0	N	N	-	0	1	-	-											
Nev.	-	0	2	5	2	N	0	0	N	N											
N. Mex.	-	2	8	47	45	-	0	3	9	17											
Utah	-	1	5	34	43	-	0	4	6	4											
Wyo.	-	0	1	2	4	-	0	0	-	-											
PACIFIC	-	3	7	42	48	-	0	1	1	4											
Alaska	-	0	3	12	7	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	-	2	5	30	41	-	0	1	1	4											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	16	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


