
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 4, 2006 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	9	51	158	99	208	90	274	463	1,295	1,600	75	81	149	790	871						
NEW ENGLAND	2	4	13	9	19	1	5	16	40	35	2	3	8	21	31						
Conn.	-	1	4	-	8	-	1	4	4	5	U	0	0	U	U						
Maine	-	0	5	-	1	-	0	1	-	-	-	0	2	3	2						
Mass.	2	2	8	9	9	-	3	10	31	24	-	2	6	11	23						
N.H.	-	0	2	-	-	-	0	4	1	3	-	0	2	4	2						
R.I.	-	0	2	-	-	-	0	6	3	1	2	0	3	2	-						
Vt.	-	0	2	-	1	1	0	4	1	2	-	0	2	1	4						
MID. ATLANTIC	-	6	35	-	24	5	22	69	87	164	20	15	38	138	183						
N.J.	-	1	6	-	8	-	5	16	16	51	-	2	9	9	42						
N.Y. (Upstate)	4	2	33	7	9	5	4	53	38	29	12	4	26	43	57						
N.Y. City	-	0	2	-	1	-	7	22	26	74	-	3	9	21	27						
Pa.	-	2	8	-	6	-	2	48	7	10	8	5	12	65	57						
E.N. CENTRAL	1	8	33	25	52	5	16	78	96	128	8	15	41	148	179						
Ill.	-	1	7	-	11	-	6	24	14	33	-	3	9	20	50						
Ind.	-	1	7	6	2	2	1	56	15	9	-	1	12	23	15						
Mich.	-	1	8	4	9	2	4	14	31	61	-	6	15	39	64						
Ohio	1	2	14	9	18	1	3	11	25	11	8	4	14	53	33						
Wis.	-	2	15	6	12	-	3	9	11	14	-	1	8	13	17						
W.N. CENTRAL	4	7	39	22	31	10	38	64	156	120	8	5	13	38	46						
Iowa	-	1	10	4	5	-	1	9	2	15	N	0	0	N	N						
Kans.	-	1	4	-	3	1	4	20	15	4	4	1	5	21	4						
Minn.	4	2	23	18	4	3	2	6	16	4	-	1	8	-	15						
