
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending December 24, 2011 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	9	58	119	2,876	4,212	355	853	1,820	45,363	53,122	18	88	264	4,899	5,212						
NEW ENGLAND	1	4	16	255	303	3	36	107	2,031	2,318	-	3	13	210	209						
Conn.	-	1	10	121	142	-	8	30	445	491	-	1	4	53	60						
Maine	-	1	6	64	62	2	2	8	129	128	-	0	3	29	21						
Mass.	-	0	0	-	-	-	19	44	1,041	1,273	-	1	9	80	82						
N.H.	-	0	3	20	17	-	3	8	159	173	-	0	3	24	21						
R.I.	-	0	6	25	29	-	1	62	181	172	-	0	2	8	3						
Vt.	1	0	2	25	53	1	1	8	76	81	-	0	3	16	22						
MID. ATLANTIC	3	15	35	813	1,041	28	73	169	4,297	5,771	2	8	30	490	567						
N.J.	-	0	0	-	-	-	0	15	9	1,188	-	0	2	-	127						
N.Y. (Upstate)	3	7	20	364	492	20	25	67	1,376	1,409	2	3	12	215	201						
N.Y. City	-	0	3	9	145	1	19	42	1,103	1,300	-	1	6	93	79						
Pa.	-	8	21	440	404	7	30	111	1,809	1,874	-	3	18	182	160						
E.N. CENTRAL	-	2	17	180	228	16	82	157	4,258	5,799	4	14	49	846	805						
Ill.	-	0	6	50	114	-	27	80	1,554	1,968	-	3	14	215	155						
Ind.	-	0	7	26	-	-	6	19	351	765	-	1	8	86	140						
Mich.	-	1	6	57	68	1	14	42	820	928	1	3	19	181	153						
Ohio	-	1	5	47	46	15	21	46	1,177	1,295	3	3	10	182	137						
Wis.	N	0	0	N	N	-	7	45	356	843	-	2	20	182	220						
W.N. CENTRAL	1	1	40	79	243	15	40	103	2,278	2,971	4	11	40	732	901						
Iowa	-	0	0	-	27	1	9	19	443	521	-	2	15	183	170						
Kans.	-	0	4	31	60	3	8	29	453	431	-	1	8	104	77						
Minn.	-	0	34	-	25	-	0	6	-	706	-	0	2	-	288						
Mo.	-	0	1	1	63	10	16	46	944	834	3	5	32	295	236						
Nebr.	-	0	3	33	52	1	4	13	242	244	1	1	7	99	78						
N. Dak.	1	0	6	14	16	-	0	15	41	51	-	0	4	13	17						
S. Dak.	-	0	0	-	-	-	3	10	155	184	-	1	4	38	35						
S. ATLANTIC	3	15	93	1,026	1,120	167	252	724	14,396	15,646	3	12	28	657	732						
Del.	-	0	0	-	-	-	2	11	164	177	-	0	2	15	6						
D.C.	-	0	0	-	-	-	1	5	53	92	-	0	1	3	9						
Fla.	-	0	84	117	121	116	106	203	5,848	6,196	2	3	15	152	224						
Ga.	-	0	0	-	-	18	40	128	2,388	2,768	-	2	8	119	99						
Md.	-	5	13	247	361	4	18	42	937	1,076	1	1	3	62	106						
N.C.	-	0	0	-	-	-	30	251	2,270	2,316	-	2	11	120	97						
S.C.	N	0	0	N	N	7	26	70	1,506	1,699	-	0	4	15	24						
Va.	-	11	27	578	561	12	21	68	1,173	1,142	-	3	9	167	142						
W. Va.	3	0	30	84	77	10	0	14	57	180	-	0	1	4	25						
E.S. CENTRAL	-	3	11	170	170	16	63	190	4,145	3,937	1	5	18	274	270						
Ala.	-	2	7	81	69	6	20	70	1,218	1,051	-	0	15	73	55						
Ky.	-	0	2	16	21	-	9	30	569	585	-	1	5	72	70						
Miss.	-	0	1	1	-	3	22	66	1,347	1,211	-	0	4	25	30						
Tenn.	-	1	6	72	80	7	16	52	1,011	1,090	1	1	11	104	115						
W.S. CENTRAL	-	1	31	112	838	83	120	515	6,565	7,323	3	9	151	441	373						
Ark.	-	0	10	57	34	4	14	52	844	764	1	1	6	61	48						
La.	-	0	0	-	-	-	14	44	971	1,352	-	0	1	12	20						
Okla.	-	0	21	55	42	14	12	95	726	659	1	1	55	72	49						
Tex.	-	0	12	-	762	65	85	381	4,024	4,548	1	6	95	296	256						
MOUNTAIN	1	0	4	44	66	11	44	93	2,432	2,869	-	10	26	532	672						
Ariz.	N	0	0	N	N	3	15	34	794	985	-	1	7	81	99						
Colo.	-	0	0	-	-	6	10	24	534	574	-	2	7	106	219						
Idaho	-	0	1	6	11	-	3	8	142	165	-	2	8	116	109						
Mont.	N	0	0	N	N	-	2	10	124	95	-	0	5	39	42						
Nev.	-	0	2	16	8	2	3	7	161	304	-	0	7	40	41						
N. Mex.	1	0	2	15	13	-	5	22	316	335	-	1	3	41	49						
Utah	-	0	2	7	10	-	5	15	306	347	-	1	7	84	94						
Wyo.	-	0	0	-	24	-	1	9	55	64	-	0	7	25	19						
PACIFIC	-	3	15	197	203	16	97	288	4,961	6,488	1	15	46	717	683						
Alaska	-	0	2	14	12	-	1	6	54	79	-	0	1	4	2						
Calif.	-	3	12	169	174	-	73	232	3,777	4,841	-	8	36	442	318						
Hawaii	-	0	0	-	-	3	7	14	336	321	-	0	2	9	29						
Oreg.	-	0	1	14	17	1	5	12	257	509	-	1	11	103	116						
Wash.	-	0	14	-	-	12	9	42	537	738	1	2	13	159	218						
Amer. Samoa	N	0	0	N	N	-	0	0	-	2	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	3	6	11	-	0	0	-	-						
P.R.	-	0	6	38	41	-	3	12	193	613	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


