
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 12, 1999 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 1999
Shigellosis NETSS cummulative for 1998
Shigellosis PHLIS cummulative for 1999
Shigellosis PHLIS cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998

tab delimited data:
test
UNITED STATES	5,053	7,412	1,760	3,480	2,720	3,057	2,367	3,531													
NEW ENGLAND	134	190	113	177	27	34	165	194													
Maine	2	4	-	-	-	1	8	3													
N.H.	7	6	5	7	-	1	3	2													
Vt.	4	4	3	-	1	2	-	1													
Mass.	80	120	70	118	17	21	89	111													
R.I.	14	15	9	12	1	-	18	22													
Conn.	27	41	26	40	8	9	47	55													
MID. ATLANTIC	355	1,160	161	974	111	129	858	951													
Upstate N.Y.	93	208	25	62	15	16	129	130													
N.Y. City	95	384	80	398	49	22	557	580													
N.J.	103	381	56	356	13	50	172	241													
Pa.	64	187	-	158	34	41	U	U													
E.N. CENTRAL	767	1,141	317	585	546	477	152	194													
Ohio	239	269	14	65	39	71	U	U													
Ind.	38	73	8	20	148	82	U	U													
Ill.	297	604	218	481	264	199	U	U													
Mich.	145	109	60	4	95	89	117	149													
Wis.	48	86	17	15	U	36	35	45													
W.N. CENTRAL	379	378	245	172	51	73	201	168													
Minn.	43	73	45	76	5	5	83	58													
Iowa	6	25	8	25	4	-	19	2													
Mo.	288	44	175	35	34	55	77	73													
N. Dak.	2	4	-	2	-	-	2	3													
S. Dak.	8	19	4	15	-	1	3	9													
Nebr.	14	200	-	11	4	4	7	5													
Kans.	18	13	13	8	4	8	10	18													
S. ATLANTIC	965	1,330	178	463	894	1,171	447	510													
Del.	6	7	2	1	4	15	12	9													
Md.	54	88	12	25	183	331	U	U													
D.C.	25	9	-	-	14	36	19	49													
Va.	32	66	7	24	69	76	104	118													
W. Va.	4	7	2	4	2	2	19	24													
N.C.	84	115	39	77	232	331	173	179													
S.C.	43	69	16	28	119	139	120	131													
Ga.	95	339	27	112	128	129	U	U													
Fla.	622	630	73	192	143	112	U	U													
E.S. CENTRAL	542	381	217	229	500	518	189	267													
Ky.	83	75	-	38	45	53	U	U													
Tenn.	370	59	197	81	280	254	U	U													
Ala.	50	219	19	108	115	117	133	160													
Miss.	39	28	1	2	60	94	56	107													
W.S. CENTRAL	727	1,391	299	490	390	386	131	937													
Ark.	44	67	21	16	27	53	71	53													
La.	70	77	29	134	111	117	U	U													
Okla.	208	89	60	30	95	24	60	52													
Tex.	405	1,158	189	310	157	192	-	832													
MOUNTAIN	309	481	143	264	87	104	62	102													
Mont.	6	2	-	3	-	-	5	12													
Idaho	6	11	3	6	-	-	-	4													
Wyo.	2	1	1	-	-	1	1	2													
Colo.	48	62	37	46	1	6	U	U													
N. Mex.	38	109	13	36	-	12	23	27													
Ariz.	167	264	83	155	80	73	U	U													
Utah	22	14	-	11	2	3	18	28													
Nev.	20	18	6	7	4	9	15	29													
PACIFIC	875	960	87	126	114	165	162	208													
Wash.	43	50	40	52	28	9	66	110													
Oreg.	31	52	28	53	1	1	U	U													
Calif.	780	838	-	-	82	155	U	U													
Alaska	-	3	-	2	1	-	29	22													
Hawaii	21	17	19	19	2	-	67	76													
Guam	-	19	-	-	-	-	-	37													
P.R.	18	25	-	-	81	108	41	65													
V.I.	-	-	-	-	U	U	U	U													
Amer. Samoa	-	-	-	-	U	U	U	U													
C.N.M.I.	-	11	-	-	-	120	-	55													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


