
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 17, 2000 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2000
AIDS § cummulative for 1999
Chlamydia† cummulative for 2000
Chlamydia† cummulative for 1999
Cryptosporidiosis cummulative for 2000
Cryptosporidiosis cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	16,820	18,490	257,537	310,035	551	789	839	652	457	622											
NEW ENGLAND	1,003	939	9,370	9,308	32	30	91	90	78	91											
Maine	16	22	595	122	9	1	6	1	6	-											
N.H.	13	26	467	471	2	5	6	11	7	13											
Vt.	2	6	247	231	13	6	3	9	3	3											
Mass.	681	612	4,595	4,046	6	15	44	42	35	44											
R.I.	41	61	1,112	1,082	2	-	4	6	-	6											
Conn.	250	212	2,354	3,356	-	3	28	21	27	25											
MID. ATLANTIC	4,030	4,449	15,898	31,417	59	167	109	46	62	47											
Upstate N.Y.	213	529	N	N	36	50	91	30	41	3											
N.Y. City	2,325	2,109	3,569	13,222	6	95	4	3	-	-											
N.J.	885	957	2,758	5,714	6	14	14	13	13	43											
Pa.	607	854	9,571	12,481	11	8	N	N	8	1											
E.N. CENTRAL	1,641	1,280	42,731	53,732	115	125	141	128	49	106											
Ohio	218	211	10,394	12,624	22	16	29	42	13	34											
Ind.	149	167	5,434	5,427	11	9	23	17	9	15											
Ill.	1,012	590	12,405	14,628	7	19	37	45	-	25											
Mich.	190	248	10,331	10,167	24	17	31	24	18	17											
Wis.	72	64	4,167	10,886	51	64	21	N	9	15											
W.N. CENTRAL	376	388	15,257	17,377	49	44	136	108	89	138											
Minn.	79	69	2,938	3,536	11	13	40	29	31	41											
Iowa	38	46	1,995	1,959	13	9	23	15	10	14											
Mo.	164	154	5,529	6,296	9	5	41	10	26	15											
N. Dak.	-	4	282	409	3	4	7	3	6	2											
S. Dak.	3	11	801	747	5	3	3	4	3	11											
Nebr.	25	32	1,434	1,601	6	9	13	37	9	54											
Kans.	67	72	2,278	2,829	2	1	9	10	4	1											
S. ATLANTIC	4,484	5,163	54,172	64,355	103	150	70	80	39	56											
Del.	78	72	1,364	1,292	3	-	-	3	-	-											
Md.	459	561	5,475	5,973	7	6	10	7	1	-											
D.C.	315	207	1,487	N	5	6	-	-	U	U											
Va.	327	263	7,241	7,029	4	8	14	23	13	20											
W. Va.	29	25	753	835	3	-	3	4	3	2											
N.C.	279	358	9,904	10,263	9	4	14	16	3	18											
S.C.	326	481	4,739	8,408	-	-	4	10	2	6											
Ga.	430	827	9,524	16,391	54	81	8	5	8	U											
Fla.	2,241	2,369	13,685	14,164	18	45	17	12	9	10											
E.S. CENTRAL	805	840	21,090	20,128	21	9	37	50	22	33											
Ky.	99	128	3,698	3,591	1	2	13	11	9	9											
Tenn.	337	337	6,243	6,468	4	4	15	23	11	13											
Ala.	213	212	6,715	4,543	9	2	3	11	-	10											
Miss.	156	163	4,434	5,526	7	1	6	5	2	1											
W.S. CENTRAL	1,511	2,075	40,578	41,463	24	40	48	32	44	43											
Ark.	94	70	2,326	2,708	1	-	29	5	3	4											
La.	281	409	8,623	7,105	5	21	-	4	13	6											
Okla.	110	55	3,861	3,613	3	2	7	7	3	5											
Tex.	1,026	1,541	25,768	28,037	15	17	12	16	25	28											
MOUNTAIN	582	717	17,326	21,780	36	38	82	47	28	35											
Mont.	7	4	730	654	5	7	11	3	-	-											
Idaho	11	11	765	796	3	2	10	1	-	4											
Wyo.	2	3	316	360	3	-	3	3	2	4											
Colo.	130	143	5,163	3,985	9	4	32	21	9	11											
N. Mex.	58	37	2,147	2,381	2	15	4	2	3	1											
Ariz.	193	352	5,851	11,231	3	7	17	7	13	4											
Utah	61	70	1,126	949	9	N	4	8	1	9											
Nev.	120	97	1,228	1,424	2	3	1	2	-	2											
PACIFIC	2,388	2,639	41,115	50,475	112	186	125	71	46	73											
Wash.	247	151	5,867	5,472	N	N	35	24	22	27											
Oreg.	86	63	2,247	2,920	5	73	16	16	18	14											
Calif.	1,987	2,377	31,075	39,748	107	113	66	28	-	31											
Alaska	5	6	1,078	872	-	-	1	-	-	-											
Hawaii	63	42	848	1,463	-	-	7	3	6	1											
Guam	13	1	-	207	-	-	N	N	U	U											
P.R.	431	627	142	U	-	-	2	10	U	U											
V.I.	18	13	-	U	-	U	-	U	U	U											
Amer. Samoa	-	-	-	U	-	U	-	U	U	U											
C.N.M.I.	-	-	-	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


