
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 13, 1999 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	66	133	210	317	104	134	528	817	839	1,145	395										
NEW ENGLAND	4	10	26	36	1	6	11	11	24	30	70										
Maine	-	-	-	1	-	-	-	-	-	-	4										
N.H.	1	2	-	-	-	-	-	1	-	-	4										
Vt.	1	-	-	-	-	-	1	-	-	1	13										
Mass.	1	-	26	10	1	6	7	10	7	12	21										
R.I.	1	3	-	2	-	-	-	-	9	4	7										
Conn.	-	5	-	23	-	-	3	-	8	13	21										
MID. ATLANTIC	10	26	87	196	25	46	19	51	114	117	89										
Upstate N.Y.	2	6	38	49	7	10	1	2	-	9	57										
N.Y. City	-	5	-	6	3	27	11	5	45	77	U										
N.J.	3	1	41	30	13	5	1	14	45	26	21										
Pa.	5	14	8	111	2	4	6	30	24	5	11										
E.N. CENTRAL	25	51	10	14	10	13	85	120	90	77	1										
Ohio	12	16	7	10	1	1	10	30	32	15	-										
Ind.	4	7	2	3	4	1	26	20	4	21	-										
Ill.	-	11	-	-	-	7	42	43	51	26	-										
Mich.	9	6	1	1	4	3	7	15	-	-	1										
Wis.	-	11	U	U	1	1	-	12	3	15	-										
W.N. CENTRAL	1	9	4	4	5	5	1	14	22	21	42										
Minn.	-	-	-	-	-	-	-	1	17	8	10										
Iowa	1	-	1	4	2	1	-	-	-	-	12										
Mo.	-	4	-	-	3	3	-	8	4	11	-										
N. Dak.	-	-	1	-	-	-	-	-	-	-	11										
S. Dak.	-	-	-	-	-	-	-	-	1	-	-										
Nebr.	-	5	-	-	-	-	1	2	-	-	1										
Kans.	-	-	2	-	-	1	-	3	-	2	8										
S. ATLANTIC	13	14	44	49	31	28	221	297	94	161	165										
Del.	1	1	-	-	-	1	1	-	-	-	-										
Md.	-	4	34	45	13	14	38	86	16	17	33										
D.C.	-	2	1	2	5	2	10	7	4	13	-										
Va.	2	2	-	-	4	2	21	32	9	5	41										
W. Va.	N	N	-	-	-	-	1	-	-	9	-										
N.C.	2	3	8	-	1	3	72	77	29	77	42										
S.C.	1	1	-	-	-	-	36	38	20	28	11										
Ga.	-	-	-	2	-	4	4	20	16	12	19										
Fla.	7	1	1	-	8	2	38	37	-	-	19										
E.S. CENTRAL	2	6	5	6	2	5	124	145	36	102	10										
Ky.	-	4	-	-	-	-	-	13	-	9	-										
Tenn.	2	1	2	5	2	3	63	71	-	36	10										
Ala.	-	-	3	1	-	1	43	35	34	39	-										
Miss.	-	1	-	-	-	1	18	26	2	18	-										
W.S. CENTRAL	1	-	-	-	4	2	59	102	14	203	-										
Ark.	-	-	-	-	-	-	10	15	8	-	-										
La.	1	-	-	-	3	2	23	46	-	-	-										
Okla.	-	-	-	-	-	-	26	6	6	12	-										
Tex.	-	-	-	-	1	-	-	35	-	191	-										
MOUNTAIN	4	7	-	1	4	7	-	30	16	47	7										
Mont.	-	-	-	-	1	-	-	-	-	-	3										
Idaho	-	-	-	-	-	-	-	-	-	-	-										
Wyo.	-	-	-	-	-	-	-	-	-	-	-										
Colo.	1	2	-	-	1	3	-	2	-	6	1										
N. Mex.	1	1	-	-	1	3	-	2	3	6	-										
Ariz.	-	-	-	-	1	-	-	21	5	14	3										
Utah	2	4	-	-	-	1	-	2	8	2	-										
Nev.	-	-	-	1	-	-	-	3	-	19	-										
PACIFIC	6	10	34	11	22	22	8	47	429	387	11										
Wash.	-	-	-	-	1	-	-	1	20	25	-										
Oreg.	-	-	-	-	-	3	-	1	7	13	-										
Calif.	6	10	34	11	20	19	7	45	379	337	11										
Alaska	-	-	-	-	-	-	-	-	6	3	-										
Hawaii	-	-	-	-	1	-	1	-	17	9	-										
Guam	-	-	-	-	-	-	-	-	-	4	-										
P.R.	-	-	-	-	-	-	41	28	-	3	9										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	1	-	8	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


