
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2012 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2012
Legionellosis cummulative for 2011
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2012
Lyme disease cummulative for 2011
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2012
Malaria cummulative for 2011

tab delimited data:
test
UNITED STATES	15	71	181	447	528	113	565	2,231	3,049	2,962	7	28	57	193	301						
NEW ENGLAND	-	4	39	21	37	-	86	505	314	743	-	1	7	9	22						
Conn.	-	1	10	6	6	-	39	233	87	297	-	0	2	-	1						
Maine	-	0	3	2	3	-	13	70	82	59	-	0	2	-	1						
Mass.	-	3	24	9	20	-	10	106	74	260	-	0	6	8	16						
N.H.	-	0	3	-	2	-	10	90	37	99	-	0	1	-	2						
R.I.	-	0	9	4	4	-	1	30	8	7	-	0	2	-	-						
Vt.	-	0	2	-	2	-	6	71	26	21	-	0	1	1	2						
MID. ATLANTIC	6	18	91	113	137	103	347	1,235	2,218	1,517	3	6	12	42	71						
N.J.	-	2	16	4	34	28	159	543	1,180	558	-	0	2	-	8						
N.Y. (Upstate)	4	6	27	41	44	47	54	234	262	143	-	1	4	5	10						
N.Y. City	-	3	17	25	24	-	9	42	4	127	-	4	11	28	41						
Pa.	2	5	42	43	35	28	115	531	772	689	3	1	5	9	12						
E.N. CENTRAL	3	14	51	102	103	-	33	372	71	204	-	3	10	20	34						
Ill.	-	3	11	16	12	-	1	21	5	9	-	1	5	4	14						
Ind.	-	2	8	20	18	-	1	12	4	3	-	0	2	4	4						
Mich.	-	2	15	13	25	-	1	13	6	1	-	0	4	3	5						
Ohio	3	7	34	53	47	-	1	6	8	5	-	1	4	8	9						
Wis.	-	0	1	-	1	-	30	330	48	186	-	0	2	1	2						
W.N. CENTRAL	-	1	8	9	9	-	1	16	4	4	-	1	5	9	7						
Iowa	-	0	2	-	1	-	0	13	1	2	-	0	3	1	-						
Kans.	-	0	2	-	2	-	0	2	-	1	-	0	2	3	1						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	5	7	5	-	0	2	1	1	-	0	2	4	5						
Nebr.	-	0	2	1	-	-	0	2	2	-	-	0	1	1	1						
N. Dak.	-	0	1	-	-	-	0	9	-	-	-	0	0	-	-						
S. Dak.	-	0	1	1	1	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	6	11	30	105	83	9	66	179	403	464	4	9	27	72	92						
Del.	-	0	4	5	1	-	13	48	93	130	-	0	3	1	1						
D.C.	-	0	3	1	1	-	0	3	3	3	-	0	2	-	4						
Fla.	4	4	13	48	37	2	3	8	29	14	-	2	6	18	22						
Ga.	-	1	4	11	6	-	0	5	5	1	4	1	6	14	13						
Md.	1	2	15	16	13	7	20	115	172	192	-	2	17	16	27						
N.C.	1	1	7	7	12	-	0	13	7	9	-	0	7	6	8						
S.C.	-	0	5	4	3	-	0	6	6	2	-	0	1	3	-						
Va.	-	1	8	11	9	-	18	74	78	110	-	1	8	14	17						
W. Va.	-	0	5	2	1	-	0	22	10	3	-	0	1	-	-						
E.S. CENTRAL	-	2	11	11	19	1	1	5	6	6	-	1	4	4	6						
Ala.	-	0	2	2	4	-	0	2	2	3	-	0	3	2	1						
Ky.	-	1	4	2	5	1	0	1	3	-	-	0	1	1	3						
Miss.	-	0	3	1	2	-	0	1	-	-	-	0	0	-	1						
Tenn.	-	1	8	6	8	-	0	4	1	3	-	0	3	1	1						
W.S. CENTRAL	-	3	8	18	19	-	1	12	5	8	-	1	11	8	14						
Ark.	-	0	2	1	1	-	0	0	-	-	-	0	1	-	1						
La.	-	0	2	1	7	-	0	1	1	-	-	0	1	-	-						
Okla.	-	0	3	-	1	-	0	0	-	-	-	0	3	4	1						
Tex.	-	2	7	16	10	-	1	12	4	8	-	1	9	4	12						
MOUNTAIN	-	2	9	21	28	-	1	6	6	5	-	1	5	7	17						
Ariz.	-	1	4	10	8	-	0	4	1	2	-	0	4	1	5						
Colo.	-	0	4	2	7	-	0	1	-	1	-	0	3	-	7						
Idaho	-	0	1	2	1	-	0	2	2	-	-	0	1	1	-						
Mont.	-	0	1	-	-	-	0	3	-	-	-	0	1	-	-						
Nev.	-	0	2	4	3	-	0	1	1	-	-	0	2	4	3						
N. Mex.	-	0	2	-	2	-	0	2	-	1	-	0	1	-	2						
Utah	-	0	2	2	6	-	0	1	1	1	-	0	1	1	-						
Wyo.	-	0	2	1	1	-	0	1	1	-	-	0	0	-	-						
PACIFIC	-	5	18	47	93	-	3	8	22	11	-	3	11	22	38						
Alaska	-	0	0	-	-	-	0	3	3	-	-	0	1	2	2						
Calif.	-	4	11	35	83	-	2	7	11	4	-	2	7	18	27						
Hawaii	-	0	2	-	1	N	0	0	N	N	-	0	2	1	1						
Oreg.	-	0	3	10	2	-	1	3	8	7	-	0	4	1	5						
Wash.	-	0	14	2	7	-	0	5	-	-	-	0	2	-	3						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	4	N	0	0	N	N	-	0	1	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


