
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 6, 1999 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	47	101	166	267	74	115	422	679	756	870	285										
NEW ENGLAND	2	4	20	27	1	6	10	10	19	22	58										
Maine	-	-	-	1	-	-	-	-	-	-	4										
N.H.	1	2	-	-	-	-	-	1	-	-	4										
Vt.	-	-	-	-	-	-	1	-	-	1	10										
Mass.	-	-	20	9	1	6	7	9	6	7	19										
R.I.	1	-	-	1	-	-	-	-	9	2	5										
Conn.	-	2	-	16	-	-	2	-	4	12	16										
MID. ATLANTIC	8	21	62	171	17	41	17	40	89	65	69										
Upstate N.Y.	1	2	13	45	6	9	1	2	-	5	40										
N.Y. City	-	5	-	5	-	24	10	4	30	39	U										
N.J.	2	1	41	29	10	4	1	13	35	16	18										
Pa.	5	13	8	92	1	4	5	21	24	5	11										
E.N. CENTRAL	13	41	6	12	1	13	77	98	80	59	-										
Ohio	7	13	5	8	1	1	9	26	27	13	-										
Ind.	3	5	1	3	-	1	26	15	4	19	-										
Ill.	-	10	-	-	-	7	42	31	49	26	-										
Mich.	3	5	-	1	-	3	-	15	-	-	-										
Wis.	-	8	U	U	-	1	-	11	-	1	-										
W.N. CENTRAL	1	7	3	3	5	4	1	12	17	18	31										
Minn.	-	-	-	-	-	-	-	-	13	6	9										
Iowa	1	-	1	3	2	-	-	-	-	-	6										
Mo.	-	3	-	-	3	3	-	7	3	10	-										
N. Dak.	-	-	1	-	-	-	-	-	-	-	10										
S. Dak.	-	-	-	-	-	-	-	-	1	-	-										
Nebr.	-	4	-	-	-	-	1	2	-	-	-										
Kans.	-	-	1	-	-	1	-	3	-	2	6										
S. ATLANTIC	12	9	38	40	24	23	168	242	58	110	111										
Del.	1	1	-	-	-	1	1	-	-	-	-										
Md.	-	3	30	39	10	12	27	70	15	11	21										
D.C.	-	1	1	1	5	2	1	7	4	10	-										
Va.	2	2	-	-	2	1	17	27	-	5	29										
W. Va.	N	N	-	-	-	-	1	-	-	9	-										
N.C.	2	1	7	-	1	2	62	53	19	39	35										
S.C.	1	-	-	-	-	-	24	30	20	26	8										
Ga.	-	-	-	-	-	3	-	25	-	10	-										
Fla.	6	1	-	-	6	2	35	30	-	-	18										
E.S. CENTRAL	2	4	5	4	1	1	101	120	36	87	7										
Ky.	-	3	-	-	-	-	-	9	-	9	-										
Tenn.	2	-	2	4	1	-	49	61	-	29	7										
Ala.	-	-	3	-	-	-	34	26	34	33	-										
Miss.	-	1	-	-	-	1	18	24	2	16	-										
W.S. CENTRAL	-	-	-	-	2	2	41	88	7	155	-										
Ark.	-	-	-	-	-	-	5	14	-	-	-										
La.	-	-	-	-	1	2	18	36	-	-	-										
Okla.	-	-	-	-	-	-	18	6	7	8	-										
Tex.	-	-	-	-	1	-	-	32	-	147	-										
MOUNTAIN	3	7	-	-	3	5	-	27	16	29	5										
Mont.	-	-	-	-	1	-	-	-	-	-	1										
Idaho	-	-	-	-	-	-	-	-	-	-	-										
Wyo.	-	-	-	-	-	-	-	-	-	-	-										
Colo.	1	2	-	-	-	3	-	2	-	5	1										
N. Mex.	-	1	-	-	1	2	-	2	3	2	-										
Ariz.	-	-	-	-	1	-	-	19	5	11	3										
Utah	2	4	-	-	-	-	-	2	8	-	-										
Nev.	-	-	-	-	-	-	-	2	-	11	-										
PACIFIC	6	8	32	10	20	20	7	42	434	325	4										
Wash.	-	-	-	-	1	-	-	1	22	19	-										
Oreg.	-	-	-	-	-	3	-	1	5	10	-										
Calif.	6	8	32	10	18	17	7	40	391	286	4										
Alaska	-	-	-	-	-	-	-	-	4	3	-										
Hawaii	-	-	-	-	1	-	-	-	12	7	-										
Guam	-	-	-	-	-	-	-	-	-	4	-										
P.R.	-	-	-	-	-	-	28	23	-	3	4										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	1	-	6	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


