
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 1, 2000 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	3,091	3,023	1,353	1,633	1,341	1,652	2,032	2,998													
NEW ENGLAND	68	73	51	69	16	16	61	83													
Maine	2	1	-	-	-	-	-	3													
N.H.	1	4	1	5	-	-	1	-													
Vt.	1	4	-	3	-	1	-	-													
Mass.	46	48	37	44	12	8	45	42													
R.I.	7	9	4	8	1	1	5	15													
Conn.	11	7	9	9	3	6	10	23													
MID. ATLANTIC	234	246	233	148	35	77	440	472													
Upstate N.Y.	141	50	73	20	2	8	29	50													
N.Y. City	67	86	105	76	6	28	274	233													
N.J.	-	71	23	52	5	18	105	115													
Pa.	26	39	32	-	22	23	32	74													
E.N. CENTRAL	508	508	181	262	322	251	248	296													
Ohio	34	163	25	20	19	23	34	79													
Ind.	63	19	9	9	117	72	18	23													
Ill.	170	195	2	178	112	120	156	131													
Mich.	195	66	139	41	56	27	24	49													
Wis.	46	65	6	14	18	9	16	14													
W.N. CENTRAL	221	182	125	144	16	45	107	107													
Minn.	47	23	49	28	2	5	38	41													
Iowa	36	2	21	3	6	3	8	4													
Mo.	105	116	43	97	5	31	48	44													
N. Dak.	1	1	-	2	-	-	-	1													
S. Dak.	1	3	-	2	-	-	3	3													
Nebr.	22	13	8	5	2	3	4	4													
Kans.	9	24	4	7	1	3	6	10													
S. ATLANTIC	420	493	84	118	431	604	332	501													
Del.	3	5	2	2	2	1	-	5													
Md.	27	30	8	5	81	123	55	54													
D.C.	-	19	U	U	15	36	-	10													
Va.	15	19	13	5	35	44	-	44													
W. Va.	2	3	2	1	1	2	9	11													
N.C.	26	61	11	34	134	130	44	78													
S.C.	3	30	2	11	11	63	18	85													
Ga.	53	52	25	19	73	113	99	115													
Fla.	291	274	21	41	79	92	107	99													
E.S. CENTRAL	126	320	85	184	195	293	122	169													
Ky.	32	34	19	23	19	32	-	27													
Tenn.	59	232	63	146	124	133	52	45													
Ala.	9	31	1	15	29	79	70	73													
Miss.	26	23	2	-	23	49	-	24													
W.S. CENTRAL	288	486	287	536	192	242	50	487													
Ark.	49	34	3	20	16	25	33	28													
La.	19	38	45	34	52	38	-	U													
Okla.	9	122	5	31	41	62	17	24													
Tex.	211	292	234	451	83	117	-	435													
MOUNTAIN	231	174	73	103	37	50	94	84													
Mont.	-	3	-	-	-	-	4	-													
Idaho	22	2	-	3	-	-	-	-													
Wyo.	1	2	1	1	-	-	-	-													
Colo.	33	31	17	21	1	-	8	U													
N. Mex.	26	24	13	13	5	-	16	14													
Ariz.	93	91	32	49	29	49	40	39													
Utah	6	13	10	13	-	1	7	11													
Nev.	50	8	-	3	2	-	19	20													
PACIFIC	995	541	234	69	97	74	578	799													
Wash.	168	16	182	35	13	11	35	33													
Oreg.	76	15	45	19	2	1	-	22													
Calif.	735	495	-	-	82	60	508	692													
Alaska	5	-	1	-	-	1	12	11													
Hawaii	11	15	6	15	-	1	23	41													
Guam	-	3	U	U	-	-	-	-													
P.R.	1	18	U	U	20	59	-	41													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


