
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 6, 2010 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	26	36	57	94	180	25	62	89	155	333	9	17	39	40	77						
NEW ENGLAND	2	2	5	5	9	1	1	3	2	6	-	1	5	1	8						
Conn.	2	0	2	5	1	-	0	3	1	3	-	0	4	1	5						
Maine	-	0	1	-	1	1	0	2	1	-	-	0	2	-	-						
Mass.	-	1	4	-	6	-	0	2	-	3	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	1						
MID. ATLANTIC	2	5	10	12	27	2	5	16	11	29	2	2	7	5	11						
N.J.	-	1	5	2	8	-	1	6	-	6	-	0	1	-	1						
N.Y. (Upstate)	2	1	3	3	6	1	1	7	4	10	2	1	4	5	2						
N.Y. City	-	2	5	4	7	-	1	5	1	3	-	0	0	-	-						
Pa.	-	1	6	3	6	1	2	8	6	10	-	0	4	-	8						
E.N. CENTRAL	1	5	19	15	34	2	6	15	16	63	1	3	14	8	20						
Ill.	-	2	13	-	14	-	1	7	-	11	-	0	1	-	3						
Ind.	-	0	4	-	3	-	1	5	1	10	-	0	4	-	2						
Mich.	-	1	4	6	9	-	2	6	5	12	1	3	12	8	10						
Ohio	1	0	4	7	7	2	1	5	10	25	-	0	5	-	4						
Wis.	-	0	4	2	1	-	0	4	-	5	-	0	2	-	1						
W.N. CENTRAL	-	2	7	3	5	2	3	8	9	20	-	0	4	2	1						
Iowa	-	0	3	2	-	-	0	3	1	6	-	0	4	-	-						
Kans.	-	0	2	-	-	-	0	2	-	1	-	0	1	-	-						
Minn.	-	0	4	-	1	-	0	7	-	1	-	0	2	-	-						
Mo.	-	0	3	1	4	1	1	5	6	8	-	0	2	2	1						
Nebr.	-	0	3	-	-	1	0	2	2	3	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	1	-	0	0	-	-						
S. ATLANTIC	4	8	14	17	43	8	16	32	59	93	3	3	12	6	9						
Del.	-	0	1	-	-	U	0	0	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	4	3	9	8	23	4	6	13	30	32	3	1	4	4	1						
Ga.	-	1	3	2	7	-	3	7	16	22	-	0	3	-	2						
Md.	-	0	3	1	7	2	1	5	3	12	-	0	3	2	2						
N.C.	-	0	7	-	4	2	0	19	2	18	-	0	10	-	-						
S.C.	-	1	4	5	1	-	1	4	-	-	-	0	1	-	-						
Va.	-	1	3	1	1	-	1	6	6	6	-	0	2	-	1						
W. Va.	-	0	2	-	-	-	0	19	2	3	-	0	2	-	3						
E.S. CENTRAL	1	1	3	4	5	1	7	13	30	42	2	1	5	8	14						
Ala.	-	0	2	2	1	-	1	5	7	14	-	0	2	-	-						
Ky.	1	0	2	1	-	-	2	6	13	9	1	1	5	7	9						
Miss.	-	0	1	-	3	-	0	2	-	4	-	0	0	-	-						
Tenn.	-	0	2	1	1	1	3	6	10	15	1	0	3	1	5						
W.S. CENTRAL	-	3	12	5	10	2	9	18	9	36	-	1	6	2	3						
Ark.	-	0	1	-	1	-	1	4	-	3	-	0	1	-	-						
La.	-	0	1	-	1	-	0	4	-	6	-	0	1	-	-						
Okla.	-	0	3	-	1	-	2	8	1	4	-	0	4	-	-						
Tex.	-	3	12	5	7	2	6	12	8	23	-	0	4	2	3						
MOUNTAIN	3	3	8	14	12	-	2	6	5	18	-	1	4	1	6						
Ariz.	2	1	5	10	7	-	0	3	1	7	-	0	0	-	-						
Colo.	1	1	5	3	2	-	0	2	-	5	-	0	3	-	4						
Idaho	-	0	1	1	-	-	0	2	-	-	-	0	1	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	-	-	-	0	3	4	1	-	0	1	-	-						
N. Mex.	-	0	1	-	1	-	0	1	-	3	-	0	2	-	2						
Utah	-	0	2	-	2	-	0	1	-	2	-	0	2	1	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	13	5	17	19	35	7	5	17	14	26	1	1	5	7	5						
Alaska	-	0	1	-	1	-	0	1	1	-	-	0	2	-	-						
Calif.	12	5	16	16	29	7	4	10	12	21	-	1	4	3	2						
Hawaii	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
Oreg.	-	0	2	2	2	-	1	4	1	3	-	0	3	3	2						
Wash.	1	1	3	1	2	-	0	7	-	2	1	0	3	1	1						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	1	2	-	0	5	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


