
TABLE II. (Part 11)  Provisional cases of selected notifiable diseases, United States, week ending February 6, 2010 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2010
Varicella (chickenpox) cummulative for 2009
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2010
West Nile virus disease † Neuroinvasive cummulative for 2009
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2010
West Nile virus disease † Non-neuroinvasive § cummulative for 2009

tab delimited data:
test
UNITED STATES	124	272	653	767	2,334	-	0	44	-	-	-	0	48	-	-						
NEW ENGLAND	2	6	19	35	47	-	0	0	-	-	-	0	0	-	-						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	15	23	-	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	2	-	-	-	0	0	-	-	-	0	0	-	-						
N.H.	2	3	10	12	29	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	4	-	16	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	28	26	55	106	236	-	0	2	-	-	-	0	1	-	-						
N.J.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
Pa.	28	26	55	106	236	-	0	0	-	-	-	0	0	-	-						
E.N. CENTRAL	59	107	223	334	964	-	0	4	-	-	-	0	3	-	-						
Ill.	-	26	73	-	229	-	0	3	-	-	-	0	0	-	-						
Ind.	7	7	30	25	46	-	0	1	-	-	-	0	1	-	-						
Mich.	17	39	84	139	296	-	0	1	-	-	-	0	0	-	-						
Ohio	35	31	86	149	308	-	0	0	-	-	-	0	2	-	-						
Wis.	-	8	57	21	85	-	0	1	-	-	-	0	0	-	-						
W.N. CENTRAL	9	13	62	33	138	-	0	5	-	-	-	0	11	-	-						
Iowa	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
Kans.	-	3	19	-	23	-	0	1	-	-	-	0	2	-	-						
Minn.	-	0	0	-	-	-	0	1	-	-	-	0	1	-	-						
Mo.	3	7	51	25	96	-	0	2	-	-	-	0	1	-	-						
Nebr.	N	0	0	N	N	-	0	2	-	-	-	0	6	-	-						
N. Dak.	6	0	26	8	19	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	-	-	0	3	-	-	-	0	2	-	-						
S. ATLANTIC	23	24	109	130	205	-	0	4	-	-	-	0	1	-	-						
Del.	-	0	2	1	2	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	3	-	2	-	0	0	-	-	-	0	0	-	-						
Fla.	20	14	61	82	136	-	0	1	-	-	-	0	1	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Md.	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
N.C.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S.C.	-	0	54	-	2	-	0	2	-	-	-	0	0	-	-						
Va.	1	0	6	7	27	-	0	1	-	-	-	0	0	-	-						
W. Va.	2	9	32	40	36	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	-	8	29	15	62	-	0	6	-	-	-	0	4	-	-						
Ala.	-	8	27	15	62	-	0	0	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Miss.	-	0	2	-	-	-	0	5	-	-	-	0	4	-	-						
Tenn.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
W.S. CENTRAL	-	71	261	29	383	-	0	17	-	-	-	0	6	-	-						
Ark.	-	0	23	-	26	-	0	1	-	-	-	0	0	-	-						
La.	-	0	7	-	6	-	0	2	-	-	-	0	4	-	-						
Okla.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
Tex.	-	69	245	29	351	-	0	14	-	-	-	0	4	-	-						
MOUNTAIN	3	20	62	82	279	-	0	12	-	-	-	0	17	-	-						
Ariz.	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Colo.	-	9	33	50	88	-	0	7	-	-	-	0	14	-	-						
Idaho	N	0	0	N	N	-	0	3	-	-	-	0	5	-	-						
Mont.	-	0	16	-	54	-	0	1	-	-	-	0	1	-	-						
Nev.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N. Mex.	-	0	12	8	48	-	0	2	-	-	-	0	1	-	-						
Utah	3	8	32	24	89	-	0	1	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	1	-	-	-	0	2	-	-						
PACIFIC	-	1	5	3	20	-	0	12	-	-	-	0	12	-	-						
Alaska	-	1	4	3	15	-	0	0	-	-	-	0	0	-	-						
