
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 14, 2007 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,239	19,778	23,524	258,982	286,168	147	151	649	2,297	2,407	27	68	301	637	746						
NEW ENGLAND	646	673	1,364	9,313	8,533	-	0	0	-	-	1	3	22	26	68						
Conn.	125	201	833	2,165	1,788	N	0	0	N	N	-	0	7	7	38						
Maine	41	47	73	751	596	-	0	0	-	-	1	0	6	7	8						
Mass.	376	297	604	4,580	4,306	-	0	0	-	-	-	0	14	-	20						
N.H.	31	39	69	574	508	-	0	0	-	-	-	1	5	6	-						
R.I.	45	63	108	970	963	-	0	0	-	-	-	0	5	-	-						
Vt.	28	20	45	273	372	N	0	0	N	N	-	1	5	6	2						
MID. ATLANTIC	1,773	2,509	4,163	38,940	35,173	-	0	0	-	-	8	10	33	82	122						
N.J.	-	387	543	4,311	5,524	N	0	0	N	N	-	0	1	-	9						
N.Y. (Upstate)	742	505	2,745	6,904	5,995	N	0	0	N	N	8	3	13	31	23						
N.Y. City	593	757	1,325	12,030	12,100	N	0	0	N	N	-	2	12	13	32						
Pa.	438	811	1,256	15,695	11,554	N	0	0	N	N	-	4	18	38	58						
E.N. CENTRAL	1,279	3,201	4,484	42,154	49,464	-	1	3	10	10	9	15	110	147	173						
Ill.	401	1,021	1,346	12,994	16,036	-	0	0	-	-	-	2	22	13	24						
Ind.	370	376	632	6,033	6,021	-	0	0	-	-	2	1	18	12	9						
Mich.	354	757	1,225	10,068	8,076	-	1	3	8	7	-	2	9	31	30						
Ohio	18	642	2,265	7,898	12,978	-	0	2	2	3	7	5	33	55	63						
Wis.	136	374	528	5,161	6,353	N	0	0	N	N	-	4	53	36	47						
