
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 5, 2005 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	303	749	13	26	1,632	1,589	-	1	-												
NEW ENGLAND	4	16	-	2	39	119	-	-	-												
Maine	-	-	-	-	37	5	-	-	-												
N.H.	1	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	1	114	-	-	-												
Mass.	3	6	-	2	1	-	-	-	-												
R.I.	-	4	-	-	-	-	-	-	-												
Conn.	-	6	-	-	-	-	-	-	-												
MID. ATLANTIC	103	125	4	7	141	6	-	-	-												
Upstate N.Y.	2	6	-	-	-	-	-	-	-												
N.Y. City	54	97	-	3	-	-	-	-	-												
N.J.	26	21	1	3	-	-	-	-	-												
Pa.	21	1	3	1	141	6	-	-	-												
E.N. CENTRAL	89	61	-	2	896	711	-	-	-												
Ohio	17	9	-	1	126	204	-	-	-												
Ind.	8	17	-	-	N	N	-	-	-												
Ill.	59	22	-	-	-	-	-	-	-												
Mich.	-	7	-	1	734	427	-	-	-												
Wis.	5	6	-	-	36	80	-	-	-												
W.N. CENTRAL	18	19	-	-	9	22	-	-	-												
Minn.	4	8	-	-	-	-	-	-	-												
Iowa	-	-	-	-	N	N	-	-	-												
Mo.	8	10	-	-	-	-	-	-	-												
N. Dak.	-	-	-	-	-	11	-	-	-												
S. Dak.	-	-	-	-	9	11	-	-	-												
Nebr.	1	-	-	-	-	-	-	-	-												
Kans.	5	1	-	-	-	-	-	-	N												
S. ATLANTIC	15	172	3	2	126	168	-	-	-												
Del.	-	2	-	-	-	-	-	-	-												
Md.	-	6	1	-	-	-	-	-	-												
D.C.	-	4	-	-	-	4	-	-	-												
Va.	-	1	-	1	-	-	-	-	-												
W. Va.	6	2	-	-	121	156	-	-	N												
N.C.	2	2	1	1	-	N	-	-	-												
S.C.	7	11	-	-	5	8	-	-	-												
Ga.	-	72	-	-	-	-	-	-	-												
Fla.	-	72	1	-	-	-	-	-	-												
E.S. CENTRAL	6	33	-	-	-	-	-	-	-												
Ky.	6	4	-	-	N	N	-	-	-												
Tenn.	-	9	-	-	-	-	-	-	-												
Ala.	-	14	-	-	-	-	-	-	-												
Miss.	-	6	-	-	-	-	-	-	-												
W.S. CENTRAL	17	167	-	4	87	399	-	1	-												
Ark.	8	4	-	-	-	-	-	1	-												
La.	-	-	-	-	2	9	-	-	-												
Okla.	9	4	-	-	-	-	-	-	-												
Tex.	-	159	-	4	85	390	-	-	-												
MOUNTAIN	3	19	-	2	334	164	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	14	9	-	-	-												
Colo.	-	5	-	-	243	69	-	-	-												
N. Mex.	-	4	-	-	16	8	-	-	-												
Ariz.	2	6	-	-	-	-	-	-	-												
Utah	1	4	-	1	61	78	-	-	-												
Nev.	-	-	-	1	-	-	-	-	-												
PACIFIC	48	137	6	7	-	-	-	-	-												
Wash.	22	18	-	-	N	N	-	-	-												
Oreg.	3	7	1	-	-	-	-	-	-												
Calif.	9	101	3	5	-	-	-	-	-												
Alaska	-	1	-	-	-	-	-	-	-												
Hawaii	14	10	2	2	-	-	-	-	-												
Guam	-	8	-	-	-	13	-	-	-												
P.R.	-	-	-	-	5	32	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


