
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending October 27, 2007 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	1	16	0	20	19	16	20	28	CA (1 )	
infant	-	65	1	97	85	87	76	69		
other(wound & unspecified)	1	19	1	48	31	30	33	21	CA (1 )	
Brucellosis	1	99	2	121	120	114	104	125	CA (1 )	
Chancroid	-	26	1	33	17	30	54	67		
Cholera	-	4	0	9	8	5	2	2		
Cyclosporiasis §	3	88	1	136	543	171	75	156	NY (3 )	
Diphtheria	-	-	0	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	25	2	67	80	112	108	164		
eastern equine	-	3	0	8	21	6	14	10		
Powassan	-	1	-	1	1	1	-	1		
St. Louis	-	4	0	10	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	4	411	9	646	786	537	362	511	NY (2 ), MD (1 ), FL (1 )	
human monocytic	4	522	8	578	506	338	321	216	NY (3 ), MD (1 )	
human (other & unspecified)	-	134	1	231	112	59	44	23		
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	14	0	29	9	19	32	34		
nonserotype B	-	111	2	175	135	135	117	144		
unknown serotype	-	172	3	179	217	177	227	153		
Hansen disease §	2	47	1	66	87	105	95	96	CA (2 )	
Hantavirus pulmonary syndrome §	-	22	0	40	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	4	175	4	288	221	200	178	216	OH (1 ), MN (2 ), NC (1 )	
Hepatitis C viral, acute	14	546	19	802	652	713	1,102	1,835	NY (1 ), PA (1 ), OH (1 ), MN (3 ), FL (1 ), OK (2 ), TX (3 ), WA (1 ), CA (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	4	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	-	73	-	43	45	-	N	N		
Listeriosis	12	562	19	875	896	753	696	665	NY (1 ), IN (2 ), NC (1 ), AL (1 ), CA (7 )	
Measles ¶¶	-	30	0	55	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	3	224	4	318	297	-	-	-	WA (3 )	
serogroup B	-	104	2	193	156	-	-	-		
other serogroup	-	24	0	32	27	-	-	-		
unknown serogroup	3	498	11	651	765	-	-	-	NY (1 ), CA (2 )	
Mumps	2	618	10	6,584	314	258	231	270	WA (1 ), CA (1 )	
Novel influenza A infection virus	-	3	-	N	N	N	N	N		
Plague	-	6	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	6	0	21	16	12	12	18		
Q fever §	2	141	1	169	136	70	71	61	NE (1 ), CA (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	11	-	11	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	83	2	125	129	132	161	118		
Syphilis, congenital (age &lt;1 yr)	-	368	7	380	329	353	413	412		
Tetanus	1	16	1	41	27	34	20	25	TN (1 )	
Toxic-shock syndrome (staphylococcal) §	-	63	2	101	90	95	133	109		
Trichinellosis	-	6	0	15	16	5	6	14		
Tularemia	-	103	2	95	154	134	129	90		
Typhoid fever	4	283	6	353	324	322	356	321	OH (1 ), MD (1 ), CA (2 )	
Vancomycin-intermediate Staphylococcus aureus §	-	18	0	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	15	313	2	N	N	N	N	N	MD (1 ), GA (3 ), FL (7 ), AL (1 ), AZ (1 ), CA (2 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting year 2007 are provisional, whereas data for 
2002, 2003, 2004, 2005, and 2006 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of Viral and Rickettsial Diseases, National Center for Zoonotic, 
