
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 19, 2003 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	21,708	438,145	447,675	1,809	2,405	1,044	1,188	-	-											
NEW ENGLAND	654	936	15,068	14,904	-	-	63	75	-	-											
Maine	27	19	929	821	N	N	6	2	-	-											
N.H.	15	20	846	872	-	-	6	14	-	-											
Vt.	6	8	544	442	-	-	14	15	-	-											
Mass.	277	513	5,907	5,935	-	-	25	26	-	-											
R.I.	51	61	1,619	1,536	-	-	9	13	-	-											
Conn.	278	315	5,223	5,298	N	N	3	5	-	-											
MID. ATLANTIC	4,098	4,991	46,550	49,362	-	-	143	169	-	-											
Upstate N.Y.	274	425	10,523	8,951	N	N	42	38	-	-											
N.Y. City	1,976	2,775	17,768	16,801	-	-	43	70	-	-											
N.J.	787	827	7,774	6,769	-	-	4	12	-	-											
Pa.	1,061	964	10,485	16,841	N	N	54	49	-	-											
E.N. CENTRAL	1,982	2,270	75,992	82,740	3	15	236	345	-	-											
Ohio	303	428	19,893	20,966	-	-	41	73	-	-											
Ind.	259	304	9,138	9,113	N	N	30	25	-	-											
Ill.	959	1,028	21,653	26,207	-	2	26	61	-	-											
Mich.	359	401	16,897	17,206	3	13	49	57	-	-											
Wis.	102	109	8,411	9,248	-	-	90	129	-	-											
W.N. CENTRAL	358	329	25,028	25,012	1	1	128	118	-	-											
Minn.	74	73	5,437	5,811	N	N	48	40	-	-											
Iowa	41	46	2,676	2,875	N	N	25	13	-	-											
Mo.	177	135	9,055	8,271	-	-	10	16	-	-											
N. Dak.	-	1	700	686	N	N	11	10	-	-											
S. Dak.	7	2	1,394	1,178	-	-	20	5	-	-											
Nebr.	25	31	2,076	2,348	1	1	6	25	-	-											
Kans.	34	41	3,690	3,843	N	N	8	9	-	-											
S. ATLANTIC	5,488	6,491	86,609	84,156	3	2	161	152	-	-											
Del.	106	113	1,684	1,465	N	N	3	1	-	-											
Md.	558	1,056	9,146	8,392	3	2	8	7	-	-											
D.C.	595	321	1,579	1,805	-	-	7	3	-	-											
Va.	481	482	10,360	9,285	-	-	15	4	-	-											
W. Va.	42	48	1,373	1,320	N	N	3	2	-	-											
N.C.	581	438	14,177	13,349	N	N	19	23	-	-											
S.C.	330	440	7,975	7,936	-	-	2	2	-	-											
Ga.	736	1,089	18,254	17,435	-	-	57	57	-	-											
Fla.	2,059	2,504	22,061	23,169	N	N	47	53	-	-											
E.S. CENTRAL	841	997	29,339	29,001	N	N	57	72	-	-											
Ky.	79	151	4,490	4,755	N	N	13	3	-	-											
Tenn.	374	428	10,517	8,818	N	N	19	38	-	-											
Ala.	185	194	7,703	9,044	-	-	22	27	-	-											
Miss.	203	224	6,629	6,384	N	N	3	4	-	-											
W.S. CENTRAL	2,125	2,366	56,698	59,468	-	5	14	34	-	-											
Ark.	65	164	4,175	4,031	-	-	4	5	-	-											
La.	368	685	9,946	10,250	N	N	1	8	-	-											
Okla.	92	118	5,942	5,751	N	N	6	6	-	-											
Tex.	1,600	1,399	36,635	39,436	-	5	3	15	-	-											
MOUNTAIN	722	725	26,208	27,554	1,255	1,625	56	76	-	-											
Mont.	10	6	1,004	1,129	N	N	12	4	-	-											
Idaho	13	17	1,338	1,380	N	N	8	18	-	-											
Wyo.	4	5	544	486	-	-	2	6	-	-											
Colo.	159	155	6,195	7,701	N	N	11	20	-	-											
N. Mex.	52	51	3,691	4,173	4	5	3	11	-	-											
Ariz.	341	272	7,969	8,084	1,225	1,595	3	9	-	-											
Utah	31	42	2,287	1,280	6	8	11	5	-	-											
Nev.	112	177	3,180	3,321	20	17	6	3	-	-											
PACIFIC	3,214	2,603	76,653	75,478	546	756	186	147	-	-											
Wash.	214	257	8,626	8,055	N	N	25	9	-	-											
Oreg.	126	193	4,096	3,726	-	-	25	23	-	-											
Calif.	2,815	2,074	60,554	59,242	546	756	136	114	-	-											
Alaska	12	12	2,070	2,012	-	-	-	-	-	-											
Hawaii	47	67	1,307	2,443	-	-	-	1	-	-											
Guam	2	1	-	353	-	-	-	-	-	-											
P.R.	514	600	985	1,530	N	N	N	N	-	-											
V.I.	15	56	-	108	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


