
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 23, 2007 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	28	55	201	1,179	1,731	29	79	402	1,765	2,033	31	46	113	663	766						
NEW ENGLAND	-	2	6	30	101	-	2	5	30	62	1	2	13	28	40						
Conn.	-	0	3	8	18	-	0	5	15	27	1	0	9	5	10						
Maine	-	0	2	-	5	-	0	2	2	11	-	0	2	-	3						
Mass.	-	1	4	8	50	-	0	2	2	12	-	1	8	13	21						
N.H.	-	0	2	7	17	-	0	1	5	7	-	0	2	-	4						
R.I.	-	0	2	5	5	-	0	4	5	4	-	0	6	9	-						
Vt.	-	0	1	2	6	-	0	1	1	1	-	0	2	1	2						
MID. ATLANTIC	4	7	20	170	181	2	10	21	214	255	10	13	55	176	226						
N.J.	-	2	5	41	60	-	2	6	44	85	-	1	10	19	33						
N.Y. (Upstate)	-	1	11	33	39	2	1	13	43	30	8	5	30	60	72						
N.Y. City	1	2	10	56	53	-	2	6	44	59	-	2	24	25	43						
Pa.	3	1	5	40	29	-	3	8	83	81	2	5	19	72	78						
E.N. CENTRAL	3	6	17	106	148	6	9	23	205	246	8	9	31	126	157						
Ill.	-	2	7	30	33	-	2	6	45	77	-	1	13	1	28						
Ind.	-	0	7	5	15	-	0	21	20	22	-	1	6	10	9						
Mich.	2	2	8	31	48	-	2	8	54	69	-	3	10	45	37						
Ohio	1	1	4	33	36	6	3	10	75	59	8	3	19	66	66						
Wis.	-	0	4	7	16	-	0	3	11	19	-	0	3	4	17						
W.N. CENTRAL	-	2	17	76	70	-	2	15	61	66	-	1	16	26	22						
Iowa	-	0	4	14	5	-	0	3	10	10	-	0	3	3	2						
Kans.	-	0	1	2	21	-	0	1	5	8	-	0	3	1	1						
Minn.	-	0	17	42	6	-	0	13	8	6	-	0	11	5	-						
Mo.	-	0	2	9	22	-	1	5	31	36	-	0	2	13	10						
Nebr.	-	0	2	5	9	-	0	3	5	5	-	0	1	3	5						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	4	7	-	0	1	2	1	-	0	1	1	4						
S. ATLANTIC	7	10	27	211	228	3	21	56	460	575	7	8	25	147	169						
Del.	-	0	1	2	9	-	0	3	6	23	1	0	2	3	3						
D.C.	-	0	5	14	2	-	0	2	1	4	-	0	5	1	6						
Fla.	1	3	13	64	81	2	7	14	167	202	1	2	9	62	72						
Ga.	-	1	4	30	22	-	3	10	49	97	-	1	3	12	10						
Md.	1	1	6	34	30	1	2	7	45	75	2	2	8	28	31						
N.C.	4	0	11	11	45	-	0	16	63	84	-	0	5	18	19						
S.C.	-	0	3	5	11	-	2	5	34	36	-	0	2	6	3						
Va.	1	1	5	48	24	-	2	8	68	21	3	1	4	14	21						
W. Va.	-	0	3	3	4	-	0	23	27	33	-	0	4	3	4						
E.S. CENTRAL	2	2	7	43	61	-	6	20	133	175	3	2	7	40	42						
Ala.	-	0	2	7	6	-	2	10	50	47	1	0	1	5	7						
Ky.	2	0	2	9	24	-	1	3	11	38	2	1	6	18	12						
Miss.	-	0	4	6	4	-	0	8	11	22	-	0	2	-	1						
Tenn.	-	1	5	21	27	-	3	8	61	68	-	1	3	17	22						
W.S. CENTRAL	-	5	43	78	167	12	18	169	329	363	-	1	16	30	20						
Ark.	-	0	2	4	33	-	1	7	10	31	-	0	2	3	1						
La.	-	0	4	11	9	-	1	6	20	25	-	0	2	1	6						
