
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 9, 2006 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	20	72	245	2,202	2,748	22	83	597	2,642	3,593	29	42	127	1,348	1,314						
NEW ENGLAND	1	4	20	136	326	-	1	9	46	99	-	2	12	68	86						
Conn.	1	1	3	30	37	-	0	3	-	34	-	0	8	19	22						
Maine	-	0	2	6	2	-	0	2	13	10	-	0	2	6	4						
Mass.	-	2	13	51	202	-	0	5	14	32	-	1	6	27	38						
N.H.	-	0	16	34	70	-	0	2	11	19	-	0	1	1	6						
R.I.	-	0	4	8	10	-	0	4	8	1	-	0	10	12	12						
Vt.	-	0	2	7	5	-	0	1	-	3	-	0	3	3	4						
MID. ATLANTIC	4	7	24	215	452	1	8	55	267	472	12	13	42	450	443						
N.J.	-	2	9	54	93	-	2	10	73	180	-	1	10	60	77						
N.Y. (Upstate)	4	1	14	60	66	-	1	43	46	36	9	5	29	181	111						
N.Y. City	-	2	10	61	216	-	1	5	41	98	-	1	9	25	73						
Pa.	-	1	5	40	77	1	3	9	107	158	3	5	17	184	182						
E.N. CENTRAL	1	6	13	176	247	5	7	24	247	401	5	8	25	280	254						
Ill.	-	1	11	40	90	-	1	6	18	115	-	1	4	21	41						
Ind.	1	0	5	20	12	4	0	17	39	28	-	0	6	20	14						
Mich.	-	1	8	59	78	-	3	7	95	127	-	2	6	71	74						
Ohio	-	1	4	41	36	1	2	10	89	98	5	4	19	149	102						
Wis.	-	1	5	16	31	-	0	4	6	33	-	0	5	19	23						
W.N. CENTRAL	-	2	30	88	64	2	4	22	107	183	-	1	14	47	57						
Iowa	-	0	2	8	18	-	0	3	10	19	-	0	3	8	4						
Kans.	-	0	5	23	12	-	0	2	8	22	-	0	2	4	2						
Minn.	-	0	29	9	3	2	0	13	16	20	-	0	11	11	16						
Mo.	-	1	3	29	25	-	2	7	64	97	-	0	3	15	21						
Nebr.	-	0	3	12	6	-	0	1	9	20	-	0	2	5	2						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	7	-	-	0	1	-	5	-	0	6	4	10						
S. ATLANTIC	5	11	34	361	472	9	23	66	797	988	9	8	19	276	273						
Del.	-	0	2	10	5	-	1	4	32	22	-	0	2	8	13						
D.C.	-	0	2	5	2	-	0	2	5	10	-	0	5	14	8						
Fla.	2	4	18	141	183	6	8	19	287	339	4	3	9	115	72						
Ga.	1	1	7	50	95	1	3	7	117	155	1	0	4	12	22						
Md.	2	1	6	43	46	1	3	10	116	107	1	1	5	50	82						
N.C.	-	0	20	61	57	-	0	23	106	112	3	0	5	26	21						
S.C.	-	0	3	13	27	1	2	7	52	111	-	0	1	2	11						
Va.	-	1	11	34	54	-	1	18	39	105	-	1	7	42	32						
W. Va.	-	0	3	4	3	-	0	18	43	27	-	0	3	7	12						
E.S. CENTRAL	-	2	15	88	190	2	6	12	223	258	-	1	9	55	56						
Ala.	-	0	9	10	26	1	1	7	70	59	-	0	2	7	10						
Ky.	-	0	5	28	19	1	1	5	49	49	-	0	4	17	17						
Miss.	-	0	1	5	15	-	0	3	10	41	-	0	1	1	3						
Tenn.	-	1	6	45	130	-	2	8	94	109	-	1	7	30	26						
W.S. CENTRAL	-	5	77	120	302	-	14	315	441	391	-	1	32	38	26						
Ark.	-	0	9	32	11	-	1	4	31	48	-	0	3	3	5						
La.	-	0	3	2	51	-	0	3	11	58	-	0	2	4	1						
Okla.	-	0	2	4	4	-	0	17	26	31	-	0	3	1	3						
Tex.	-	4	73	82	236	-	11	295	373	254	-	0	26	30	17						
MOUNTAIN	5	5	18	182	212	1	5	39	142	372	2	2	7	68	70						
Ariz.	3	2	16	104	107	-	2	23	55	236	1	1	3	25	15						
Colo.	1	1	4	27	28	-	1	5	24	39	-	0	2	7	17						
Idaho	1	0	2	9	18	-	0	2	10	9	-	0	2	7	3						
Mont.	-	0	3	9	7	-	0	7	-	3	-	0	1	5	5						
Nev.	-	0	2	7	16	-	0	4	14	40	-	0	2	3	14						
N. Mex.	-	0	3	12	18	-	0	3	15	14	-	0	1	4	2						
Utah	-	0	2	11	17	1	0	5	24	29	1	0	1	17	10						
Wyo.	-	0	1	3	1	-	0	1	-	2	-	0	0	-	4						
PACIFIC	4	21	163	836	483	2	9	61	372	429	1	2	9	66	49						
Alaska	-	0	1	-	3	-	0	1	3	7	-	0	1	-	-						
Calif.	4	18	162	759	401	2	7	41	288	286	1	2	9	66	47						
Hawaii	-	0	2	8	20	-	0	1	4	6	-	0	1	-	2						
Oreg.	-	1	5	36	28	-	1	6	46	79	N	0	0	N	N						
Wash.	-	1	13	33	31	-	0	18	31	51	-	0	0	-	-						
Amer. Samoa	U	0	0	U	1	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	2	-	0	0	-	18	-	0	0	-	-						
P.R.	1	0	3	19	55	1	1	8	24	34	-	0	1	1	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


