
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 17, 2007 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	107	254	575	746	1,810	27	108	171	293	593	3	35	118	31	161						
NEW ENGLAND	2	21	53	14	211	10	12	26	56	48	-	0	1	-	-						
Conn.	-	1	9	-	14	6	4	14	29	11	-	0	0	-	-						
Maine	-	2	14	7	13	-	2	8	7	7	N	0	0	N	N						
Mass.	-	8	28	-	162	-	2	17	-	22	-	0	1	-	-						
N.H.	2	2	27	4	1	2	1	5	8	1	-	0	1	-	-						
R.I.	-	0	17	-	-	-	0	3	4	1	-	0	1	-	-						
Vt.	-	1	14	3	21	2	1	5	8	6	-	0	0	-	-						
MID. ATLANTIC	20	36	149	206	204	-	17	57	38	77	-	1	6	4	5						
N.J.	-	4	13	7	59	-	0	0	-	-	-	0	1	-	1						
N.Y. (Upstate)	17	20	143	143	32	-	0	0	-	-	-	0	2	-	-						
N.Y. City	-	0	8	-	11	-	1	5	8	-	-	0	3	-	1						
Pa.	3	11	26	56	102	-	16	56	30	77	-	1	4	4	3						
E.N. CENTRAL	26	41	77	175	344	-	2	18	-	3	-	1	6	1	2						
Ill.	-	8	17	-	97	-	0	7	-	1	-	0	4	-	1						
Ind.	-	4	23	-	8	-	0	2	-	-	-	0	1	-	-						
Mich.	6	11	39	43	65	-	0	5	-	2	-	0	1	1	-						
Ohio	20	11	56	132	124	-	0	9	-	-	-	0	4	-	1						
Wis.	-	2	8	-	50	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	4	20	71	57	260	3	6	20	16	17	1	2	14	6	3						
Iowa	-	5	12	16	83	-	1	7	1	3	-	0	1	-	-						
Kans.	4	4	13	31	73	1	1	5	9	3	-	0	1	1	-						
Minn.	-	0	56	-	-	-	0	6	2	1	-	0	2	-	-						
Mo.	-	5	13	5	74	-	1	6	1	1	1	2	12	5	3						
Nebr.	-	1	9	1	27	-	0	0	-	-	-	0	5	-	-						
N. Dak.	-	0	9	-	2	2	0	7	3	2	-	0	0	-	-						
S. Dak.	-	0	4	4	1	-	0	4	-	7	-	0	0	-	-						
S. ATLANTIC	8	17	136	79	134	10	38	62	141	333	-	13	68	8	146						
Del.	-	0	1	-	1	-	0	0	-	-	-	0	3	1	2						
D.C.	-	0	2	-	2	-	0	0	-	-	-	0	1	-	-						
Fla.	6	4	20	41	38	1	0	7	21	176	-	0	5	-	2						
Ga.	-	0	3	-	6	-	5	16	16	25	-	1	5	1	2						
Md.	1	2	6	15	35	-	6	13	18	30	-	1	6	4	6						
N.C.	-	0	94	-	19	9	9	22	42	23	-	5	61	-	133						
S.C.	1	3	11	10	21	-	3	11	8	13	-	0	5	-	1						
Va.	-	3	19	13	12	-	12	27	30	57	-	2	13	2	-						
W. Va.	-	0	9	-	-	-	2	7	6	9	-	0	2	-	-						
E.S. CENTRAL	-	6	28	27	47	-	4	13	8	24	1	6	31	10	3						
Ala.	-	2	19	11	10	-	1	8	-	8	-	2	11	5	-						
Ky.	-	0	5	-	8	-	0	4	4	1	-	0	1	-	-						
Miss.	-	0	4	1	7	-	0	2	-	-	-	0	1	-	-						
Tenn.	-	3	11	15	22	-	2	9	4	15	1	4	22	5	3						
W.S. CENTRAL	-	18	111	19	60	4	6	34	10	65	-	1	27	-	2						
Ark.	-	1	13	-	4	1	0	5	2	1	-	0	10	-	2						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	-	1	3	1	9	8	5	-	0	18	-	-						
Tex.	-	14	98	19	54	-	0	29	-	59	-	0	4	-	-						
MOUNTAIN	39	42	88	140	421	-	3	27	6	16	1	0	5	2	-						
Ariz.	14	7	29	21	73	-	2	10	5	16	-	0	2	-	-						
Colo.	7	9	32	54	221	-	0	0	-	-	-	0	1	1	-						
Idaho	1	1	7	8	16	-	0	25	-	-	1	0	3	1	-						
Mont.	-	1	9	5	16	-	0	2	-	-	-	0	2	-	-						
Nev.	-	0	6	-	5	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	2	8	3	6	-	0	2	-	-	-	0	2	-	-						
Utah	17	13	39	41	76	-	0	1	1	-	-	0	2	-	-						
Wyo.	-	1	8	8	8	-	0	2	-	-	-	0	1	-	-						
PACIFIC	8	28	228	29	129	-	4	12	18	10	-	0	1	-	-						
Alaska	-	1	8	8	16	-	0	6	14	3	N	0	0	N	N						
Calif.	-	21	225	-	45	-	3	11	4	7	-	0	1	-	-						
Hawaii	-	1	6	2	24	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	8	6	30	-	0	4	-	-	-	0	1	-	-						
Wash.	7	5	46	13	14	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	1	1	6	7	12	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


