
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 22, 2001 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2001
H. influenzae, Invasive cummulative for 2000
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2000
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2001
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2001
Measles (Rubeola), Total cummulative for 2001
Measles (Rubeola), Total cummulative for 2000

tab delimited data:
test
UNITED STATES	979	933	6,872	9,502	4,725	5,076	1	49	-	42	91	71									
NEW ENGLAND	59	74	404	288	67	82	-	4	-	1	5	6									
Maine	1	1	9	14	5	5	-	-	-	-	-	-									
N.H.	4	12	12	18	12	14	-	-	-	-	-	3									
Vt.	3	7	8	8	4	6	-	1	-	-	1	3									
Mass.	35	35	160	110	2	12	-	2	-	1	3	-									
R.I.	3	4	29	19	20	14	-	-	-	-	-	-									
Conn.	13	15	186	119	24	31	-	1	-	-	1	-									
MID. ATLANTIC	146	174	700	1,078	791	871	-	4	-	11	15	21									
Upstate N.Y.	56	72	181	163	103	90	-	1	-	4	5	10									
N.Y. City	36	47	209	370	322	428	-	2	-	1	3	10									
N.J.	38	32	159	211	168	138	-	-	-	1	1	-									
Pa.	16	23	151	334	198	215	-	1	-	5	6	1									
E.N. CENTRAL	131	146	760	1,250	661	528	-	-	-	10	10	7									
Ohio	53	44	181	210	86	86	-	-	-	3	3	2									
Ind.	39	26	74	73	36	39	-	-	-	4	4	-									
Ill.	10	48	212	546	113	90	-	-	-	3	3	3									
Mich.	7	9	247	353	426	290	-	-	-	-	-	2									
Wis.	22	19	46	68	-	23	-	-	-	-	-	-									
W.N. CENTRAL	51	56	309	568	141	219	-	4	-	-	4	1									
Minn.	30	29	30	161	16	30	-	2	-	-	2	1									
Iowa	-	-	28	59	19	26	-	-	-	-	-	-									
Mo.	13	17	86	230	73	107	-	2	-	-	2	-									
N. Dak.	6	2	2	3	-	2	-	-	-	-	-	-									
S. Dak.	-	1	2	1	1	1	-	-	-	-	-	-									
Nebr.	1	3	29	26	17	32	U	-	U	-	-	-									
Kans.	1	4	132	88	15	21	-	-	-	-	-	-									
S. ATLANTIC	289	207	1,709	1,031	1,006	888	-	4	-	1	5	3									
Del.	-	-	-	11	-	10	-	-	-	-	-	-									
Md.	68	60	199	157	108	97	-	2	-	1	3	-									
D.C.	-	-	33	20	11	27	U	-	U	-	-	-									
Va.	21	33	101	116	124	120	-	1	-	-	1	2									
W. Va.	14	6	10	52	20	10	-	-	-	-	-	-									
N.C.	41	19	152	114	149	182	-	-	-	-	-	-									
S.C.	5	7	62	48	24	13	-	-	-	-	-	-									
Ga.	69	52	661	189	244	155	-	1	-	-	1	-									
Fla.	71	30	491	324	326	274	-	-	-	-	-	1									
E.S. CENTRAL	62	39	293	323	321	354	-	2	-	-	2	-									
Ky.	2	12	98	41	32	62	-	2	-	-	2	-									
Tenn.	32	16	112	112	172	165	-	-	-	-	-	-									
Ala.	26	9	67	43	63	44	-	-	-	-	-	-									
Miss.	2	2	16	127	54	83	-	-	-	-	-	-									
W.S. CENTRAL	36	58	645	1,828	475	809	-	1	-	-	1	-									
Ark.	-	2	59	115	71	75	-	-	-	-	-	-									
La.	3	16	54	66	30	111	-	-	-	-	-	-									
Okla.	33	38	99	199	69	113	-	-	-	-	-	-									
Tex.	-	2	433	1,448	305	510	U	1	U	-	1	-									
MOUNTAIN	116	90	589	673	395	383	1	2	-	1	3	12									
Mont.	-	1	10	5	3	6	-	-	-	-	-	-									
Idaho	1	3	50	19	10	6	1	1	-	1	2	-									
Wyo.	-	1	6	4	2	2	-	-	-	-	-	-									
Colo.	29	22	67	156	83	64	-	-	-	-	-	2									
N. Mex.	18	18	30	60	119	110	-	-	-	-	-	-									
Ariz.	52	35	317	339	121	143	-	1	-	-	1	-									
Utah	6	7	63	41	25	17	-	-	-	-	-	3									
Nev.	10	3	46	49	32	35	U	-	U	-	-	7									
PACIFIC	89	89	1,463	2,463	868	942	-	28	-	18	46	21									
Wash.	2	5	98	216	100	76	U	13	U	2	15	3									
Oreg.	17	26	64	146	72	82	-	3	-	-	3	-									
Calif.	42	30	1,286	2,077	672	765	-	10	-	11	21	14									
Alaska	6	6	14	11	9	9	-	-	-	-	-	1									
Hawaii	22	22	1	13	15	10	-	2	-	5	7	3									
Guam	-	1	-	1	-	9	U	-	U	-	-	-									
P.R.	1	3	80	203	131	208	-	-	-	-	-	2									
V.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	U	-	U	28	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


