
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 20, 2004 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	6,524	6,225	295	385	9,504	10,938	252	322	15,673	14,705											
NEW ENGLAND	164	189	5	1	318	373	19	26	607	2,914											
Maine	2	7	-	-	-	19	-	-	180	773											
N.H.	4	17	3	-	14	12	-	2	-	-											
Vt.	-	1	-	-	-	9	-	-	427	688											
Mass.	105	119	-	-	213	197	13	15	-	147											
R.I.	22	20	1	-	29	43	1	2	-	5											
Conn.	31	25	1	1	62	93	5	7	-	1,301											
MID. ATLANTIC	860	775	39	59	1,800	1,958	58	72	77	38											
Upstate N.Y.	85	38	5	9	234	261	8	12	-	-											
N.Y. City	540	440	14	31	901	998	20	34	-	-											
N.J.	128	160	19	19	382	392	15	21	-	-											
Pa.	107	137	1	-	283	307	15	5	77	38											
E.N. CENTRAL	751	800	55	69	1,044	1,019	17	32	5,213	5,079											
Ohio	196	183	1	3	175	177	5	2	1,236	1,079											
Ind.	50	41	9	12	113	115	-	4	61	-											
Ill.	313	335	14	20	471	483	-	16	1	-											
Mich.	163	225	31	33	208	186	10	10	3,523	3,148											
Wis.	29	16	-	1	77	58	2	-	392	852											
W.N. CENTRAL	133	133	5	4	391	415	9	6	130	74											
Minn.	15	41	1	-	155	168	5	2	-	-											
Iowa	5	8	-	-	33	30	-	2	N	N											
Mo.	85	52	2	4	102	101	2	1	5	-											
N. Dak.	-	2	-	-	4	4	-	-	82	74											
S. Dak.	-	2	-	-	8	16	-	-	43	-											
Nebr.	6	5	-	-	32	24	2	1	-	-											
Kans.	22	23	2	-	57	72	-	-	-	-											
S. ATLANTIC	1,700	1,637	45	75	2,032	2,165	41	51	1,956	1,951											
Del.	8	6	-	-	-	23	-	-	4	29											
Md.	310	275	7	12	215	217	11	9	-	1											
D.C.	74	46	1	-	68	-	-	-	22	27											
Va.	91	74	3	1	229	225	8	14	487	483											
W. Va.	2	2	-	-	19	20	-	-	1,189	1,181											
N.C.	168	139	10	16	260	285	7	9	N	N											
S.C.	101	90	7	13	158	145	-	-	254	230											
Ga.	296	431	1	13	315	461	5	6	-	-											
Fla.	650	574	16	20	768	789	10	13	-	-											
E.S. CENTRAL	354	291	19	12	483	619	7	6	-	-											
Ky.	44	31	1	1	102	112	3	1	-	-											
Tenn.	116	121	8	2	195	205	4	2	-	-											
Ala.	147	106	8	7	153	202	-	3	-	-											
Miss.	47	33	2	2	33	100	-	-	-	-											
W.S. CENTRAL	1,041	826	48	70	925	1,594	19	30	5,389	4,106											
Ark.	38	45	-	2	98	79	-	-	-	-											
La.	243	151	-	1	-	-	-	-	48	16											
Okla.	24	58	2	1	135	129	1	1	-	-											
Tex.	736	572	46	66	692	1,386	18	29	5,341	4,090											
MOUNTAIN	327	283	48	31	437	398	7	6	2,301	543											
Mont.	-	-	-	-	4	5	-	-	-	-											
Idaho	22	10	2	2	4	8	-	1	-	-											
Wyo.	3	-	-	-	4	4	-	-	53	45											
Colo.	38	34	-	3	94	93	2	3	1,754	-											
N. Mex.	54	58	1	8	18	42	-	-	95	3											
Ariz.	169	163	45	18	197	191	2	2	-	-											
Utah	7	8	-	-	36	33	1	-	399	495											
Nev.	34	10	-	-	80	22	2	-	-	-											
PACIFIC	1,194	1,291	31	64	2,074	2,397	75	93	-	-											
Wash.	124	70	-	-	203	212	6	3	-	-											
Oreg.	25	40	-	-	74	95	2	4	-	-											
Calif.	1,037	1,172	30	62	1,665	1,943	61	85	-	-											
Alaska	1	1	-	-	35	49	-	-	-	-											
Hawaii	7	8	1	2	97	98	6	1	-	-											
Guam	-	1	-	-	-	48	-	-	-	143											
P.R.	141	184	5	14	84	95	-	-	265	552											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


