
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending April 7, 2007 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	-	0	19	19	16	20	28		
infant	-	13	1	95	85	87	76	69		
other(wound & unspecified)	-	2	1	45	31	30	33	21		
Brucellosis	-	25	2	119	120	114	104	125		
Chancroid	-	1	1	34	17	30	54	67		
Cholera	-	-	0	7	8	5	2	2		
Cyclosporiasis §	2	14	2	135	543	171	75	156	FL (2 )	
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	-	0	63	80	112	108	164		
eastern equine	-	-	-	7	21	6	14	10		
Powassan	-	-	-	1	1	1	-	1		
St. Louis	-	-	0	9	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	-	13	2	575	786	537	362	511		
human monocytic	1	29	1	500	506	338	321	216	CA (1 )	
human (other & unspecified)	-	10	0	230	112	59	44	23		
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	1	3	0	9	9	19	32	34	MN (1 )	
nonserotype B	1	12	3	103	135	135	117	144	NC (1 )	
unknown serotype	3	82	5	248	217	177	227	153	FL (1 ), TN (1 ), UT (1 )	
Hansen disease §	-	9	2	73	87	105	95	96		
Hantavirus pulmonary syndrome §	-	2	0	38	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	4	25	2	272	221	200	178	216	NY (1 ), MO (2 ), TX (1 )	
Hepatitis C viral, acute	7	164	21	841	652	713	1,102	1,835	NY (1 ), MN (2 ), FL (1 ), OK (1 ), WA (1 ), OR (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	5	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	1	41	1	41	45	-	N	N	AK (1 )	
Listeriosis	11	121	10	816	896	753	696	665	NY (2 ), PA (1 ), GA (1 ), FL (2 ), TN (2 ), TX (1 ), CA (2 )	
Measles ¶¶	3	5	1	52	66	37	56	44	NC (3 )	
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	2	54	6	233	297	-	-	-	WA (2 )	
serogroup B	3	24	3	145	156	-	-	-	OK (1 ), WA (2 )	
other serogroup	-	6	1	25	27	-	-	-		
unknown serogroup	12	187	20	716	765	-	-	-	OH (1 ), MN (1 ), FL (2 ), TN (1 ), AZ (1 ), WA (1 ), CA (5 )	
Mumps	4	222	88	6,541	314	258	231	270	OH (1 ), WA (2 ), CA (1 )	
Novel influenza A infection virus	-	-	-	N	N	N	N	N		
Plague	-	-	-	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	3	0	20	16	12	12	18		
Q fever §	1	34	2	178	136	70	71	61	MD (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	9	0	8	11	10	7	18		
Rubella, congenital syndrome	-	-	0	1	1	-	1	1		
SARS CoV §, §§§	-	-	0	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	17	5	101	129	132	161	118		
Syphilis, congenital (age &lt;1 yr)	-	37	7	334	329	353	413	412		
Tetanus	-	3	0	33	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	2	19	2	96	90	95	133	109	VA (1 ), CO (1 )	
Trichinellosis	-	1	0	14	16	5	6	14		
Tularemia	-	2	0	89	154	134	129	90		
Typhoid fever	2	57	5	317	324	322	356	321	CA (2 )	
Vancomycin-intermediate Staphylococcus aureus §	-	2	0	4	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	4	26	-	N	N	N	N	N	FL (3 ), CA (1 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of Viral and Rickettsial Diseases, National Center for Zoonotic, 
