
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 8, 2004 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2004
Malaria cummulative for 2003
Meningococcal Disease cummulative for 2004
Meningococcal Disease cummulative for 2003
Pertussis cummulative for 2004
Pertussis cummulative for 2003
Rabies, Animal cummulative for 2004
Rabies, Animal cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2004
Rocky Mountain Spotted Fever cummulative for 2003

tab delimited data:
test
UNITED STATES	313	339	608	724	2,673	2,177	1,246	2,362	157	106											
NEW ENGLAND	25	8	26	34	618	230	149	138	6	-											
Maine	1	1	7	5	-	1	13	11	-	-											
N.H.	-	2	3	3	20	14	6	6	-	-											
Vt.	1	-	1	-	22	26	6	10	-	-											
Mass.	16	5	15	20	558	173	61	56	6	-											
R.I.	2	-	-	2	9	1	10	15	-	-											
Conn.	5	-	-	4	9	15	53	40	-	-											
MID. ATLANTIC	62	79	75	80	729	205	127	277	13	10											
Upstate N.Y.	13	15	19	13	554	78	98	94	1	-											
N.Y. City	24	42	13	17	-	25	-	2	2	4											
N.J.	10	8	15	11	61	35	-	62	2	4											
Pa.	15	14	28	39	114	67	29	119	8	2											
E.N. CENTRAL	19	36	85	115	302	155	7	11	9	2											
Ohio	7	6	34	29	149	79	3	4	6	1											
Ind.	-	-	10	16	22	20	2	2	1	-											
Ill.	2	17	8	35	-	-	1	1	-	-											
Mich.	5	10	27	20	33	15	1	4	2	1											
Wis.	5	3	6	15	98	41	-	-	-	-											
W.N. CENTRAL	21	13	34	54	142	102	122	224	5	4											
Minn.	9	8	9	13	28	33	17	10	-	-											
Iowa	1	2	7	9	21	33	18	24	-	1											
Mo.	3	-	9	22	71	23	3	2	5	3											
N. Dak.	2	-	-	-	5	1	20	18	-	-											
S. Dak.	1	-	1	1	7	2	10	44	-	-											
Nebr.	1	-	1	5	-	1	15	47	-	-											
Kans.	4	3	7	4	10	9	39	79	-	-											
S. ATLANTIC	103	84	118	133	160	148	672	974	91	80											
Del.	4	-	2	7	6	1	18	16	-	-											
Md.	26	24	5	12	34	16	50	128	7	13											
D.C.	4	5	4	1	1	-	-	-	-	-											
Va.	8	7	7	6	39	33	121	184	-	1											
W. Va.	-	2	3	1	2	1	23	23	-	-											
N.C.	5	6	15	16	29	54	223	247	76	47											
S.C.	5	1	9	10	10	7	55	58	2	8											
Ga.	14	12	14	16	18	14	98	130	4	8											
Fla.	37	27	59	64	21	22	84	188	2	3											
E.S. CENTRAL	7	8	25	31	30	40	39	72	18	8											
Ky.	1	1	3	3	7	8	7	10	-	-											
Tenn.	1	3	9	8	15	19	13	55	10	4											
Ala.	4	2	6	8	4	9	17	6	2	-											
Miss.	1	2	7	12	4	4	2	1	6	4											
W.S. CENTRAL	25	42	56	94	83	105	58	576	10	1											
Ark.	1	3	12	8	6	6	17	25	-	-											
La.	2	2	12	27	2	4	-	-	-	-											
Okla.	1	2	3	8	12	4	41	87	10	-											
Tex.	21	35	29	51	63	91	-	464	-	1											
MOUNTAIN	13	11	33	34	332	391	29	30	1	1											
Mont.	-	-	1	2	8	-	4	3	-	-											
Idaho	1	1	4	2	15	9	-	1	-	-											
Wyo.	-	-	2	2	3	117	-	-	-	1											
Colo.	5	8	14	5	187	139	1	-	1	-											
N. Mex.	1	-	4	3	38	22	-	2	-	-											
Ariz.	1	1	5	16	55	72	24	24	-	-											
Utah	3	1	3	-	22	25	-	-	-	-											
Nev.	2	-	-	4	4	7	-	-	-	-											
PACIFIC	38	58	156	149	277	801	43	60	4	-											
Wash.	2	8	12	13	137	129	-	-	-	-											
Oreg.	7	5	34	28	97	97	-	1	2	-											
Calif.	28	45	105	100	35	573	35	54	2	-											
Alaska	-	-	1	2	3	-	8	5	-	-											
Hawaii	1	-	4	6	5	2	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	2	5	1	-	16	24	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


