
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 8, 2003 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	83	106	119	209	346	535	329	549	26	29											
NEW ENGLAND	2	11	7	14	83	117	49	54	1	-											
Maine	1	1	1	2	-	3	3	3	-	-											
N.H.	1	4	-	1	-	-	2	1	-	-											
Vt.	-	-	-	2	14	16	3	13	-	-											
Mass.	-	4	5	8	69	93	18	18	1	-											
R.I.	-	-	-	-	-	-	-	2	-	-											
Conn.	-	2	1	1	-	5	23	17	-	-											
MID. ATLANTIC	33	20	10	27	25	20	29	76	1	4											
Upstate N.Y.	4	2	2	6	23	15	26	49	-	-											
N.Y. City	27	7	6	5	-	4	1	3	1	-											
N.J.	2	9	1	6	2	-	-	12	-	-											
Pa.	-	2	1	10	-	1	2	12	-	4											
E.N. CENTRAL	6	12	17	34	43	75	4	2	1	2											
Ohio	3	4	6	14	38	43	-	1	1	2											
Ind.	-	-	4	6	-	2	2	1	-	-											
Ill.	1	5	-	4	-	8	-	-	-	-											
Mich.	2	3	6	6	4	10	2	-	-	-											
Wis.	-	-	1	4	1	12	-	-	-	-											
W.N. CENTRAL	4	6	8	9	11	49	49	34	1	1											
Minn.	2	-	1	-	-	1	4	2	-	-											
Iowa	2	2	4	-	-	14	5	4	1	-											
Mo.	-	2	2	5	7	23	-	-	-	1											
N. Dak.	-	-	-	-	-	-	8	-	-	-											
S. Dak.	-	-	-	2	-	1	-	14	-	-											
Nebr.	-	-	-	1	-	2	-	-	-	-											
Kans.	-	2	1	1	4	8	32	14	-	-											
S. ATLANTIC	25	22	30	27	49	31	168	142	20	21											
Del.	-	-	4	1	-	1	-	3	-	-											
Md.	11	9	2	1	11	6	2	43	4	5											
D.C.	-	2	-	-	-	-	-	-	-	-											
Va.	-	-	2	1	1	8	47	39	-	-											
W. Va.	1	-	-	-	-	-	7	11	-	-											
N.C.	4	3	3	3	17	7	54	39	16	16											
S.C.	-	2	-	1	-	8	13	6	-	-											
Ga.	3	6	2	6	14	-	35	-	-	-											
Fla.	6	-	17	14	6	1	10	1	-	-											
E.S. CENTRAL	2	3	9	8	12	21	4	109	1	1											
Ky.	-	-	-	-	2	6	3	1	-	-											
Tenn.	-	1	3	1	3	8	-	108	1	1											
Ala.	2	1	3	6	7	1	1	-	-	-											
Miss.	-	1	3	1	-	6	-	-	-	-											
W.S. CENTRAL	1	1	8	33	-	85	9	99	-	-											
Ark.	-	-	1	5	-	69	-	-	-	-											
La.	1	1	4	2	-	-	-	-	-	-											
Okla.	-	-	3	4	-	2	9	12	-	-											
Tex.	-	-	-	22	-	14	-	87	-	-											
MOUNTAIN	2	4	4	17	93	68	10	13	-	-											
Mont.	-	-	-	-	-	2	1	-	-	-											
Idaho	-	-	-	-	2	5	-	-	-	-											
Wyo.	-	-	-	-	-	2	-	1	-	-											
Colo.	1	2	-	5	40	39	-	-	-	-											
N. Mex.	-	-	1	-	7	10	-	-	-	-											
Ariz.	1	-	3	7	35	4	9	12	-	-											
Utah	-	1	-	-	6	5	-	-	-	-											
Nev.	-	1	-	5	3	1	-	-	-	-											
PACIFIC	8	27	26	40	30	69	7	20	1	-											
Wash.	3	-	2	7	5	4	-	-	-	-											
Oreg.	4	-	7	7	25	11	-	-	-	-											
Calif.	1	24	16	24	-	50	7	8	1	-											
Alaska	-	1	-	1	-	1	-	12	-	-											
Hawaii	-	2	1	1	-	3	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	1	-	-	-	11	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


