
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 9, 1996 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Measles (Rubeola), Total cummulative for 1996
Measles (Rubeola), Total cummulative for 1995
Mumps current week
Mumps cummulative for 1996
Mumps cummulative for 1995
Pertussis current week
Pertussis cummulative for 1996
Pertussis cummulative for 1995
Rubella current week
Rubella cummulative for 1996
Rubella cummulative for 1995

tab delimited data:
test
UNITED STATES	13	104	9	105	151	52	358	510	1	25	12										
NEW ENGLAND	4	3	-	-	3	4	60	79	-	2	2										
Maine	-	-	-	-	2	-	2	8	-	-	-										
N.H.	-	-	-	-	-	4	10	5	-	-	1										
Vt.	1	-	-	-	-	-	6	2	-	-	-										
Mass.	3	1	-	-	-	-	42	61	-	-	1										
R.I.	-	2	-	-	-	-	-	-	-	-	-										
Conn.	-	-	-	-	1	-	-	3	-	2	-										
MID. ATLANTIC	1	1	2	14	22	10	48	42	-	3	-										
Upstate N.Y.	-	-	-	5	6	3	31	24	-	2	-										
N.Y. City	1	-	-	2	2	-	8	9	-	1	-										
N.J.	-	1	-	-	3	-	-	3	-	-	-										
Pa.	-	-	2	7	11	7	9	6	-	-	-										
E.N. CENTRAL	-	-	2	28	24	-	47	57	-	-	-										
Ohio	-	-	1	14	11	-	35	27	-	-	-										
Ind.	-	-	1	5	4	-	3	6	-	-	-										
Ill.	-	-	-	-	-	-	-	-	-	-	-										
Mich.	-	-	-	9	9	-	7	22	-	-	-										
Wis.	-	-	-	-	-	-	2	2	-	-	-										
W.N. CENTRAL	-	1	-	2	10	1	3	20	-	-	-										
Minn.	-	-	-	-	-	-	1	-	-	-	-										
Iowa	-	-	-	-	1	1	2	1	-	-	-										
Mo.	-	1	-	-	8	-	-	7	-	-	-										
N. Dak.	-	-	-	2	-	-	-	1	-	-	-										
S. Dak.	-	-	-	-	-	-	-	4	-	-	-										
Nebr.	-	-	-	-	1	-	-	1	-	-	-										
Kans.	-	-	-	-	-	-	-	6	-	-	-										
S. ATLANTIC	1	-	1	11	23	2	22	42	-	-	1										
Del.	-	-	-	-	-	-	-	2	-	-	-										
Md.	1	-	1	5	5	1	16	-	-	-	-										
D.C.	-	-	-	-	-	-	-	1	-	-	-										
Va.	-	-	-	2	4	-	-	-	-	-	-										
W. Va.	-	-	-	-	-	-	-	-	-	-	-										
N.C.	-	-	-	-	10	-	-	30	-	-	-										
S.C.	-	-	-	3	1	-	2	7	-	-	-										
Ga.	-	-	-	1	-	-	1	-	-	-	-										
Fla.	-	-	-	-	3	1	3	2	-	-	1										
E.S. CENTRAL	-	-	2	5	5	1	7	14	-	-	-										
Ky.	-	-	-	-	-	-	4	-	-	-	-										
Tenn.	-	-	-	-	-	-	-	2	-	-	-										
Ala.	-	-	-	3	2	-	1	12	-	-	-										
Miss.	-	-	2	2	3	1	2	-	N	N	N										
W.S. CENTRAL	-	-	-	3	9	-	3	13	-	-	1										
Ark.	-	-	-	-	2	-	2	-	-	-	-										
La.	-	-	-	3	2	-	1	-	-	-	-										
Okla.	-	-	-	-	-	-	-	-	-	-	-										
Tex.	-	-	-	-	5	-	-	13	-	-	1										
MOUNTAIN	-	51	1	9	7	7	43	162	-	-	2										
Mont.	-	-	-	-	-	-	2	2	-	-	-										
Idaho	-	-	-	-	-	2	13	47	-	-	-										
Wyo.	-	-	-	-	-	-	-	-	-	-	-										
Colo.	-	17	-	-	-	4	4	32	-	-	-										
N. Mex.	-	26	N	N	N	1	13	5	-	-	-										
Ariz.	-	7	1	1	-	-	2	73	-	-	2										
Utah	-	-	-	-	1	-	1	2	-	-	-										
Nev.	-	1	-	8	6	-	8	1	-	-	-										
PACIFIC	7	48	1	33	48	27	125	81	1	20	6										
Wash.	4	-	-	2	2	-	10	10	-	1	-										
Oreg.	-	-	N	N	N	1	16	1	-	-	-										
Calif.	1	48	1	23	40	26	95	68	1	18	6										
Alaska	1	-	-	1	5	-	-	-	-	-	-										
Hawaii	1	-	-	7	1	-	4	2	-	1	-										
Guam	-	-	U	-	-	U	-	-	U	-	-										
P.R.	-	-	1	1	1	-	-	3	-	-	-										
V.I.	-	-	U	-	1	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	-	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


