
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending August 28, 2004 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2004
Salmonellosis cummulative for 2003
Shigellosis cummulative for 2004
Shigellosis cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2004
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2004
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003

tab delimited data:
test
UNITED STATES	24,276	25,590	7,348	15,097	3,301	4,256	1,461	1,432	467	489											
NEW ENGLAND	1,214	1,364	161	201	141	379	22	73	51	6											
Maine	60	89	2	6	6	23	2	-	3	-											
N.H.	51	97	5	5	15	24	-	-	N	N											
Vt.	37	46	2	6	8	17	7	6	1	3											
Mass.	720	820	98	142	95	169	N	N	40	-											
R.I.	75	60	13	6	17	9	13	10	7	3											
Conn.	271	252	41	36	-	137	-	57	U	U											
MID. ATLANTIC	3,476	3,010	764	1,624	549	734	105	94	79	74											
Upstate N.Y.	778	640	333	237	183	277	48	51	54	54											
N.Y. City	741	829	217	263	73	103	U	U	U	U											
N.J.	509	530	141	272	129	142	-	-	5	2											
Pa.	1,448	1,011	73	852	164	212	57	43	20	18											
E.N. CENTRAL	3,347	3,668	632	1,296	655	1,036	350	325	114	212											
Ohio	875	917	114	238	176	244	243	213	59	76											
Ind.	383	364	136	102	79	101	107	112	25	21											
Ill.	992	1,306	229	689	135	261	-	-	-	79											
Mich.	568	506	76	179	228	299	N	N	N	N											
Wis.	529	575	77	88	37	131	N	N	30	36											
W.N. CENTRAL	1,556	1,483	277	491	220	256	13	11	66	54											
Minn.	377	329	35	63	112	122	-	-	48	38											
Iowa	323	233	56	37	N	N	N	N	N	N											
Mo.	404	545	113	263	44	58	8	7	8	2											
N. Dak.	29	27	2	6	10	13	-	3	2	4											
S. Dak.	72	63	9	9	12	19	5	1	-	-											
Nebr.	101	97	16	67	11	22	-	-	5	5											
Kans.	250	189	46	46	31	22	N	N	3	5											
S. ATLANTIC	6,295	5,912	1,766	4,641	639	710	748	759	35	14											
Del.	55	64	6	152	3	6	4	1	N	N											
Md.	552	493	90	436	132	175	-	10	24	-											
D.C.	28	21	24	47	4	6	4	-	3	5											
Va.	770	615	103	282	60	87	N	N	N	N											
W. Va.	144	80	4	-	18	30	84	54	8	9											
N.C.	829	700	201	596	85	80	N	N	U	U											
S.C.	489	336	212	308	35	35	65	111	N	N											
Ga.	1,031	1,139	401	881	137	140	169	163	N	N											
Fla.	2,397	2,464	725	1,939	165	151	422	420	N	N											
E.S. CENTRAL	1,392	1,705	401	629	146	147	87	104	1	-											
Ky.	227	263	48	68	50	39	21	14	N	N											
Tenn.	246	474	145	224	96	108	65	90	N	N											
Ala.	399	405	169	201	-	-	-	-	N	N											
Miss.	520	563	39	136	-	-	1	-	1	-											
W.S. CENTRAL	2,164	3,867	1,893	3,914	230	197	36	58	87	75											
Ark.	320	423	48	73	15	6	6	19	7	5											
La.	274	541	170	301	2	1	30	39	12	15											
Okla.	257	268	318	562	47	65	N	N	32	36											
Tex.	1,313	2,635	1,357	2,978	166	125	N	N	36	19											
MOUNTAIN	1,539	1,356	497	661	362	357	25	4	34	54											
Mont.	109	66	4	2	-	1	-	-	-	-											
Idaho	115	119	9	23	8	15	N	N	N	N											
Wyo.	35	65	3	5	6	2	6	3	-	-											
Colo.	387	328	100	135	93	100	-	-	31	42											
N. Mex.	156	143	70	136	62	88	5	-	-	8											
Ariz.	484	394	260	296	159	127	N	N	N	N											
Utah	144	130	28	32	32	23	12	1	3	4											
Nev.	109	111	23	32	2	1	2	-	-	-											
PACIFIC	3,293	3,225	957	1,640	359	440	75	4	-	-											
Wash.	346	361	75	117	38	41	-	-	N	N											
Oreg.	270	275	47	178	N	N	N	N	N	N											
Calif.	2,420	2,406	800	1,311	259	317	N	N	N	N											
Alaska	39	53	5	5	-	-	-	-	N	N											
Hawaii	218	130	30	29	62	82	75	4	-	-											
Guam	-	35	-	28	-	-	-	-	-	-											
P.R.	128	435	4	16	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	3	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


