
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending May 6, 2006 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	90	289	1,879	1,614	2,182	24	24	123	307	371											
NEW ENGLAND	2	57	759	87	253	-	1	12	12	20											
Conn.	-	9	753	47	18	-	0	10	1	-											
Maine	1	2	26	15	17	-	0	1	2	1											
Mass.	-	20	197	1	199	-	0	4	6	16											
N.H.	1	3	13	19	13	-	0	1	2	2											
R.I.	-	0	12	-	2	-	0	8	-	1											
Vt.	-	1	5	5	4	-	0	2	1	-											
MID. ATLANTIC	75	158	928	1,133	1,299	-	5	15	44	97											
N.J.	-	26	310	184	436	-	0	7	-	22											
N.Y. (Upstate)	68	73	900	593	240	-	1	11	9	18											
N.Y. City	-	4	33	-	74	-	3	8	24	45											
Pa.	7	45	387	356	549	-	1	2	11	12											
E.N. CENTRAL	-	14	155	56	115	-	2	6	35	27											
Ill.	-	0	6	-	3	-	0	2	7	9											
Ind.	-	0	4	1	2	-	0	3	5	3											
Mich.	-	1	7	10	1	-	0	2	6	8											
Ohio	-	1	5	13	17	-	1	3	12	3											
Wis.	-	11	145	32	92	-	0	3	5	4											
W.N. CENTRAL	6	12	99	43	58	12	0	31	18	16											
Iowa	-	0	8	2	12	-	0	1	1	2											
Kans.	-	0	3	-	2	-	0	1	-	1											
Minn.	6	7	96	39	43	12	0	30	14	5											
Mo.	-	0	2	1	1	-	0	2	1	8											
Nebr.	-	0	2	1	-	-	0	2	-	-											
N. Dak.	-	0	0	-	-	-	0	1	1	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	4	33	125	231	403	5	6	16	98	83											
Del.	4	9	37	97	156	-	0	1	2	1											
D.C.	-	0	2	7	2	-	0	2	-	2											
Fla.	-	1	5	12	10	2	1	6	18	16											
Ga.	-	0	1	-	1	3	1	6	28	14											
Md.	-	16	87	99	184	-	1	9	21	27											
N.C.	-	0	5	8	15	-	0	8	10	11											
S.C.	-	0	3	2	7	-	0	2	3	3											
Va.	-	3	22	6	28	-	0	9	15	8											
W. Va.	-	0	44	-	-	-	0	2	1	1											
E.S. CENTRAL	-	0	4	-	8	-	1	2	7	8											
Ala.	-	0	1	-	-	-	0	1	3	3											
Ky.	-	0	1	-	1	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	1	1	-											
Tenn.	-	0	4	-	7	-	0	2	2	3											
W.S. CENTRAL	-	1	7	1	22	3	1	30	18	32											
Ark.	-	0	2	-	2	-	0	2	-	2											
La.	-	0	1	-	3	-	0	1	-	1											
Okla.	-	0	0	-	-	-	0	6	2	2											
Tex.	-	0	7	1	17	3	1	29	16	27											
MOUNTAIN	-	0	4	2	2	1	1	9	15	16											
Ariz.	-	0	4	2	-	1	0	9	3	2											
Colo.	-	0	1	-	-	-	0	3	4	8											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	1	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	-	1	-	0	2	7	4											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	3	3	18	61	22	3	4	12	60	72											
Alaska	-	0	1	-	1	-	0	1	4	2											
Calif.	3	2	18	61	19	2	2	10	44	61											
Hawaii	N	0	0	N	N	-	0	4	-	4											
Oreg.	-	0	3	-	2	-	0	2	4	2											
Wash.	-	0	3	-	-	1	0	5	8	3											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


