
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 21, 1996 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1996
H. influenzae, Invasive cummulative for 1995
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1995
Hepatitis (Viral), Type B cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1995
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1996
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1996

tab delimited data:
test
UNITED STATES	1,031	1,102	28,507	29,724	9,870	9,846	1	438	-	50											
NEW ENGLAND	70	39	421	311	205	232	-	14	-	1											
Maine	-	3	25	30	2	12	-	-	-	-											
N.H.	10	10	25	12	20	22	-	-	-	-											
Vt.	2	2	11	6	11	7	-	1	-	1											
Mass.	56	13	200	142	75	96	-	12	-	-											
R.I.	2	5	25	35	12	9	-	-	-	-											
Conn.	-	6	135	86	85	86	-	1	-	-											
MID. ATLANTIC	145	169	1,837	1,926	1,398	1,477	-	23	-	5											
Upstate N.Y.	12	41	426	489	330	383	-	-	-	-											
N.Y. City	40	34	599	910	563	458	-	9	-	3											
N.J.	64	31	344	300	247	362	-	3	-	-											
Pa.	29	63	468	227	258	274	-	11	-	2											
E.N. CENTRAL	169	185	2,398	3,133	996	1,106	-	6	-	8											
Ohio	94	99	765	1,756	119	111	-	2	-	4											
Ind.	14	20	357	186	130	239	-	-	-	-											
Ill.	39	46	612	647	264	280	-	2	-	1											
Mich.	11	18	495	361	416	396	-	-	-	3											
Wis.	11	2	169	183	67	80	-	2	-	-											
W.N. CENTRAL	55	80	2,593	1,892	563	618	-	20	-	3											
Minn.	35	43	147	180	71	63	-	16	-	2											
Iowa	7	3	342	101	93	46	-	-	-	1											
Mo.	10	27	1,353	1,288	313	418	-	3	-	-											
N. Dak.	-	-	137	23	2	5	-	-	-	-											
S. Dak.	1	1	42	84	5	2	-	-	-	-											
Nebr.	1	3	218	57	48	33	-	-	-	-											
Kans.	1	3	354	159	31	51	U	1	U	-											
S. ATLANTIC	195	211	1,503	1,142	1,529	1,276	-	5	-	9											
Del.	7	-	21	10	9	9	-	1	-	-											
Md.	63	68	251	217	292	254	-	-	-	2											
D.C.	6	-	36	25	31	21	-	1	-	-											
Va.	10	28	184	222	136	113	U	-	U	3											
W. Va.	10	9	18	24	32	53	U	-	U	-											
N.C.	25	31	176	107	327	286	-	3	-	1											
S.C.	5	3	57	44	101	49	-	-	-	-											
Ga.	40	65	154	61	32	73	-	-	-	2											
Fla.	29	7	606	432	569	418	-	-	-	1											
E.S. CENTRAL	27	11	1,202	2,179	847	811	-	2	-	-											
Ky.	4	5	46	44	64	66	-	-	-	-											
Tenn.	13	-	744	1,829	488	636	-	2	-	-											
Ala.	9	5	204	89	73	109	-	-	-	-											
Miss.	1	1	208	217	222	U	U	-	U	-											
W.S. CENTRAL	41	71	6,047	4,615	1,293	1,418	-	26	-	2											
Ark.	-	6	495	616	77	75	-	-	-	-											
La.	5	1	205	190	150	238	-	-	-	-											
Okla.	31	31	2,430	1,360	59	163	-	-	-	-											
Tex.	5	33	2,917	2,449	1,007	942	-	26	-	2											
MOUNTAIN	62	119	4,454	4,235	1,138	851	-	154	-	5											
Mont.	-	1	113	168	16	23	-	-	-	-											
Idaho	1	6	241	347	86	97	-	2	-	-											
Wyo.	-	9	40	103	44	27	-	1	-	-											
Colo.	15	16	518	497	135	135	-	4	-	3											
N. Mex.	11	16	350	801	409	316	-	17	-	-											
Ariz.	17	30	1,707	1,317	232	119	-	8	-	-											
Utah	9	11	1,071	680	124	71	-	117	-	2											
Nev.	9	30	414	322	92	63	-	5	-	-											
PACIFIC	267	217	8,052	10,291	1,901	2,057	1	188	-	17											
Wash.	4	9	744	832	114	192	-	51	-	-											
Oreg.	32	27	835	2,674	118	116	-	10	-	1											
Calif.	225	175	6,325	6,572	1,639	1,704	-	37	-	9											
Alaska	3	2	44	48	18	13	-	63	-	-											
Hawaii	3	4	104	165	12	32	1	27	-	7											
Guam	-	-	5	8	-	5	U	-	U	-											
P.R.	1	3	141	107	372	626	-	8	-	-											
V.I.	-	-	-	9	-	16	U	-	U	-											
Amer. Samoa	-	-	-	6	-	-	U	-	U	-											
C.N.M.I.	10	11	1	24	5	22	U	-	U	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


