
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending December 24, 2011 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	153	246	937	12,545	15,427	16	24	118	1,183	2,056	75	264	363	12,532	13,411						
NEW ENGLAND	4	12	79	692	863	-	1	5	46	102	7	7	16	368	471						
Conn.	-	6	49	282	340	-	0	3	10	27	2	0	5	43	93						
Maine	3	2	13	128	117	-	0	1	4	10	-	0	2	12	32						
Mass.	-	1	3	35	69	-	0	2	18	45	5	5	10	247	282						
N.H.	-	1	8	97	137	-	0	1	5	6	-	0	3	18	22						
R.I.	1	1	6	81	118	-	0	1	3	8	-	0	7	39	39						
Vt.	-	1	6	69	82	-	0	2	6	6	-	0	2	9	3						
MID. ATLANTIC	9	15	81	741	1,620	1	1	27	76	235	8	31	53	1,490	1,672						
N.J.	1	0	29	17	725	-	0	4	-	60	-	5	13	215	244						
N.Y. (Upstate)	1	1	10	84	145	1	1	9	47	111	5	4	20	186	126						
N.Y. City	7	12	42	640	750	-	0	14	29	64	-	15	30	729	941						
Pa.	N	0	0	N	N	N	0	0	N	N	3	6	16	360	361						
E.N. CENTRAL	44	61	115	2,965	3,198	1	5	13	241	363	4	30	47	1,464	1,867						
Ill.	N	0	0	N	N	-	1	6	73	96	-	12	24	597	894						
Ind.	-	14	33	656	749	-	0	3	32	55	3	3	8	167	173						
Mich.	2	14	26	643	726	-	1	3	34	81	-	5	12	245	231						
Ohio	39	26	44	1,246	1,200	1	2	7	81	96	1	8	17	402	520						
Wis.	3	8	24	420	523	-	0	3	21	35	-	1	5	53	49						
W.N. CENTRAL	2	2	33	173	842	2	1	4	66	154	-	6	13	292	351						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	18	19						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	24	19						
Minn.	-	0	17	-	632	-	0	1	-	86	-	2	8	123	147						
Mo.	N	0	0	N	N	2	0	4	38	39	-	2	6	117	149						
Nebr.	2	2	9	119	137	-	0	2	12	16	-	0	2	9	10						
N. Dak.	-	0	25	54	73	-	0	1	2	2	-	0	1	1	3						
S. Dak.	N	0	0	N	N	-	0	2	14	11	-	0	0	-	4						
S. ATLANTIC	42	65	170	3,596	4,112	5	6	25	336	552	45	68	178	3,352	3,108						
Del.	-	1	6	47	46	-	0	1	-	1	1	0	4	25	5						
D.C.	1	1	5	51	77	-	0	1	6	9	3	3	8	156	132						
Fla.	14	22	68	1,279	1,441	3	3	13	130	191	2	23	36	1,171	1,169						
Ga.	7	20	54	998	1,407	-	2	5	84	161	8	14	130	746	665						
Md.	10	9	33	537	516	1	1	3	44	52	4	8	20	436	316						
N.C.	N	0	0	N	N	N	0	0	N	N	21	8	19	388	387						
S.C.	-	7	25	408	500	-	0	3	28	56	-	4	11	215	154						
Va.	N	0	0	N	N	-	0	3	28	56	6	4	12	213	274						
W. Va.	10	0	48	276	125	1	0	6	16	26	-	0	1	2	6						
E.S. CENTRAL	10	18	37	901	1,052	2	2	4	76	113	2	13	34	728	870						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	11	201	253						
Ky.	N	0	0	N	N	N	0	0	N	N	2	2	16	122	123						
Miss.	N	0	0	N	N	-	0	2	11	18	-	3	14	167	218						
Tenn.	10	18	37	901	1,052	2	1	4	65	95	-	5	11	238	276						
W.S. CENTRAL	27	32	368	1,747	1,895	2	4	38	200	293	1	35	50	1,725	2,054						
