
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 11, 2001 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2001
Meningococcal Disease cummulative for 2000
Mumps current week
Mumps cummulative for 2001
Mumps cummulative for 2000
Pertussis current week
Pertussis cummulative for 2001
Pertussis cummulative for 2000
Rubella current week
Rubella cummulative for 2001
Rubella cummulative for 2000

tab delimited data:
test
UNITED STATES	1,491	1,486	8	134	229	58	2,682	3,664	-	14	96										
NEW ENGLAND	80	87	-	-	3	1	268	951	-	-	11										
Maine	1	7	U	-	-	U	-	14	U	-	-										
N.H.	10	9	-	-	-	-	25	78	-	-	2										
Vt.	4	2	-	-	-	1	25	165	-	-	-										
Mass.	46	50	-	-	1	-	202	649	-	-	8										
R.I.	2	6	-	-	1	-	2	12	-	-	-										
Conn.	17	13	-	-	1	-	14	33	-	-	1										
MID. ATLANTIC	151	170	1	13	17	2	204	333	-	4	8										
Upstate N.Y.	44	47	1	3	5	2	111	159	-	1	1										
N.Y. City	30	35	-	7	5	-	33	49	-	2	7										
N.J.	38	31	-	-	3	-	8	24	-	1	-										
Pa.	39	57	-	3	4	-	52	101	-	-	-										
E.N. CENTRAL	191	254	2	14	18	13	321	412	-	3	1										
Ohio	65	57	-	1	7	3	192	197	-	-	-										
Ind.	28	31	-	1	-	5	37	42	-	1	-										
Ill.	20	65	2	10	6	2	35	41	-	2	1										
Mich.	44	73	-	2	4	3	33	51	-	-	-										
Wis.	34	28	-	-	1	-	24	81	-	-	-										
W.N. CENTRAL	102	102	-	6	12	-	131	221	-	2	1										
Minn.	15	14	-	2	-	-	31	123	-	-	-										
Iowa	21	21	-	-	5	-	17	27	-	1	-										
Mo.	38	50	-	-	4	-	62	37	-	-	-										
N. Dak.	5	2	U	-	-	U	-	2	U	-	-										
S. Dak.	4	5	-	-	-	-	3	3	-	-	-										
Nebr.	10	4	-	1	1	-	4	5	-	-	1										
Kans.	9	6	-	3	2	-	14	24	-	1	-										
S. ATLANTIC	285	216	1	21	34	14	146	278	-	3	50										
Del.	3	-	-	-	-	-	-	8	-	-	-										
Md.	34	22	-	4	7	1	19	70	-	-	-										
D.C.	-	-	-	-	-	-	1	2	-	-	-										
Va.	30	34	1	5	6	12	27	41	-	-	-										
W. Va.	10	10	-	-	-	-	1	1	-	-	-										
N.C.	57	31	-	1	5	-	46	68	-	-	42										
S.C.	28	15	-	1	10	-	23	20	-	2	6										
Ga.	35	37	-	7	2	-	7	25	-	-	-										
Fla.	88	67	-	3	4	1	22	43	-	1	2										
E.S. CENTRAL	100	102	-	3	4	2	70	81	-	-	5										
Ky.	18	21	-	1	-	-	15	42	-	-	1										
Tenn.	44	41	-	-	2	2	31	23	-	-	1										
Ala.	29	29	-	-	2	-	21	13	-	-	3										
Miss.	9	11	-	2	-	-	3	3	-	-	-										
W.S. CENTRAL	171	159	-	8	24	8	230	193	-	-	6										
Ark.	12	11	-	1	1	-	8	29	-	-	1										
La.	56	36	-	2	5	-	2	13	-	-	1										
Okla.	23	21	-	-	-	-	1	9	-	-	-										
Tex.	80	91	-	5	18	8	219	142	-	-	4										
MOUNTAIN	75	66	1	8	14	17	961	456	-	1	2										
Mont.	3	4	1	1	1	7	21	23	-	-	-										
Idaho	7	6	-	-	-	-	164	44	-	-	-										
Wyo.	6	-	-	1	1	-	1	2	-	-	-										
Colo.	26	21	-	1	-	5	183	246	-	1	1										
N. Mex.	11	6	-	2	1	3	73	75	-	-	-										
Ariz.	11	19	-	1	3	-	460	43	-	-	1										
Utah	7	7	-	1	4	2	50	14	-	-	-										
Nev.	4	3	-	1	4	-	9	9	-	-	-										
PACIFIC	336	330	3	61	103	1	351	739	-	1	12										
Wash.	52	35	-	1	4	-	90	219	-	-	7										
Oreg.	25	41	N	N	N	1	31	79	-	-	-										
Calif.	248	241	-	29	73	-	199	394	-	-	5										
Alaska	2	5	-	1	8	-	3	18	-	-	-										
Hawaii	9	8	3	30	18	-	28	29	-	1	-										
Guam	-	-	U	-	11	U	-	3	U	-	1										
P.R.	3	7	-	-	-	-	2	5	-	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	U	-	-	U	-	-	U	-	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


