
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending August 2, 2003 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2003
Salmonellosis cummulative for 2002
Shigellosis cummulative for 2003
Shigellosis cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002

tab delimited data:
test
UNITED STATES	18,608	21,438	11,246	9,847	3,620	3,160	1,442	1,691	289	217											
NEW ENGLAND	1,081	1,141	167	169	300	247	40	75	6	1											
Maine	75	78	6	3	21	20	-	-	-	-											
N.H.	81	69	5	5	19	27	-	-	N	N											
Vt.	37	42	5	-	16	9	6	4	3	1											
Mass.	635	657	110	114	137	82	N	N	N	N											
R.I.	43	72	5	6	5	13	10	6	3	-											
Conn.	210	223	36	41	102	96	24	65	U	U											
MID. ATLANTIC	2,181	2,971	1,245	867	602	535	91	80	67	57											
Upstate N.Y.	542	787	194	134	273	215	49	71	51	47											
N.Y. City	586	760	206	265	88	124	U	U	U	U											
N.J.	211	627	161	328	42	112	N	N	N	N											
Pa.	842	797	684	140	199	84	42	9	16	10											
E.N. CENTRAL	2,798	3,257	1,046	1,063	828	680	317	150	129	80											
Ohio	838	776	236	381	244	154	208	26	77	-											
Ind.	318	263	79	54	81	39	109	122	32	40											
Ill.	888	1,149	499	434	178	199	-	2	-	-											
Mich.	433	545	161	93	279	208	N	N	N	N											
Wis.	321	524	71	101	46	80	N	N	20	40											
W.N. CENTRAL	1,334	1,311	449	671	238	181	123	323	41	40											
Minn.	315	302	55	133	119	95	-	220	35	36											
Iowa	195	223	28	71	N	N	N	N	N	N											
Mo.	498	445	224	96	48	37	9	5	2	1											
N. Dak.	25	24	3	16	10	-	3	1	4	3											
S. Dak.	60	52	9	150	18	10	1	1	-	-											
Nebr.	78	79	86	145	21	14	-	25	N	N											
Kans.	163	186	44	60	22	25	110	71	N	N											
S. ATLANTIC	4,894	4,991	4,649	3,153	663	510	723	785	8	19											
Del.	48	40	142	22	6	1	1	3	N	N											
Md.	448	477	370	601	204	80	-	-	-	14											
D.C.	21	48	34	39	10	6	2	-	4	3											
Va.	529	509	253	560	83	52	N	N	N	N											
W. Va.	68	68	-	4	30	13	51	34	4	2											
N.C.	602	634	590	179	79	96	N	N	U	U											
S.C.	220	309	254	69	27	29	74	136	N	N											
Ga.	923	912	1,235	742	79	99	187	195	N	N											
Fla.	2,035	1,994	1,771	937	145	134	408	417	N	N											
E.S. CENTRAL	1,236	1,474	550	791	136	73	95	102	-	-											
Ky.	228	177	67	81	32	12	12	12	N	N											
Tenn.	408	387	186	40	104	61	83	90	N	N											
Ala.	296	380	177	415	-	-	-	-	N	N											
Miss.	304	530	120	255	-	-	-	-	-	-											
W.S. CENTRAL	1,174	2,192	1,335	1,518	118	206	31	144	34	17											
Ark.	344	435	59	119	5	5	8	5	-	-											
La.	173	429	129	293	1	1	23	139	10	4											
Okla.	232	225	508	282	60	35	N	N	24	2											
Tex.	425	1,103	639	824	52	165	N	N	-	11											
MOUNTAIN	1,180	1,201	559	359	339	396	19	32	4	3											
Mont.	56	59	2	3	2	-	-	-	-	-											
Idaho	103	72	14	2	14	5	N	N	N	N											
Wyo.	55	35	1	4	1	7	4	10	-	-											
Colo.	267	347	87	75	92	79	-	-	-	-											
N. Mex.	110	151	108	64	85	73	15	22	-	-											
Ariz.	379	313	288	173	135	205	-	-	N	N											
Utah	117	94	29	18	9	27	-	-	4	3											
Nev.	93	130	30	20	1	-	-	-	-	-											
PACIFIC	2,730	2,900	1,246	1,256	396	332	3	-	-	-											
Wash.	295	269	96	75	38	18	-	-	N	N											
Oreg.	232	210	68	55	N	N	N	N	N	N											
Calif.	2,053	2,222	1,061	1,090	302	276	N	N	N	N											
Alaska	50	40	4	2	-	-	-	-	N	N											
Hawaii	100	159	17	34	56	38	3	-	-	-											
Guam	-	29	-	19	-	-	-	3	-	-											
P.R.	135	254	1	20	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


