
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 6, 2005 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,808	3,072	1,475	1,475	542	500	4,573	4,562	152	245											
NEW ENGLAND	107	207	24	92	53	71	119	121	-	1											
Maine	8	7	N	N	-	3	1	2	-	-											
N.H.	9	15	-	-	3	N	9	3	-	-											
Vt.	9	8	10	6	4	1	-	-	-	-											
Mass.	74	93	1	24	46	40	82	76	-	-											
R.I.	7	17	13	10	-	5	4	16	-	1											
Conn.	-	67	U	52	U	22	23	24	-	-											
MID. ATLANTIC	632	531	145	108	102	77	595	596	17	27											
Upstate N.Y.	197	176	55	47	46	52	47	46	4	1											
N.Y. City	108	80	U	U	19	U	376	361	5	12											
N.J.	127	115	N	N	17	7	83	104	8	13											
Pa.	200	160	90	61	20	18	89	85	-	1											
E.N. CENTRAL	561	714	403	342	145	119	458	523	22	30											
Ohio	137	169	249	240	57	56	129	136	2	2											
Ind.	60	75	145	102	38	24	39	36	1	1											
Ill.	115	196	9	-	45	1	215	215	6	5											
Mich.	222	214	-	N	-	N	53	116	11	22											
Wis.	27	60	N	N	5	38	22	20	2	-											
W.N. CENTRAL	192	214	35	16	62	60	138	108	1	3											
Minn.	70	108	-	-	39	39	32	17	-	1											
Iowa	N	N	N	N	-	N	1	5	-	-											
Mo.	55	45	29	12	5	9	88	62	1	1											
N. Dak.	6	9	1	-	2	2	-	-	-	-											
S. Dak.	16	9	3	4	-	-	-	-	-	-											
Nebr.	13	14	2	-	6	6	3	6	-	-											
Kans.	32	29	N	N	10	4	14	18	-	1											
S. ATLANTIC	586	611	605	753	61	36	1,142	1,124	26	40											
Del.	1	3	1	4	-	N	8	4	-	1											
Md.	135	97	-	-	39	24	204	215	9	5											
D.C.	7	5	15	7	2	4	70	34	-	1											
Va.	52	54	N	N	-	N	75	65	3	2											
W. Va.	17	17	85	82	20	8	2	3	-	-											
N.C.	84	85	N	N	U	U	154	108	7	6											
S.C.	22	47	-	77	-	N	34	72	2	10											
Ga.	109	151	108	178	-	N	169	191	-	2											
Fla.	159	152	396	405	-	N	426	432	5	13											
E.S. CENTRAL	124	161	122	101	5	10	253	252	16	19											
Ky.	26	50	22	22	N	N	23	27	-	1											
Tenn.	98	111	100	77	-	N	117	83	12	7											
Ala.	-	-	-	-	-	N	88	111	3	9											
Miss.	-	-	-	2	5	10	25	31	1	2											
W.S. CENTRAL	118	239	92	44	71	98	758	720	41	49											
Ark.	12	13	12	6	13	7	29	30	-	3											
La.	6	2	80	38	21	21	152	181	5	3											
Okla.	78	46	N	N	18	29	26	19	1	2											
Tex.	22	178	N	N	19	41	551	490	35	41											
MOUNTAIN	425	334	49	18	35	29	236	234	15	29											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	7	N	N	-	N	18	13	1	2											
Wyo.	2	6	21	6	-	-	-	1	-	-											
Colo.	161	65	N	N	34	29	28	42	-	-											
N. Mex.	27	73	-	N	-	-	30	58	2	2											
Ariz.	178	156	N	N	-	N	84	97	12	25											
Utah	55	25	27	10	1	-	4	6	-	-											
Nev.	1	2	1	2	-	-	67	16	-	-											
PACIFIC	63	61	-	1	8	-	874	884	14	47											
Wash.	N	N	N	N	N	N	83	63	-	-											
Oreg.	N	N	N	N	6	N	17	21	-	-											
Calif.	-	-	N	N	N	N	765	796	14	47											
Alaska	-	-	-	-	-	N	5	-	-	-											
Hawaii	63	61	-	1	2	-	4	4	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	115	80	7	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


