
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 23, 2005 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,604	2,972	1,433	1,434	479	487	4,206	4,213	135	230											
NEW ENGLAND	32	203	22	86	12	69	112	62	-	1											
Maine	6	7	N	N	-	2	1	2	-	-											
N.H.	8	15	-	-	3	N	7	3	-	-											
Vt.	9	8	9	6	3	1	-	-	-	-											
Mass.	2	89	-	22	6	39	80	19	-	-											
R.I.	7	17	13	7	-	5	2	15	-	1											
Conn.	-	67	U	51	U	22	22	23	-	-											
MID. ATLANTIC	602	513	142	104	98	74	545	569	11	24											
Upstate N.Y.	191	166	55	46	45	49	43	44	3	1											
N.Y. City	102	79	U	U	17	U	341	346	5	9											
N.J.	120	112	N	N	16	7	77	98	3	13											
Pa.	189	156	87	58	20	18	84	81	-	1											
E.N. CENTRAL	537	690	391	331	140	118	404	497	19	29											
Ohio	133	165	245	233	58	56	120	128	2	2											
Ind.	58	73	138	98	37	23	38	33	1	1											
Ill.	113	189	8	-	41	1	178	203	6	4											
Mich.	210	208	-	N	-	N	48	113	9	22											
Wis.	23	55	N	N	4	38	20	20	1	-											
W.N. CENTRAL	179	208	33	13	56	56	135	101	1	3											
Minn.	64	104	-	-	33	37	32	17	-	1											
Iowa	N	N	N	N	-	N	1	5	-	-											
Mo.	52	43	27	10	5	8	85	58	1	1											
N. Dak.	6	9	1	-	2	2	-	-	-	-											
S. Dak.	16	9	3	3	-	-	-	-	-	-											
Nebr.	13	14	2	-	6	5	3	5	-	-											
Kans.	28	29	N	N	10	4	14	16	-	1											
S. ATLANTIC	560	592	587	739	61	36	1,041	1,045	25	39											
Del.	1	3	1	4	-	N	6	3	-	1											
Md.	134	93	-	-	39	24	191	194	8	5											
D.C.	7	5	14	7	2	4	67	33	-	1											
Va.	48	48	N	N	-	N	66	59	3	2											
W. Va.	17	17	85	80	20	8	2	3	-	-											
N.C.	81	85	N	N	U	U	139	98	7	5											
S.C.	22	47	-	77	-	N	30	70	2	10											
Ga.	100	148	110	176	-	N	149	178	-	2											
Fla.	150	146	377	395	-	N	391	407	5	13											
E.S. CENTRAL	118	155	121	99	5	10	241	226	13	19											
Ky.	23	49	21	22	N	N	22	25	-	1											
Tenn.	95	106	100	75	-	N	107	76	9	7											
Ala.	-	-	-	-	-	N	88	100	3	9											
Miss.	-	-	-	2	5	10	24	25	1	2											
W.S. CENTRAL	107	230	89	44	66	95	702	671	37	42											
Ark.	11	12	12	6	13	7	29	27	-	3											
La.	6	2	77	38	20	21	149	156	5	3											
Okla.	76	44	N	N	17	28	22	19	1	2											
Tex.	14	172	N	N	16	39	502	469	31	34											
MOUNTAIN	410	327	48	17	34	29	218	216	15	28											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	6	N	N	-	N	18	13	1	2											
Wyo.	2	6	20	6	-	-	-	1	-	-											
Colo.	157	64	N	N	33	29	26	39	-	-											
N. Mex.	26	71	-	N	-	-	27	55	2	2											
Ariz.	173	154	N	N	-	N	80	91	12	24											
Utah	50	24	27	9	1	-	4	4	-	-											
Nev.	1	2	1	2	-	-	58	12	-	-											
PACIFIC	59	54	-	1	7	-	808	826	14	45											
Wash.	N	N	N	N	N	N	78	56	-	-											
Oreg.	N	N	N	N	5	N	17	20	-	-											
Calif.	-	-	N	N	N	N	705	746	14	45											
Alaska	-	-	-	-	-	N	5	-	-	-											
Hawaii	59	54	-	1	2	-	3	4	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	102	76	6	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


