
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending December 25, 2004 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2004
Salmonellosis cummulative for 2003
Shigellosis cummulative for 2004
Shigellosis cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2004
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2004
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003

tab delimited data:
test
UNITED STATES	39,598	42,008	12,454	22,568	4,377	5,493	2,067	1,988	719	740											
NEW ENGLAND	1,994	2,070	282	340	178	450	73	104	73	9											
Maine	90	138	9	7	11	29	2	-	3	-											
N.H.	135	140	10	9	19	33	-	-	N	N											
Vt.	63	73	4	8	9	19	14	9	3	5											
Mass.	1,132	1,206	171	230	118	198	38	N	57	N											
R.I.	136	125	20	20	21	16	19	10	10	4											
Conn.	438	388	68	66	-	155	-	85	U	U											
MID. ATLANTIC	5,337	4,816	1,113	2,328	692	924	138	134	123	108											
Upstate N.Y.	1,218	1,145	404	583	227	343	58	72	87	76											
N.Y. City	1,183	1,294	380	413	103	144	U	U	U	U											
N.J.	948	850	228	356	147	173	-	-	7	4											
Pa.	1,988	1,527	101	976	215	264	80	62	29	28											
E.N. CENTRAL	4,737	5,473	1,105	1,834	818	1,252	488	440	176	318											
Ohio	1,197	1,305	171	298	220	283	342	285	81	98											
Ind.	615	542	216	177	94	119	146	155	43	30											
Ill.	1,315	1,918	321	993	166	333	-	-	13	130											
Mich.	792	785	224	233	282	350	N	N	N	N											
Wis.	818	923	173	133	56	167	N	N	39	60											
W.N. CENTRAL	2,430	2,420	449	777	288	331	24	20	105	78											
Minn.	632	554	66	102	139	159	-	-	70	55											
Iowa	425	388	66	86	N	N	N	N	N	N											
Mo.	624	868	179	354	58	77	19	16	14	3											
N. Dak.	42	39	3	10	15	17	-	3	4	7											
S. Dak.	137	119	13	17	21	22	5	1	-	-											
Nebr.	178	164	40	87	14	27	-	-	7	5											
Kans.	392	288	82	121	41	29	N	N	10	8											
S. ATLANTIC	10,910	10,882	2,709	6,658	840	907	997	1,051	62	18											
Del.	101	100	9	164	3	7	4	1	N	N											
Md.	804	838	149	576	180	223	-	26	46	-											
D.C.	62	51	40	73	10	10	8	1	3	7											
Va.	1,147	1,072	165	425	70	99	N	N	N	N											
W. Va.	225	124	9	-	25	36	106	80	13	11											
N.C.	1,648	1,392	473	985	125	103	N	N	U	U											
S.C.	914	811	314	516	38	39	71	142	N	N											
Ga.	1,840	2,027	612	1,150	169	182	245	236	N	N											
Fla.	4,169	4,467	938	2,769	220	208	563	565	N	N											
E.S. CENTRAL	2,451	2,894	768	1,027	190	201	124	146	6	-											
Ky.	345	395	74	129	58	48	30	23	N	N											
Tenn.	523	743	327	393	132	153	93	123	N	N											
Ala.	739	766	319	334	-	-	-	-	N	N											
Miss.	844	990	48	171	-	-	1	-	6	-											
W.S. CENTRAL	3,995	5,944	3,286	5,728	286	296	70	78	130	138											
Ark.	571	796	78	103	17	6	10	22	8	8											
La.	815	870	277	441	3	2	60	56	26	29											
Okla.	396	463	490	836	63	90	N	N	46	65											
Tex.	2,213	3,815	2,441	4,348	203	198	N	N	50	36											
MOUNTAIN	2,348	2,228	836	1,261	517	509	50	11	42	71											
Mont.	184	111	4	2	-	1	-	-	-	-											
Idaho	145	172	13	35	9	19	N	N	N	N											
Wyo.	53	76	6	8	10	2	12	10	-	-											
Colo.	532	490	157	327	136	139	-	-	39	53											
N. Mex.	267	289	122	270	82	119	5	-	-	12											
Ariz.	749	692	420	504	232	193	N	N	N	N											
Utah	238	223	49	49	44	34	31	1	3	6											
Nev.	180	175	65	66	4	2	2	-	-	-											
PACIFIC	5,396	5,281	1,906	2,615	568	623	103	4	2	-											
Wash.	569	583	111	166	59	74	-	-	N	N											
Oreg.	399	423	80	209	N	N	N	N	N	N											
Calif.	3,998	3,958	1,664	2,183	375	415	N	N	N	N											
Alaska	60	94	6	11	-	-	-	-	N	N											
Hawaii	370	223	45	46	134	134	103	4	2	-											
Guam	26	43	33	41	-	-	-	-	-	-											
P.R.	308	726	11	27	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	3	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


