
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 10, 1999 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	210	320	948	1,091	261	305	1,544	1,942	1,206	1,972	1,279										
NEW ENGLAND	14	19	149	219	3	13	19	21	95	88	222										
Maine	2	1	-	2	-	-	-	1	3	3	39										
N.H.	2	2	-	5	-	1	-	1	-	2	15										
Vt.	3	1	-	2	-	-	1	-	-	1	43										
Mass.	3	6	98	49	3	12	13	17	49	43	45										
R.I.	1	4	8	16	-	-	1	-	15	12	20										
Conn.	3	5	43	145	-	-	4	2	28	27	60										
MID. ATLANTIC	61	71	588	694	71	96	69	78	457	469	279										
Upstate N.Y.	16	16	212	326	21	23	5	7	56	62	181										
N.Y. City	5	19	4	18	16	50	30	16	273	291	U										
N.J.	5	3	97	83	24	14	11	25	128	116	60										
Pa.	35	33	275	267	10	9	23	30	U	U	38										
E.N. CENTRAL	47	128	22	19	17	26	279	273	66	77	9										
Ohio	19	43	15	14	4	1	25	51	U	U	2										
Ind.	5	25	5	4	4	1	32	41	U	U	-										
Ill.	2	17	1	-	-	14	193	120	U	U	-										
Mich.	20	18	1	1	7	8	27	38	48	49	7										
Wis.	1	25	U	U	2	2	2	23	18	28	-										
W.N. CENTRAL	8	19	14	9	13	17	6	53	111	92	135										
Minn.	-	1	7	1	2	8	1	3	49	29	26										
Iowa	6	3	2	6	3	2	1	-	2	-	25										
Mo.	1	7	-	1	7	6	-	39	47	44	5										
N. Dak.	-	-	1	-	-	-	-	-	1	1	30										
S. Dak.	1	-	-	-	-	-	-	-	3	4	25										
Nebr.	-	7	-	-	-	-	1	4	4	-	1										
Kans.	-	1	4	1	1	1	3	7	5	14	23										
S. ATLANTIC	33	37	112	108	71	60	558	753	185	376	462										
Del.	2	6	-	2	-	1	1	7	-	5	3										
Md.	5	8	87	91	20	24	123	209	U	U	99										
D.C.	-	3	1	4	6	3	10	26	12	30	-										
Va.	6	3	3	3	12	7	41	52	17	53	98										
W. Va.	N	N	2	2	1	-	2	-	11	17	24										
N.C.	5	4	15	1	6	7	142	218	89	191	108										
S.C.	5	4	1	-	-	-	68	85	56	80	43										
Ga.	-	-	-	2	5	12	82	73	U	U	46										
Fla.	10	9	3	3	21	6	89	83	U	U	41										
E.S. CENTRAL	8	11	13	12	3	9	291	335	89	167	64										
Ky.	2	5	-	2	-	-	28	38	U	U	13										
Tenn.	5	3	5	5	2	4	144	163	U	U	23										
Ala.	1	1	6	5	1	3	78	73	83	105	28										
Miss.	-	2	2	-	-	2	41	61	6	62	-										
W.S. CENTRAL	1	2	-	3	8	5	238	251	53	530	23										
Ark.	-	-	-	2	-	1	25	38	28	22	-										
La.	1	-	-	-	6	3	67	87	U	U	-										
Okla.	-	-	-	-	1	-	61	13	25	31	23										
Tex.	-	2	-	1	1	1	85	113	-	477	-										
MOUNTAIN	14	15	3	1	13	17	35	74	38	66	36										
Mont.	-	1	-	-	2	-	-	-	-	2	16										
Idaho	-	-	-	-	1	1	-	-	-	2	-										
Wyo.	-	1	1	-	-	-	-	-	-	1	8										
Colo.	1	4	-	-	4	5	-	4	U	U	1										
N. Mex.	1	1	1	-	2	6	-	7	13	15	-										
Ariz.	1	1	-	-	4	2	33	57	U	U	11										
Utah	5	6	1	-	-	1	1	2	11	17	-										
Nev.	6	1	-	1	-	2	1	4	14	29	-										
PACIFIC	24	18	47	26	62	62	49	104	112	107	49										
Wash.	4	1	-	1	3	1	11	4	58	51	-										
Oreg.	-	-	1	1	7	6	-	-	U	U	-										
Calif.	20	17	46	24	48	54	36	100	U	U	46										
Alaska	-	-	-	-	-	-	1	-	12	11	3										
Hawaii	-	-	-	-	4	1	1	-	42	45	-										
Guam	-	1	-	-	-	1	-	-	-	37	-										
P.R.	-	-	-	-	-	-	59	61	-	30	21										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	62	-	40	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


