
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 12, 2003 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	20,774	421,450	431,411	1,743	2,302	980	1,138	-	-											
NEW ENGLAND	654	795	14,226	14,372	-	-	59	71	-	-											
Maine	27	19	929	789	N	N	6	2	-	-											
N.H.	15	19	815	841	-	-	6	14	-	-											
Vt.	6	8	532	418	-	-	13	15	-	-											
Mass.	277	373	5,722	5,718	-	-	22	22	-	-											
R.I.	51	61	1,420	1,486	-	-	9	13	-	-											
Conn.	278	315	4,808	5,120	N	N	3	5	-	-											
MID. ATLANTIC	4,098	4,738	45,158	47,786	-	-	135	162	-	-											
Upstate N.Y.	274	421	10,158	8,536	N	N	39	34	-	-											
N.Y. City	1,976	2,545	17,067	16,383	-	-	43	68	-	-											
N.J.	787	809	7,448	6,569	-	-	4	12	-	-											
Pa.	1,061	963	10,485	16,298	N	N	49	48	-	-											
E.N. CENTRAL	1,982	2,238	73,218	79,286	3	15	228	323	-	-											
Ohio	303	428	19,625	20,390	-	-	38	70	-	-											
Ind.	259	304	8,799	8,782	N	N	27	24	-	-											
Ill.	959	1,028	20,486	25,224	-	2	26	59	-	-											
Mich.	359	369	16,280	15,999	3	13	47	56	-	-											
Wis.	102	109	8,028	8,891	-	-	90	114	-	-											
W.N. CENTRAL	358	328	24,159	24,063	1	1	120	116	-	-											
Minn.	74	72	5,251	5,616	N	N	47	40	-	-											
Iowa	41	46	2,676	2,825	N	N	22	13	-	-											
Mo.	177	135	8,522	7,850	-	-	10	15	-	-											
N. Dak.	-	1	700	657	N	N	10	10	-	-											
S. Dak.	7	2	1,336	1,132	-	-	20	5	-	-											
Nebr.	25	31	2,076	2,280	1	1	4	24	-	-											
Kans.	34	41	3,598	3,703	N	N	7	9	-	-											
S. ATLANTIC	5,488	6,359	83,619	81,210	3	2	153	150	-	-											
Del.	106	113	1,631	1,426	N	N	3	1	-	-											
Md.	558	954	8,819	8,087	3	2	8	7	-	-											
D.C.	595	321	1,427	1,736	-	-	6	3	-	-											
Va.	481	482	10,063	8,758	-	-	15	4	-	-											
W. Va.	42	48	1,315	1,282	N	N	3	2	-	-											
N.C.	581	438	13,806	12,797	N	N	19	23	-	-											
S.C.	330	440	7,852	7,713	-	-	2	2	-	-											
Ga.	736	1,087	17,494	16,983	-	-	57	56	-	-											
Fla.	2,059	2,476	21,212	22,428	N	N	40	52	-	-											
E.S. CENTRAL	841	903	28,317	27,750	N	N	55	70	-	-											
Ky.	79	150	4,377	4,578	N	N	13	1	-	-											
Tenn.	374	388	10,122	8,529	N	N	17	38	-	-											
Ala.	185	172	7,484	8,735	-	-	22	27	-	-											
Miss.	203	193	6,334	5,908	N	N	3	4	-	-											
W.S. CENTRAL	2,125	2,164	54,338	57,293	-	5	12	34	-	-											
Ark.	65	150	3,972	3,901	-	-	3	5	-	-											
La.	368	498	9,275	9,932	N	N	1	8	-	-											
Okla.	92	118	5,642	5,474	N	N	5	6	-	-											
Tex.	1,600	1,398	35,449	37,986	-	5	3	15	-	-											
MOUNTAIN	722	666	24,825	26,680	1,248	1,546	53	72	-	-											
Mont.	10	6	1,004	1,127	N	N	12	4	-	-											
Idaho	13	15	1,301	1,323	N	N	8	17	-	-											
Wyo.	4	5	523	476	-	-	2	6	-	-											
Colo.	159	132	5,559	7,490	N	N	11	19	-	-											
N. Mex.	52	51	3,691	4,072	4	5	3	9	-	-											
Ariz.	341	272	7,691	7,756	1,219	1,516	3	9	-	-											
Utah	31	35	2,287	1,222	5	8	11	5	-	-											
Nev.	112	150	2,769	3,214	20	17	3	3	-	-											
PACIFIC	3,214	2,583	73,590	72,971	487	732	165	140	-	-											
Wash.	214	256	8,274	7,758	N	N	14	9	-	-											
Oreg.	126	193	3,872	3,604	-	-	24	21	-	-											
Calif.	2,815	2,074	58,374	57,311	487	732	127	109	-	-											
Alaska	12	12	2,002	1,927	-	-	-	-	-	-											
Hawaii	47	48	1,068	2,371	-	-	-	1	-	-											
Guam	2	1	-	345	-	-	-	-	-	-											
P.R.	514	600	985	1,517	N	N	N	N	-	-											
V.I.	15	56	-	103	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


