
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending November 27, 2010 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2010
5-year weekly average†
Total cases reported for year 2009
Total cases reported for year 2008
Total cases reported for year 2007
Total cases reported for year 2006
Total cases reported for year 2005
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	0	1	-	1	1	-		
Botulism, total	1	91	3	118	145	144	165	135		
foodborne	-	6	0	10	17	32	20	19		
infant	-	64	2	83	109	85	97	85		
other(wound & unspecified)	1	21	1	25	19	27	48	31	CA (1 )	
Brucellosis	-	112	2	115	80	131	121	120		
Chancroid	-	33	1	28	25	23	33	17		
Cholera	-	5	0	10	5	7	9	8		
Cyclosporiasis §	3	166	1	141	139	93	137	543	NY (1 ), NC (1 ), FL (1 )	
Diphtheria	-	-	-	-	-	-	-	-		
Domestic arboviral diseases §, ¶ :										
California serogroup virus disease	-	64	0	55	62	55	67	80		
Eastern equine encephalitis virus disease	-	10	-	4	4	4	8	21		
Powassan virus disease	-	5	0	6	2	7	1	1		
St. Louis encephalitis virus disease	-	8	0	12	13	9	10	13		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	-	14	0	35	30	22	29	9		
nonserotype b	-	134	3	236	244	199	175	135		
unknown serotype	3	229	3	178	163	180	179	217	NY (1 ), FL (1 ), AL (1 )	
Hansen disease §	-	56	2	103	80	101	66	87		
Hantavirus pulmonary syndrome §	-	17	0	20	18	32	40	26		
Hemolytic uremic syndrome, post-diarrheal §	-	205	3	242	330	292	288	221		
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	2	-	-	-	-	380		
Influenza-associated pediatric mortality §, §§	-	58	4	358	90	77	43	45		
Listeriosis	4	698	16	851	759	808	884	896	VA (1 ), FL (1 ), CA (2 )	
Measles ¶¶	-	56	0	71	140	43	55	66		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	2	213	5	301	330	325	318	297	CT (1 ), AL (1 )	
serogroup B	-	98	3	174	188	167	193	156		
other serogroup	-	8	0	23	38	35	32	27		
unknown serogroup	9	363	9	482	616	550	651	765	PA (1 ), MO (4 ), FL (1 ), TX (1 ), CA (2 )	
