
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 25, 2003 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	351	355	9	22	150	452	12	16	906												
NEW ENGLAND	2	3	-	-	2	16	-	3	299												
Maine	-	-	-	-	-	-	-	-	199												
N.H.	-	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	-	-	-	-	73												
Mass.	2	1	-	-	1	-	-	2	27												
R.I.	-	-	-	-	-	7	-	-	-												
Conn.	-	2	-	-	1	9	-	1	-												
MID. ATLANTIC	36	29	2	5	65	60	6	3	-												
Upstate N.Y.	1	-	-	1	-	1	-	-	-												
N.Y. City	19	14	1	2	63	16	6	2	-												
N.J.	16	11	1	2	-	24	-	1	-												
Pa.	-	4	-	-	2	19	-	-	-												
E.N. CENTRAL	52	52	4	1	21	19	2	2	449												
Ohio	16	7	-	-	5	5	-	-	70												
Ind.	1	8	-	-	7	7	1	-	-												
Ill.	10	16	3	1	9	6	-	-	-												
Mich.	24	18	1	-	-	-	1	-	363												
Wis.	1	3	-	-	-	1	-	2	16												
W.N. CENTRAL	6	9	-	-	7	29	-	1	1												
Minn.	-	4	-	-	2	6	-	1	-												
Iowa	-	-	-	-	-	-	-	-	-												
Mo.	1	2	-	-	-	18	-	-	-												
N. Dak.	-	-	-	-	-	-	-	-	1												
S. Dak.	-	-	-	-	1	-	-	-	-												
Nebr.	-	2	-	-	-	-	-	-	-												
Kans.	5	1	-	-	4	5	-	-	-												
S. ATLANTIC	112	92	3	3	6	80	2	5	150												
Del.	-	1	-	-	-	-	-	-	-												
Md.	18	9	-	-	-	-	2	1	-												
D.C.	5	1	-	-	-	-	-	-	-												
Va.	5	3	-	-	3	1	-	-	2												
W. Va.	-	-	-	-	1	3	-	-	144												
N.C.	14	30	-	2	2	2	-	-	-												
S.C.	8	7	1	1	-	2	-	-	4												
Ga.	10	13	-	-	-	5	-	1	-												
Fla.	52	28	2	-	-	67	-	3	-												
E.S. CENTRAL	22	44	-	2	9	30	-	-	-												
Ky.	5	1	-	-	-	4	-	-	-												
Tenn.	9	20	-	1	-	17	-	-	-												
Ala.	8	17	-	-	9	8	-	-	-												
Miss.	-	6	-	1	-	1	-	-	-												
W.S. CENTRAL	52	52	-	7	2	122	-	2	-												
Ark.	7	-	-	-	1	2	-	-	-												
La.	8	15	-	-	-	-	-	-	-												
Okla.	1	8	-	-	1	1	-	-	-												
Tex.	36	29	-	7	-	119	-	2	-												
MOUNTAIN	14	19	-	1	4	14	-	-	7												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	1	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	1	1	-	-	2												
Colo.	-	-	-	-	1	4	-	-	-												
N. Mex.	3	3	-	-	-	2	-	-	-												
Ariz.	11	15	-	1	2	4	-	-	-												
Utah	-	-	-	-	-	1	-	-	5												
Nev.	-	-	-	-	-	2	-	-	-												
PACIFIC	55	55	-	3	34	82	2	-	-												
Wash.	3	1	-	-	9	7	-	-	-												
Oreg.	4	1	-	-	3	2	-	-	-												
Calif.	48	53	-	3	10	63	2	-	-												
Alaska	-	-	-	-	2	2	-	-	-												
Hawaii	-	-	-	-	10	8	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	7	14	-	2	-	-	-	-	-												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


