
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 24, 2005 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,270	3,448	1,658	1,647	631	571	5,633	5,657	184	294											
NEW ENGLAND	127	230	87	107	47	78	151	146	1	4											
Maine	9	10	N	N	-	4	1	2	-	-											
N.H.	13	16	-	-	4	N	13	3	-	3											
Vt.	9	8	10	6	4	1	1	-	-	-											
Mass.	87	105	61	29	38	43	98	91	-	-											
R.I.	9	17	16	14	1	6	8	19	-	1											
Conn.	U	74	U	58	U	24	30	31	1	-											
MID. ATLANTIC	723	585	157	116	110	82	725	721	24	28											
Upstate N.Y.	212	191	62	49	49	57	64	70	8	2											
N.Y. City	132	95	U	U	20	U	450	437	5	12											
N.J.	163	124	N	N	19	7	98	117	11	13											
Pa.	216	175	95	67	22	18	113	97	-	1											
E.N. CENTRAL	639	793	447	369	161	130	575	659	26	44											
Ohio	159	186	280	257	62	60	154	172	1	2											
Ind.	82	82	156	112	44	26	45	45	1	2											
Ill.	116	212	11	-	48	1	290	275	10	13											
Mich.	253	241	-	N	-	N	62	140	12	27											
Wis.	29	72	N	N	7	43	24	27	2	-											
W.N. CENTRAL	211	249	35	17	67	78	173	125	3	4											
Minn.	82	122	-	-	41	50	48	18	1	1											
Iowa	N	N	N	N	-	N	2	5	-	-											
Mo.	53	54	29	12	7	12	102	76	2	2											
N. Dak.	9	10	1	-	2	2	-	-	-	-											
S. Dak.	19	12	3	5	-	-	1	-	-	-											
Nebr.	14	17	2	-	6	6	4	6	-	-											
Kans.	34	34	N	N	11	8	16	20	-	1											
S. ATLANTIC	679	687	657	851	65	42	1,414	1,401	33	46											
Del.	1	3	1	4	-	N	9	7	-	1											
Md.	150	106	-	-	43	30	238	267	12	7											
D.C.	7	8	15	8	2	4	78	43	-	1											
Va.	63	60	N	N	-	N	99	73	3	2											
W. Va.	22	20	96	90	20	8	3	3	-	-											
N.C.	100	100	N	N	U	U	200	137	8	8											
S.C.	25	50	-	81	-	N	47	94	4	10											
Ga.	132	165	112	207	-	N	223	250	1	3											
Fla.	179	175	433	461	-	N	517	527	5	14											
E.S. CENTRAL	130	175	130	114	8	12	324	304	17	20											
Ky.	27	51	23	23	N	N	33	33	-	1											
Tenn.	103	124	107	89	-	N	160	97	12	8											
Ala.	-	-	-	-	-	N	102	133	4	9											
Miss.	-	-	-	2	8	12	29	41	1	2											
W.S. CENTRAL	203	272	94	49	125	118	906	884	51	58											
Ark.	14	16	12	6	14	8	38	41	-	3											
La.	6	2	82	43	22	26	176	217	6	4											
Okla.	90	53	N	N	20	35	30	19	1	2											
Tex.	93	201	N	N	69	49	662	607	44	49											
MOUNTAIN	483	375	51	23	39	31	288	300	15	38											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	8	N	N	-	N	20	15	1	2											
Wyo.	3	7	21	9	-	-	-	1	-	-											
Colo.	179	78	N	N	38	31	31	50	-	-											
N. Mex.	37	80	-	N	-	-	38	69	2	2											
Ariz.	198	167	N	N	-	N	114	127	12	33											
Utah	64	33	28	12	1	-	6	8	-	1											
Nev.	1	2	2	2	-	-	74	29	-	-											
PACIFIC	75	82	-	1	9	-	1,077	1,117	14	52											
Wash.	N	N	N	N	N	N	107	97	-	-											
Oreg.	N	N	N	N	6	N	21	24	-	-											
Calif.	-	-	N	N	N	N	939	991	14	52											
Alaska	-	-	-	-	-	N	6	-	-	-											
Hawaii	75	82	-	1	3	-	4	5	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	144	97	8	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


