
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2007 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	383	805	1,432	6,421	8,563	-	1	178	-	2	-	1	399	-	1						
NEW ENGLAND	3	21	68	93	338	-	0	3	-	-	-	0	2	-	-						
Conn.	-	0	0	-	-	-	0	3	-	-	-	0	1	-	-						
Maine	-	0	16	-	65	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	5	-	91	-	0	1	-	-	-	0	1	-	-						
N.H.	-	5	47	31	63	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	3	12	65	62	119	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	-	106	190	954	1,158	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	-	106	190	954	1,158	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	140	256	587	2,252	3,691	-	0	43	-	-	-	0	33	-	-						
Ill.	-	1	7	-	18	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	36	102	258	983	1,069	-	0	11	-	-	-	0	2	-	-						
Ohio	104	129	449	1,264	2,252	-	0	11	-	-	-	0	3	-	-						
Wis.	-	11	52	5	352	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	37	29	98	389	510	-	0	36	-	-	-	0	79	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Kans.	23	5	52	216	101	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	13	17	82	152	382	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	8	6	13	-	0	5	-	-	-	0	28	-	-						
S. Dak.	1	1	15	15	14	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	65	88	223	725	761	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	7	24	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	5	-	3	-	0	0	-	-	-	0	1	-	-						
Fla.	42	0	37	235	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	7	19	70	216	194	-	0	1	-	-	-	0	0	-	-						
Va.	-	28	133	1	179	-	0	0	-	-	-	0	2	-	-						
W. Va.	16	25	61	266	361	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	2	4	43	62	-	-	0	15	-	2	-	0	16	-	-						
Ala.	2	4	43	61	-	-	0	2	-	-	-	0	0	-	-						
