
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2007 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	28	46	256	1,984	2,076	5	9	35	391	343	155	201	310	9,008	8,285						
NEW ENGLAND	2	2	12	89	111	-	0	3	11	4	3	5	14	227	173						
Conn.	-	1	5	50	84	-	0	2	4	-	-	0	10	28	38						
Maine	-	0	2	9	7	-	0	2	2	1	-	0	2	9	8						
Mass.	-	0	0	-	-	-	0	0	-	-	3	3	8	136	105						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	26	11						
R.I.	-	0	4	15	9	-	0	1	3	-	-	0	5	26	9						
Vt.	2	0	2	15	11	-	0	1	2	3	-	0	1	2	2						
MID. ATLANTIC	2	2	9	105	129	-	0	5	23	20	21	27	45	1,316	994						
N.J.	-	0	0	-	-	-	0	0	-	-	4	4	8	180	149						
N.Y. (Upstate)	-	1	5	35	42	-	0	4	7	9	2	3	14	119	131						
N.Y. City	-	0	0	-	-	-	0	0	-	-	8	17	35	808	479						
Pa.	2	1	6	70	87	-	0	2	16	11	7	4	10	209	235						
E.N. CENTRAL	3	9	40	482	440	2	2	7	92	75	4	15	27	661	763						
Ill.	-	0	8	51	22	-	0	4	28	6	-	7	13	291	368						
Ind.	3	3	31	124	120	1	0	5	23	21	-	1	6	50	81						
Mich.	-	0	1	2	16	-	0	1	1	2	-	2	9	101	100						
Ohio	-	5	38	305	282	1	1	5	40	46	2	4	9	169	154						
Wis.	N	0	0	N	N	-	0	0	-	-	2	1	4	50	60						
W.N. CENTRAL	-	2	124	120	88	-	0	15	10	13	2	7	14	299	254						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	15	18						
